"samples","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_method"
"mgm4726942","free-living","terrestrial","soil","grassland","USA","Loma Experiment",33.7399,-117.7285,"nelson","illumina"
"mgm4734705","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina"
"mgm4734747","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina"
"mgm4734751","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina"
"mgm4734753","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina"
"mgm4735638","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina"
"mgm4735641","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina"
"mgm4735733","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina"
"mgm4743979","free-living","terrestrial","soil","compost","USA","reference_metagenome",38.5382364,-121.7639012,"lu","illumina"
"mgm4743980","free-living","terrestrial","soil","compost","USA","reference_metagenome",38.546,-121.7533,"lu","illumina"
"mgm4749373","free-living","terrestrial","soil","compost","USA","reference_metagenome",38.5402727,-121.7500776,"lu","illumina"
"mgm4749377","free-living","terrestrial","soil","compost","USA","reference_metagenome",38.546,-121.7533,"lu","illumina"
"mgm4755172","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina"
"mgm4520107","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520108","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520109","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520110","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520111","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520113","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520114","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520115","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520116","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520117","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520118","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520119","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520120","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520121","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520122","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520123","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520124","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520125","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520126","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520127","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520128","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520129","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4520130","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4441102","host-associated","marine","animal_host-associated","animal_skin",NA,"Alvinella Pompejana Epibiont Metagenome",9.84,-104.28,"cary","sanger"
"mgm4441663","host-associated","marine","animal_host-associated","animal_skin",NA,"Alvinella Pompejana Epibiont Metagenome",9.84,-104.28,"cary","sanger"
"mgm4466741","free-living","marine","saline_water","coral_reef_seawater","USA","Pacific Reef Microbiomes",-20.504,-162.386,"rohwer","454"
"mgm4466740","free-living","marine","saline_water","coral_reef_seawater","USA","Global Microbialization on Reefs",1.99095,-162.3486,"rohwer","454"
"mgm4466309","free-living","marine","saline_water","coral_reef_seawater","USA","Pacific Reef Microbiomes",-17.4821083,-162.11346,"rohwer","454"
"mgm4466813","free-living","marine","saline_water","coral_reef_seawater","USA","Global Microbialization on Reefs",0.80418,-162.0755,"rohwer","454"
"mgm4466846","free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-20.57671667,-160.42023,"rohwer","454"
"mgm4466739","free-living","marine","saline_water","coral_reef_seawater","USA","Pacific Reef Microbiomes",-17.9836444,-160.00819,"rohwer","454"
"mgm4466737","free-living","marine","saline_water","coral_reef_seawater","USA","Pacific Reef Microbiomes",-0.36537,-160.006,"rohwer","454"
"mgm4466736","free-living","marine","saline_water","coral_reef_seawater","USA","Pacific Reef Microbiomes",-160.006,-159.998,"rohwer","454"
"mgm4466835","free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-20.53,-159.36047,"rohwer","454"
"mgm4466745","free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-20.504,-157.48251,"rohwer","454"
"mgm4466844","free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-20.53,-152.30954,"rohwer","454"
"mgm4466597","free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-17.9139694,-151.81964,"rohwer","454"
"mgm4453371","free-living","marine","saline_water","coral_reef_seawater","Brazil","Abrolhos reef Bank",-17.4784166666667,-39.0280833333333,"thompson","454"
"mgm4525341","host-associated","marine","animal_host-associated","sea_worm","Italy","Oalg_sanger_metagenome",42.807838,10.143549,"dubilier","sanger"
"mgm4481541","free-living","marine","saline_water","hydrothermal_vent","Pacific Ocean","HulkHydrothermalVent",47.95,-129.0968333,"baross","454"
"mgm4653307","host-associated","marine","animal_host-associated","coral","India","Metagenomic analysis of the microbial community associated with the coral Fungia echinata from Andaman Sea, India",11.998,92.96,"das","454"
"mgm4573350","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina"
"mgm4573351","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina"
"mgm4573352","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina"
"mgm4573353","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina"
"mgm4573354","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina"
"mgm4573355","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina"
"mgm4573356","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina"
"mgm4573495","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina"
"mgm4573496","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina"
"mgm4573497","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina"
"mgm4573676","free-living","marine","saline_water","marine_biofilm","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina"
"mgm4573677","free-living","marine","saline_water","marine_biofilm","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina"
"mgm4573950","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina"
"mgm4441570","free-living","marine","saline_water","oceanic_seawater","Bermuda","Global Ocean Sampling Expedition",31.175,-64.324,"venter","sanger"
"mgm4441571","free-living","marine","saline_water","oceanic_seawater","Bermuda","Global Ocean Sampling Expedition",31.175,-64.324,"venter","sanger"
"mgm4441573","free-living","marine","saline_water","oceanic_seawater","Bermuda","Global Ocean Sampling Expedition",31.175,-64.324,"venter","sanger"
"mgm4441574","free-living","marine","saline_water","oceanic_seawater","Bermuda","Global Ocean Sampling Expedition",32.1748,-64.01017,"venter","sanger"
"mgm4530252","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-33.983333,151.233333,"Thompson","454"
"mgm4530253","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-33.983333,151.233333,"Thompson","454"
"mgm4530254","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-33.983333,151.233333,"Thompson","454"
"mgm4530290","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-18.816667,147.633333,"Thompson","454"
"mgm4530291","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-18.816667,147.633333,"Thompson","454"
"mgm4530370","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-18.816667,147.633333,"Thompson","454"
"mgm4530372","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-18.816667,147.633333,"Thompson","454"
"mgm4530373","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-33.983333,151.233333,"Thompson","454"
"mgm4530427","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-18.816667,147.633333,"Thompson","454"
"mgm4530428","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-18.816667,147.633333,"Thompson","454"
"mgm4530429","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-18.816667,147.633333,"Thompson","454"
"mgm4530430","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-33.983333,151.233333,"Thompson","454"
"mgm4530431","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-33.983333,151.233333,"Thompson","454"
"mgm4530432","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-33.983333,151.233333,"Thompson","454"
"mgm4496841","free-living","terrestrial","soil","meadow_soil","French Republic","Alpine early/late snowmelt meadows",45.05,6.38,"geremia","454"
"mgm4454167","free-living","marine","saline_water","saline_water_biofilm","USA","Green Berry Assembly",41.575836,-70.639233,"wilbanks","454"
"mgm4450891","free-living","marine","saline_water","coastal_seawater","Pacific Ocean","Peru OMZ - Meteor Cruise M77/3",-12.37444,-77,"laroche","454"
"mgm4460677","free-living","marine","saline_water","coastal_seawater","Pacific Ocean","Peru OMZ - Meteor Cruise M77/3",-12.37444,-77,"laroche","454"
"mgm4460736","free-living","marine","saline_water","coastal_seawater","Pacific Ocean","Peru OMZ - Meteor Cruise M77/3",-12.37444,-77,"laroche","454"
"mgm4516541","host-associated","marine","animal_host-associated","coral","Brazil","Corals_Buzios_Island",-23.8436111111111,-45.1669444444444,"ottoboni","454"
"mgm4516694","host-associated","marine","animal_host-associated","coral","Brazil","Corals_Buzios_Island",-23.8436111111111,-45.1669444444444,"ottoboni","454"
"mgm4722292","free-living","marine","saline_water","oceanic_seawater","Pacific Ocean","Tara Oceans",6.3332,-102.9432,"tara oceans consortium","illumina"
"mgm4722295","free-living","marine","saline_water","oceanic_seawater","Pacific Ocean","Tara Oceans",-21.146,-104.787,"tara oceans consortium","illumina"
"mgm4722297","free-living","marine","saline_water","oceanic_seawater","Indian Ocean","Tara Oceans",18.3967,39.875,"tara oceans consortium","illumina"
"mgm4722298","free-living","marine","saline_water","oceanic_seawater","Atlantic Ocean","Tara Oceans",36.5533,-6.5669,"tara oceans consortium","illumina"
"mgm4722299","free-living","marine","saline_water","oceanic_seawater","Indian Ocean","Tara Oceans",-22.3368,40.3412,"tara oceans consortium","illumina"
"mgm4722300","free-living","marine","saline_water","oceanic_seawater","Mediterranean Sea","Tara Oceans",35.759,14.2574,"tara oceans consortium","illumina"
"mgm4722301","free-living","marine","saline_water","oceanic_seawater","Pacific Ocean","Tara Oceans",0.0003,-153.6759,"tara oceans consortium","illumina"
"mgm4722302","free-living","marine","saline_water","oceanic_seawater","Pacific Ocean","Tara Oceans",-5.2529,-85.1545,"tara oceans consortium","illumina"
"mgm4722303","free-living","marine","saline_water","oceanic_seawater","Indian Ocean","Tara Oceans",0.0033,71.6428,"tara oceans consortium","illumina"
"mgm4722304","free-living","marine","saline_water","oceanic_seawater","Indian Ocean","Tara Oceans",18.3967,39.875,"tara oceans consortium","illumina"
"mgm4722305","free-living","marine","saline_water","oceanic_seawater","Indian Ocean","Tara Oceans",20.8183,63.5047,"tara oceans consortium","illumina"
"mgm4722306","free-living","marine","saline_water","oceanic_seawater","Pacific Ocean","Tara Oceans",-29.7238,-101.1604,"tara oceans consortium","illumina"
"mgm4722307","free-living","marine","saline_water","oceanic_seawater","Atlantic Ocean","Tara Oceans",-47.1863,-58.2902,"tara oceans consortium","illumina"
"mgm4722308","free-living","marine","saline_water","oceanic_seawater","Atlantic Ocean","Tara Oceans",-32.2401,17.7103,"tara oceans consortium","illumina"
"mgm4722309","free-living","marine","saline_water","oceanic_seawater","Atlantic Ocean","Tara Oceans",-30.1367,-43.2899,"tara oceans consortium","illumina"
"mgm4722310","free-living","marine","saline_water","oceanic_seawater","Indian Ocean","Tara Oceans",21.9467,38.2517,"tara oceans consortium","illumina"
"mgm4722311","free-living","marine","saline_water","oceanic_seawater","Pacific Ocean","Tara Oceans",-9.1504,-140.5216,"tara oceans consortium","illumina"
"mgm4722312","free-living","marine","saline_water","oceanic_seawater","Mediterranean Sea","Tara Oceans",39.3888,19.3905,"tara oceans consortium","illumina"
"mgm4722313","free-living","marine","saline_water","oceanic_seawater","Atlantic Ocean","Tara Oceans",-8.7789,-17.9099,"tara oceans consortium","illumina"
"mgm4722314","free-living","marine","saline_water","oceanic_seawater","Atlantic Ocean","Tara Oceans",-47.1863,-58.2902,"tara oceans consortium","illumina"
"mgm4722315","free-living","marine","saline_water","oceanic_seawater","Pacific Ocean","Tara Oceans",31.5213,-158.9958,"tara oceans consortium","illumina"
"mgm4449103","free-living","marine","saline_water","oceanic_seawater","Bermuda","BIOS Microbial Oceanography Course",32.17,-64.5,"carlson","454"
"mgm4449104","free-living","marine","saline_water","oceanic_seawater","Bermuda","BIOS Microbial Oceanography Course",32.17,-64.5,"carlson","454"
"mgm4468639","free-living","marine","saline_water","oceanic_seawater","Brazil","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago",0.933333333333333,-29.3666666666667,"b. moreira","454"
"mgm4547679","free-living","marine","saline_water","oceanic_seawater","Pacific Ocean","Genomic and metabolic diversity of Marine Group I Thaumarchaeota in the mesopelagic of two subtropical gyres",-12.494833,-4.998667,"stepanauskas","454"
"mgm4601897","free-living","marine","saline_water","polar_seawater","Southern Ocean","Schofield_4032_JL_SIPEXII",-65.27,118.98,"gionfriddo","illumina"
"mgm4601898","free-living","marine","saline_water","polar_seawater","Southern Ocean","Schofield_4032_JL_SIPEXII",-65.27,118.98,"gionfriddo","illumina"
"mgm4530477","free-living","marine","saline_water","oceanic_seawater","Australia","Bbay metagenome",-33.983333,151.233333,"Thompson","454"
"mgm4530478","free-living","marine","saline_water","oceanic_seawater","Australia","Bbay metagenome",-33.983333,151.233333,"Thompson","454"
"mgm4446437","free-living","marine","saline_water","oceanic_seawater","United Kingdom","Irish_Sea_Metagenome",23.7803,9.0914,"mccarthy","454"
"mgm4449589","free-living","marine","saline_water","coastal_seawater","Italy","Monitoring Mediterranean Sea",44.24,-8.55,"lettieri","454"
"mgm4451102","free-living","marine","saline_water","coastal_seawater","Italy","Monitoring Mediterranean Sea",42.19,-10.17,"lettieri","454"
"mgm4451593","free-living","marine","saline_water","coastal_seawater","Italy","Monitoring Mediterranean Sea",42.19,-10.17,"lettieri","454"
"mgm4524574","host-associated","terrestrial","human_host-associated","human-gut","Japan","Healthy human gut study",35.490139,139.683694,"taylor","sanger"
"mgm4525093","host-associated","terrestrial","human_host-associated","human-gut","Japan","Healthy human gut study",35.490139,139.683694,"taylor","sanger"
"mgm4525311","host-associated","terrestrial","human_host-associated","human-gut","Japan","Healthy human gut study",35.490139,139.683694,"taylor","sanger"
"mgm4525312","host-associated","terrestrial","human_host-associated","human-gut","Japan","Healthy human gut study",35.490139,139.683694,"taylor","sanger"
"mgm4525314","host-associated","terrestrial","human_host-associated","human-gut","Japan","Healthy human gut study",35.490139,139.683694,"taylor","sanger"
"mgm4525315","host-associated","terrestrial","human_host-associated","human-gut","Japan","Healthy human gut study",35.490139,139.683694,"taylor","sanger"
"mgm4525317","host-associated","terrestrial","human_host-associated","human-gut","Japan","Healthy human gut study",35.490139,139.683694,"taylor","sanger"
"mgm4525322","host-associated","terrestrial","human_host-associated","human-gut","Japan","Healthy human gut study",35.490139,139.683694,"taylor","sanger"
"mgm4525323","host-associated","terrestrial","human_host-associated","human-gut","Japan","Healthy human gut study",35.490139,139.683694,"taylor","sanger"
"mgm4525324","host-associated","terrestrial","human_host-associated","human-gut","Japan","Healthy human gut study",35.490139,139.683694,"taylor","sanger"
"mgm4525325","host-associated","terrestrial","human_host-associated","human-gut","Japan","Healthy human gut study",35.490139,139.683694,"taylor","sanger"
"mgm4525701","host-associated","terrestrial","human_host-associated","human-gut","Japan","Healthy human gut study",35.490139,139.683694,"taylor","sanger"
"mgm4530711","host-associated","terrestrial","human_host-associated","human-gut","Japan","Healthy human gut study",35.490139,139.683694,"taylor","sanger"
"mgm4530717","host-associated","terrestrial","human_host-associated","human-gut","Japan","HuFD",35.490139,139.683694,"taylor","sanger"
"mgm4536624","host-associated","terrestrial","human_host-associated","human-gut","Japan","HuFD",35.490139,139.683694,"taylor","sanger"
"mgm4441092","free-living","freshwater","wastewater","sludge","Australia","Phosphorus Removing (EBPR) Sludge Community",-27.467,153.01667,"delong","sanger"
"mgm4441093","free-living","freshwater","wastewater","sludge","United States of America","Phosphorus Removing (EBPR) Sludge Community",43.0667,-89.4,"delong","sanger"
"mgm4530050","free-living","terrestrial","soil","permafrost","Canada","Axel Heiberg Permafrost: Part 4A, Assembled  Metagenomes",79.415,-90.7583333333,"onstott","illumina"
"mgm4739180","free-living","freshwater","groundwater","karst_porous","USA","Sip Napthalene in Groundwater",43.292,-73.604,"Madsen","illumina"
"SRR1573952","free-living","freshwater","groundwater","porous_contaminated","USA","Oak Ridge Integrated Field Research Challenge (OR-IFRC) Metagenomes",35.94,-84.34,"Zhou","illumina"
