"sample","file_size_in_bytes","total_reads","GC_content","read_mean_lenght","total_base_pairs","read_size_std","maximum_read_size","minimum_read_size"
"mgm4540035",284311508,1289849,0.569777366412999,173.757680162562,224121170,6.31639712725215,185,159
"mgm4601898",23636096,65834,0.41891510580109,305.440866421606,20108394,138.25992597346,1144,200
"mgm4443704",68088314,309458,0.379895716475505,173.484417917779,53686141,70.557497377227,314,50
"mgm4445735",198478121,604087,0.443289249832774,306.953582844855,185426669,106.726057563224,1242,100
"mgm4525800",560468171,4167433,0.460822116388562,70.0237681085695,291819362,21.1386383567928,100,50
"mgm4485981",152418742,418489,0.5719737958364,342.018170131115,143130842,568.014286450406,187270,120
"mgm4480748",5078545,11937,0.455387820216372,343.273770629136,4097659,124.403989102195,597,58
"mgm4554771",23641976,87471,0.613825286851754,212.826525362692,18616149,111.743755926623,584,50
"mgm4532943",29746741,96093,0.473860482366336,250.963774676615,24115862,0.237092453904681,251,240
"mgm4665265",1536055804,7422655,0.483993739491813,162.880877799116,1209008562,48.4112158964757,294,50
"mgm4600477",3275371,11347,0.521811698856964,267.701859522341,3037613,130.046754382318,541,50
"mgm4675681",739564647,4815837,0.449522607024107,100.078369139155,481961113,6.07988168217831,192,50
"DRR125228",1940550518,11315344,0.600968460641077,99.6358130163785,1127413499,3.10905181360135,100,50
"mgm4618475",264149989,705397,0.62470576851259,323.042627059656,227873300,109.865080869276,494,50
"mgm4440039",31113217,225271,0.447297377579711,107.224609470371,24154595,13.6245372613252,140,70
"mgm4618472",265689833,740081,0.66262405119339,307.832064328094,227820662,128.598924938134,494,50
"mgm4749859",12093807,53914,0.563260555038671,176.491022739919,9515337,85.7070650336558,301,50
"mgm4440375",3889449,31050,0,112.977487922705,3507951,16.6211832644728,153,73
"mgm4441022",25172161,96009,0,241.649137060067,23200492,20.9334185216726,316,148
"mgm4532938",7557645,24417,0.488436562996349,250.941720932137,6127244,0.286466535642163,251,245
"mgm4469452",84953125,196673,0.38596853962152,349.647597789224,68766242,110.853729671022,582,85
"mgm4440276",632377,2694,0,212.675946547884,572949,49.7159395141266,330,102
"mgm4537103",4247006,26443,0.444537633296037,100.145482736452,2648147,4.20448276244687,101,50
"mgm4440421",15531546,136563,0,101.702598800554,13888812,10.4917556478392,127,71
"mgm4540032",89193259,414784,0.580222604883486,168.498905454405,69890650,6.52495469521662,182,154
"mgm4604227",6782332353,34195488,0.41195611000101,154.127092966183,5270451158,35.9437265823993,294,50
"mgm4451036",57270796,191529,0.553114339640428,218.891175748842,41924008,98.9152803931681,437,50
"mgm4563775",3499805,21639,0.460750042749952,100.803595360229,2181289,0.4194136562975,101,90
"mgm4450653",744885455,6909700,0.503600753719871,76.0000109990304,525137276,1.09990303518477e-05,76,76
"mgm4555202",3982776,24598,0.462848134127905,140.074274331246,3445547,44.4828910340223,260,50
"mgm4562566",5897582,27732,0.505258418417406,149.763630463003,4153245,2.12719556554848,150,107
"mgm4440065",6201502,55411,0.487792205821435,99.8978361697136,5535439,10.0362389534474,125,71
"mgm4534780",1814809,6538,0,163.536861425512,1069204,17.6107507302144,201,109
"mgm4581539",6865004,32465,0.549538102757859,162.618851070383,5279421,88.773289858815,557,50
"mgm4554767",5290561,20866,0.615032245500254,196.132895619668,4092509,105.058262592688,533,50
"mgm4536375",20810354,127549,0.441369273055685,111.950450415135,14279168,26.7258036905229,194,50
"mgm4675680",1061629675,6892846,0.388072724745549,100.527107815843,692917873,7.3875997816514,192,50
"mgm4754626",1467375170,8622097,0.517873710865419,121.352989881696,1046317250,33.5074248822063,242,50
"mgm4440040",38620261,281641,0.369053230122643,106.278205232903,29932300,11.4841802836653,134,74
"mgm4749860",167694491,715085,0.588197912705341,186.527995972507,133383372,71.7741287347832,301,50
"mgm4440376",4067879,35592,0.429327902240326,102.222690492245,3638310,12.3788705088389,132,70
"mgm4445126",57519996,239001,0.549184665399033,218.510909996192,52224326,49.2252299740449,330,85
"mgm4445730",91154617,267520,0.50226514795131,318.93862888756,85322462,117.799238408689,540,100
"mgm4532939",8002968,25853,0.447203616378129,250.984489227556,6488702,0.217405570095779,251,243
"mgm4618473",253576558,710893,0.643684798742231,305.570301015765,217227788,128.630576651505,494,50
"mgm4441627",43299404,218998,0.484889001591653,103.01837916328,22560819,10.7585322530041,130,72
"mgm4481541",283148115,707624,0.365141393905915,336.845542265384,238359990,115.188403157025,587,50
"mgm4537104",1529215,9486,0.487010648965143,100.716635041113,955398,2.89717235037126,101,50
"mgm4440425",12194073,108724,0.615920853692913,100.13778926456,10887381,10.4956022744691,126,70
"mgm4689323",1277067213,6308075,0.445852724233874,158.454747605252,999544432,47.6064787680863,294,50
"mgm4540033",364413267,1659764,0.535827744875892,172.922820955268,287011073,6.40181101033068,185,158
"mgm4563776",3640955,22625,0.461802966295552,99.990408839779,2262283,0.164598756790953,100,89
"mgm4709410",1309754229,6637640,0.516905733681012,150.54731395496,999278873,42.5583520462162,294,50
"mgm4485218",175234206,497696,0.555656891682151,330.099761701922,164289331,111.478090640922,735,120
"mgm4562567",4444055,20872,0.489203958867844,149.990034495975,3130592,0.35177463621663,150,127
"mgm4440066",8623993,76289,0.527571773516555,101.026753529342,7707230,9.1704607081593,124,75
"mgm4534781",4675062,16715,0,165.687765480108,2769471,16.7405562690315,201,109
"mgm4581540",21909996,87211,0.547030995015152,201.700542362775,17590506,93.3136211682507,593,50
"mgm4554768",68124566,251831,0.61819724146083,213.052614650301,53653253,109.948797034125,565,50
"mgm4536376",32406121,192376,0.436081710583117,116.765308562399,22462843,32.0924181375566,194,50
"mgm4578951",2258321206,10245447,0.500760996417011,150.941255369336,1546460632,0.235173766901045,151,150
"mgm4440377",3586405,29962,0,107.534777384687,3221957,13.8270048270577,143,70
"mgm4440041",21915052,190430,0.474290438011953,103.95798981253,19796720,14.2762931895199,142,65
"mgm4532940",6592497,21298,0.436126197202914,250.965489717344,5345063,0.297990198146162,251,237
"mgm4600829",7068780967,48237913,0.57309240217184,99.0530477966574,4778112302,6.75512781152616,101,50
"mgm4445129",68245432,331055,0.549321686431059,184.553421636888,61097333,66.1840834427886,317,50
"mgm4749861",159965902,712888,0.586204076965449,176.578280178654,125880537,60.6436132384035,301,50
"mgm4600474",7993216,23724,0.608646193415308,315.185634800202,7477464,119.767546272326,557,50
"mgm4443702",51895416,180782,0.398898221591345,239.0932449027,43223755,43.3999295989648,347,105
"mgm4537105",1794943,11145,0.47864254257442,100.586541049798,1121037,2.86718430935197,101,51
"mgm4440426",3635996,31919,0,101.796359535073,3249238,16.1299613375375,140,61
"mgm4563777",2868633,17825,0.47091287805149,101.001402524544,1800350,0.17214407600037,101,83
"mgm4563006",4101743,19281,0.488349770311532,149.832114516882,2888913,1.82517200243929,150,113
"mgm4552690",11481661,40990,0.463552599375458,244.812686020981,10034872,127.899198771295,4057,109
"mgm4441695",5290045,47867,0.574456668124327,99.5120020055571,4763341,8.55977035522071,121,75
"mgm4620726",3265175747,11421194,0,161.420851532686,1843618861,17.3211977498314,198,119
"mgm4581542",1146784782,3934995,0.561942444429467,240.756303375227,947374850,106.986570402496,594,50
"mgm4536388",24140900,148479,0.552998612051767,111.295954310037,16525112,27.9762263255856,194,50
"mgm4563780",2316502,14395,0.471568116606571,99.9909690864884,1439370,0.183929938538608,100,88
"mgm4446342",26746215,62180,0.531229346831945,347.878160180122,21631064,121.131486586931,593,68
"mgm4440430",7758707,67671,0,103.616349691892,7011822,9.85961726068798,128,74
"mgm4563009",3280212,15446,0.470932242077844,149.474168069403,2308778,2.6649714619679,150,131
"mgm4461451",21338280,62047,0.449547504119182,263.094702403017,16324237,98.3594238962213,469,50
"mgm4749863",186934229,853877,0.571861357337691,171.200445731645,146184123,62.2381632317807,301,50
"mgm4443705",73323009,257313,0.413051356660829,237.142678372255,61019894,44.0586938994084,346,102
"mgm4637834",2348808137,10418412,0.61009594909222,166.775050362762,1737531186,14.5490874836295,190,50
"mgm4600478",8516506,24852,0.596753670546734,320.849187188154,7973744,136.24185375036,555,50
"mgm4532944",30245001,97712,0.474172149346624,250.939403553299,24519791,0.27676662287918,251,241
"mgm4465820",7416033635,68802015,0.508279492129998,76.0000011046188,5228953216,1.10461881734901e-06,76,76
"mgm4623132",2938338063,13675152,0.411021940317311,168.645775783699,2306256618,87.6636854054692,538,50
"mgm4485982",167711611,479634,0.56147949348793,327.712626711201,157182118,110.393623761918,1635,120
"mgm4563781",2980323,18519,0.46362161280751,101.002483935418,1870465,0.0638012488685604,101,98
"mgm4445736",31931254,103677,0.468445676438817,286.724027508512,29726687,102.573554853101,491,100
"mgm4503266",2524046,6698,0.527161142252975,349.066288444312,2338046,154.100528738241,634,60
"mgm4479000",73133485,346377,0.536702382215216,164.221648666049,56882602,51.7939995337451,359,57
"mgm4440432",11458103,98314,0.413097418234578,105.451939703399,10367402,11.194360691987,133,74
"mgm4540036",560141815,2546077,0.469471989447004,173.357140809174,441380629,6.44448521850822,185,158
"mgm4563010",9764746,44430,0.489705007601287,149.914787305874,6660714,1.19431470584434,150,105
"mgm4667949",2064138,17793,0.316287512644712,100.005620187714,1779400,0.00562018771427187,100,100
"mgm4461452",36494978,101041,0.435198805741074,280.065033006403,28298051,94.5851022192916,478,65
"mgm4552694",2441910,10690,0.452311851354428,194.746304957905,2081838,55.8649105728471,1878,109
"mgm4600479",7358627,21925,0.585471694933084,313.905222348917,6882372,136.876687433402,564,50
"mgm4532969",48730937,156916,0.41556184568034,250.988637232659,39384133,0.146983021213918,251,242
"mgm4754627",1452206132,8509000,0.528113597435204,121.824061464332,1036600939,33.0125371136162,242,50
"mgm4443706",31696218,107318,0.414069209556747,247.929862651186,26607337,39.7220922852737,350,115
"mgm4563782",2901213,18028,0.461656035703341,100.997448413579,1820782,0.193975377319878,101,86
"mgm4618476",245645189,655952,0.562753921215214,323.058257311511,211910710,110.392057278571,494,50
"mgm4440433",12207108,106285,0.638265457788347,103.81446111869,11033920,9.67656318381254,128,75
"mgm4445737",33956677,108575,0.491371625441043,291.406907667511,31639505,113.549993258271,1080,100
"mgm4563011",5669007,25785,0.483939500192902,149.980686445608,3867252,0.565859122778693,150,124
"mgm4668298",357884506,2854387,0.429029432703679,109.202272501942,311705547,61.7312634041163,14593,100
"mgm4479001",25022502,147268,0.51840815954755,130.014286878344,19146944,25.7224108649959,217,55
"mgm4692823",1558778196,8302197,0.453214273454004,143.496042433105,1191332413,37.8193729695699,294,50
"mgm4709416",2256216137,11231633,0.517768308876533,154.075853440012,1730523440,42.4100039086214,294,50
"mgm4525801",692590154,4334937,0.459508325914736,94.7379357531609,410682983,2.23520534747884,95,50
"mgm4506447",69090159,223785,0.52620252006771,228.497267466542,51134261,82.1287552936737,501,50
"mgm4461453",41158956,112849,0.452876603365939,283.545640634831,31997842,96.7752253797626,486,64
"mgm4600480",6531359,20379,0.550788928255529,299.019088277148,6093710,137.546454993028,540,50
"mgm4532970",40326777,129859,0.405957994467356,250.968850830516,32590564,0.213987353667836,251,240
"mgm4563783",1685862,10426,0.482942880231331,100.768943027048,1050617,0.463159268712961,101,87
"mgm4681440",119955401,692154,0.422498700299996,117.467068022434,81305301,51.0591336017072,201,50
"mgm4443707",27005138,91764,0.409237513936026,246.916012815483,22658001,38.6414699767369,348,115
"mgm4581543",146782203,567256,0.554985636607027,208.773721212292,118428146,99.4766805781781,589,50
"mgm4440434",2283291,20303,0.613950836929794,101.434861843077,2059432,9.98218131736088,126,72
"mgm4563012",1536737,6989,0.48836880867363,149.943911861497,1047958,1.11159773358943,150,116
"mgm4479002",423976,2734,0.511412691146062,119.045720555962,325471,21.6729822667277,185,62
"mgm4675682",3177187944,20652140,0.412153665748428,100.354799308934,2072541365,7.55022894000463,192,50
"mgm4552696",6200399,20103,0.442790017077117,272.908968810625,5486289,231.164902252344,11704,109
"mgm4461454",25522963,73908,0.435881388394245,264.487376197435,19547733,96.4006922356085,466,54
"mgm4600481",5371248,16068,0.582066316778695,312.581528503859,5022560,137.224530414356,545,50
"mgm4506448",50830240,164908,0.524532301710111,228.004547990395,37599774,81.6062623350751,504,50
"mgm4618477",301768457,805857,0.59048888108718,323.047939026403,260330443,108.581067314692,494,50
"mgm4532971",18333930,59037,0.478346380566339,250.97493097549,14816807,0.189197841953387,251,244
"mgm4563784",1791527,11133,0.484723073136289,99.9894008802659,1113182,0.16540949514372,100,94
"mgm4443708",5176871,18016,0.474729514031514,240.397480017762,4331001,46.1966457312204,344,97
"mgm4440435",3835092,33898,0.558949414880737,102.09044781403,3460662,11.0018853144582,130,70
"mgm4444195",41708540,180707,0.452616098284096,210.807456268988,38094383,68.4821317465763,346,61
"mgm4688630",2446566090,16834299,0.458126790988864,99.8450721945713,1680821799,6.19927250993141,101,50
"mgm4563013",1397977,6356,0.482781513909457,150.008181246067,953452,0.297868526814307,150,134
"mgm4581544",678738577,2622450,0.575357457025996,208.929055654064,547906002,102.305644691675,590,50
"mgm4668300",227345935,1752881,0.386014458635907,113.441271255721,198849049,86.049070624762,15411,100
"mgm4508047",3170976,20248,0.568880548761632,105.405966021335,2134260,18.6287424371982,192,50
"mgm4552697",3919914,10686,0.421524942869474,330.673310874041,3533575,315.164145196446,7370,109
"mgm4600482",8416321,28859,0.596042770861896,270.638760871825,7810364,129.686809744305,560,50
"mgm4461455",51306650,142145,0.442155827784983,279.827570438637,39776090,95.0393375846177,479,64
"mgm4563785",7864113,48646,0.473721093917354,100.761624799572,4901650,0.471104888078177,101,81
"mgm4532972",11773871,37913,0.437878150271326,250.962361195368,9514736,0.232494753207771,251,242
"mgm4443709",11503021,39238,0.459474820761371,245.856465671033,9646916,41.7949736515403,348,112
"mgm4440436",28521989,245109,0.468747005108711,105.277076729129,25804359,10.9166195877416,134,74
"mgm4535147",7501097,23697,0.510857477815256,253.984175212052,6018663,0.198847527974673,254,250
"mgm4563014",2104129,9895,0.479773280926316,149.720161697827,1481481,2.39728892619275,150,109
"mgm4444196",51998489,206742,0.548054400506226,231.182909133122,47795217,59.212782081293,357,79
"mgm4460641",3288157795,15186144,0.513784629715684,182.832280860764,2776517345,33.3168150051879,239,125
"mgm4449259",12078009,40398,0.425214603635259,266.051636219615,10747954,161.51051473958,585,50
"mgm4552698",12240670,32346,0.495925894345349,341.543869411983,11047578,337.949733078,9342,109
"mgm4600483",2424906,6706,0.630263924929504,339.45228153892,2276367,127.018674661516,550,50
"mgm4563786",8631844,53657,0.47571116251093,99.9853327618018,5364913,0.23064794114373,100,74
"mgm4532973",5851992,18843,0.448667592786415,250.990288170673,4729410,0.207499426646245,251,243
"mgm4461456",19124613,56215,0.4356031152815,259.455003113048,14585263,96.7479176926344,462,50
"mgm4535148",10631923,33585,0.513758545676904,253.983742742296,8530044,0.184628193032106,254,249
"mgm4563015",4030699,18945,0.459997393163748,149.838479809976,2838690,1.44385984408326,150,125
"mgm4440437",25776931,242369,0.551092613276284,95.3652323523223,23113576,17.0596016070485,132,55
"mgm4665266",1991027412,9526201,0.48838279336211,164.931158811367,1571167370,48.0519452200251,294,50
"mgm4449268",10163480,29763,0.434850810309721,307.856432483285,9162731,154.454195624015,602,50
"mgm4552699",41501918,109841,0.489353807554259,340.39203029834,37389001,353.607305875555,8494,109
"mgm4600484",12093829,38672,0.602674279574141,291.379576954903,11268231,131.444825406828,557,50
"mgm4668301",282472164,2213336,0.370853655505436,111.409189115435,246585969,71.3775598428323,16422,100
"mgm4680824",9801467988,61815986,0.522633663894106,110.201761822581,6812230566,27.2826216390009,192,50
"mgm4532974",4716283,15187,0.434435739169174,250.970040165931,3811482,0.271231612940038,251,241
"mgm4476434",7410015,20127,0.528123628119924,287.014656928504,5776744,146.968912672731,567,50
"mgm4563016",835129,3927,0.479363811013448,149.781003310415,588190,2.16491721499173,150,118
"mgm4535149",4063257,12834,0.557185550489111,253.99657160667,3259792,0.198966464421992,254,246
"mgm4440438",33436451,290439,0.639845240749128,104.082657632067,30229663,9.740103943882,129,75
"mgm4580319",325313690,1001304,0.432364764708354,274.167552511525,274525067,49.035824415802,301,50
"mgm4548349",4875969,32491,0.489094909546596,101.778831060909,3306896,11.2667313181304,194,50
"mgm4532975",5220379,16808,0.484869720071982,250.967574964303,4218263,0.249224156238569,251,246
"mgm4540037",363845286,1622087,0.47775487356497,177.469136982172,287870380,5.24621993893069,185,164
"mgm4476436",7542062,18346,0.514328642117094,329.192848577347,6039372,133.979617231923,565,50
"mgm4563017",2480690,11689,0.453684443891951,149.338951150654,1745623,2.96834162442717,150,130
"DRR125230",2156837906,12571401,0.599772880576417,99.67752456548,1253086132,2.93270774540152,100,50
"mgm4535150",22940243,72474,0.546154177980283,253.970886110881,18406286,0.229093951119291,254,246
"mgm4449685",179389972,419298,0.421584093115771,345.592072940963,144906065,108.123343705323,563,91
"mgm4754629",1968449462,11534590,0.567632620001994,121.851703614953,1405509442,33.4679407444043,242,50
"mgm4566339",26097338,218306,0.701387164515026,80.7267963317545,17623144,44.2165363055251,1345,50
"mgm4548350",33274973,228077,0.478541178230514,101.996343340188,23263020,10.6339810016991,194,50
"mgm4552701",33071881,89290,0.487177830244792,333.277858662784,29758380,334.19727410003,19945,109
"mgm4532976",8251263,26571,0.51086045077766,250.936472093636,6667633,0.295092450683562,251,245
"mgm4476439",9960124,25809,0.429409607160738,304.448603200434,7857514,134.600331520446,595,50
"mgm4668302",49276192,332121,0.371289221487003,131.758362163188,43759719,147.181150754109,7828,100
"mgm4563018",1764293,8027,0.482510337672357,149.854491092563,1202882,1.6443352237127,150,117
"mgm4535151",5172137,16339,0.527722562563209,253.98879980415,4149923,0.212702605568568,254,248
"mgm4664706",16915221,98860,0.447649899530329,123.680689864455,12227073,9.83028120870455,126,50
"mgm4618478",279284245,745734,0.662756537138248,323.078749259119,240930808,110.631614096633,494,50
"mgm4532977",16501459,53136,0.442253790435056,250.982384823848,13336200,0.203460552390269,251,242
"mgm4552702",5098491,17470,0.419930479842545,256.628734974242,4483304,318.881037078186,36244,109
"mgm4563019",1570518,7141,0.473014607440216,149.992718106708,1071098,0.62383319554581,150,122
"mgm4535152",63143631,199504,0.517219033875903,253.971734902558,50668377,0.223920462774779,254,244
"mgm4668303",367900253,2834001,0.409424318591649,113.404533731639,321388562,67.6144587500988,10174,100
"mgm4580320",271219545,1007892,0.429538283020522,219.528587388331,221261107,64.1610700938312,301,50
"ERR2191545",12637602201,72559199,0.468564354884148,99.8166240644415,7242614289,2.23323455311156,100,50
"mgm4453372",9642176,22732,0.435132492306132,345.188852718635,7846833,142.435414938905,587,100
"mgm4581707",187329313,692912,0.55703161287391,219.976958113007,152424674,101.904763467974,591,50
"mgm4532978",13874719,44681,0.431616672885568,250.959647277366,11213128,0.286710427476952,251,230
"mgm4540038",90312802,409372,0.478067873599129,173.924281582522,71199731,6.24249579163576,185,159
"mgm4692828",2680754771,14308210,0.476634430102571,143.133977345873,2047991006,38.9522418269026,294,50
"mgm4563020",4263502,19400,0.481070494736473,149.864226804124,2907366,1.52767133106929,150,104
"mgm4620727",2643651096,9029620,0,168.155836679727,1518383306,13.0959165229946,199,130
"mgm4441623",71647456,361274,0.46549567434253,103.592865802687,37425409,11.0906594655095,131,72
"mgm4525802",560771517,4167732,0.460391841928494,70.0853778505912,292097072,21.157610179861,100,50
"mgm4603270",29981120055,133993733,0.53595294527017,175.762680079971,23551097626,48.1905464931017,294,50
"mgm4664545",1142892826,5855820,0.57978636951651,142.814563972253,836296380,21.9409898578273,151,50
"mgm4618479",243341105,649125,0.643479472770086,323.441703832082,209954096,110.640228357338,494,50
"mgm4532979",18527204,59660,0.4894017765187,250.975812939993,14973217,0.181942237296472,251,245
"mgm4552987",58703387,184016,0.462283028841462,282.377798669681,51962033,212.534821564159,7605,109
"mgm4540039",95495533,440127,0.494444753665378,170.344839103259,74973363,7.0225630844064,184,154
"mgm4581709",1353946643,5047029,0.565316739241828,218.710396155837,1103837712,114.175107277905,592,50
"mgm4477874",855384737,5891536,0.597249237338236,100.000016973502,589153700,1.69735023264943e-05,100,100
"mgm4580321",238849534,730537,0.451952059975049,276.193778001662,201769774,47.2384491926361,301,50
"mgm4441624",71317719,355299,0.384920799661546,105.897337172353,37625218,11.4907554120748,134,74
"mgm4668304",252755065,1985805,0.40370884447369,111.07192750547,220567189,64.4536419275313,10775,100
"mgm4532980",14862875,47863,0.471390092446489,250.953366901364,12011381,0.247311605701222,251,243
"mgm4540040",211943065,968963,0.495468521772185,172.106226966355,166764566,6.74481250358592,185,156
"mgm4443733",21429211,74330,0.4368305684569,232.920893313602,17313010,49.0930682863888,344,100
"mgm4532981",15658157,50419,0.473661388481243,250.976219282413,12653970,0.1989435388054,251,244
"mgm4618480",272569477,721434,0.637313566607969,326.33670855546,235430397,111.884618784481,494,50
"mgm4552989",37528207,106847,0.458560683540421,314.359935234494,33588416,416.605281392194,33549,109
"mgm4466596",9050292,24076,0.515737198216707,345.651561721216,8321907,108.243780771224,600,60
"mgm4443734",17149048,58863,0.471268439696801,235.895757946418,13885532,43.7596758956922,341,107
"mgm4572122",102638305,739271,0.599917731434189,100.357184307243,74191156,4.80248604016341,192,100
"mgm4580322",197193487,740951,0.447415867904329,216.631218528621,160513118,60.9501643199723,301,50
"mgm4532982",11477350,36959,0.451186515235481,250.955382991964,9275060,0.259871701111857,251,244
"mgm4525803",919841467,5756550,0.450131765767615,94.7580252060696,545479310,2.15369169938673,95,50
"mgm4540041",125421813,586450,0.471412396125465,167.336712422201,98134615,6.78711492209389,181,152
"mgm4668305",319680493,2483991,0.417873757450205,112.460907869634,279351883,63.0920340014353,15270,100
"mgm4443765",44965626,302861,0.461365182682767,103.090985633674,31222239,10.1791716896704,129,76
"mgm4533700",5834458,22863,0.450574212418031,196.786029829856,4499119,22.9274096365628,293,89
"mgm4532999",9259069,29814,0.461045478824662,250.990172402227,7483021,0.167468966225856,251,245
"mgm4572123",17288201,123947,0.584667434477419,100.979491234157,12516105,7.82697894566581,192,100
"mgm4618481",267416169,715721,0.605140347748845,322.219008524271,230618911,109.113171419712,494,50
"mgm4446437",7633101,26043,0.237841816658488,251.333102945129,6545468,183.815871038307,5112,93
"mgm4580323",230866871,705965,0.42382763828559,276.254227900817,195025816,47.208575418134,301,50
"mgm4533701",6137524,23994,0.447495971814753,197.150037509377,4730418,23.1186327794305,294,152
"mgm4533000",8080572,26020,0.450326197276616,250.976325903151,6530404,0.215688162644802,251,242
"mgm4572197",12771652,91551,0.617483647643262,101.048737861957,9251113,8.06923830450651,192,100
"mgm4540042",238350565,1083951,0.529839906527149,173.23965382199,187783296,6.44955889912887,185,158
"mgm4552992",18145080,61284,0.467274987936614,260.451700280661,15961522,163.008142889544,4298,109
"mgm4533702",20371227,79878,0.445016976825743,196.659493227171,15708767,22.8588605196591,292,151
"mgm4533001",4328036,13936,0.488467510471801,250.985002870264,3497727,0.216513043693367,251,245
"mgm4572198",46973024,336945,0.546853515340478,100.907498256392,34000277,7.36739755927236,192,100
"mgm4533002",2741377,8827,0.450279589850627,250.978588421887,2215388,0.283035894985096,251,240
"mgm4552993",137245467,439463,0.265818418110985,275.499113691027,121071667,214.170589108988,6784,109
"mgm4533703",21064437,82582,0.445183762788512,196.668002712455,16241237,22.9958293598666,294,151
"mgm4716389",5937529162,32242091,0.503973822679312,138.733910930281,4473071381,22.2758285913417,292,50
"mgm4533003",11303762,36399,0.453036300306717,250.981070908541,9135460,0.202012934140371,251,245
"mgm4572199",1797455,12732,0.629723608027045,102.363650644047,1303294,12.0656682951727,192,100
"mgm4533704",9887211,38712,0.447094357735406,196.756897086175,7616853,23.0631330075939,291,152
"mgm4533004",10181317,32787,0.442844008655552,250.960594137921,8228245,0.250551875693305,251,243
"mgm4580324",196449123,709600,0.422295109342074,227.151259864713,161186534,61.4938354587995,301,50
"mgm4618482",232964361,629630,0.678931329495765,318.642758445436,200627040,109.770069015686,494,50
"mgm4626019",1147035640,3473480,0.411816953436621,276.047946439882,958847021,46.4716995065723,300,50
"mgm4664546",1511190359,7869210,0.572258176842799,139.730593541156,1099569384,25.3742892454973,151,50
"mgm4533705",2049024,8030,0.448944620374495,196.508468244085,1577963,23.1623433175065,293,152
"mgm4552994",4764638,16519,0.423826218943944,253.33567407228,4184852,169.335060965942,8865,109
"mgm4533005",7419577,23890,0.496309301161526,250.961783172876,5995477,0.252725683771811,251,245
"mgm4533706",7008980,27195,0.414394580863675,199.330391616106,5420790,21.0269501149151,291,152
"mgm4540043",7423374,34203,0.499713287520089,170.041546063211,5815931,8.09745071355585,185,152
"mgm4533006",8885505,28614,0.506302990327133,250.929055706997,7180084,0.305656046633319,251,246
"mgm4533707",6320474,24529,0.414424849322989,199.251538994659,4887441,20.9834706560748,293,152
"mgm4544079",419038642,1863487,0.475234366048513,202.021825212626,376465045,71.999675131212,375,100
"mgm4580325",3521058,12789,0.422752566609165,225.640315896474,2885714,58.3121624375026,301,57
"mgm4533007",11008150,35447,0.446483813250863,250.983101531864,8896598,0.212811500692128,251,243
"mgm4533708",12683420,49093,0.412369506947963,199.918583097387,9814603,20.9858459967088,288,152
"mgm4618721",353956603,1133051,0.693082328520009,261.113756574064,295855203,118.332862976761,494,50
"mgm4552997",12666109,45080,0.463055462163322,245.638176574978,11073369,134.243629428527,3839,109
"mgm4580326",3529397,12785,0.429763089168014,226.418459131795,2894760,45.4662745133124,301,51
"mgm4533008",9365217,30159,0.43557824722816,250.960210882324,7568709,0.294696743427018,251,240
"mgm4533709",3451253,13326,0.411489533086686,200.294536995347,2669125,21.1447945579587,281,152
"mgm4580327",290097932,889654,0.419819282032458,275.332839508393,244950962,48.0753995771541,301,50
"mgm4533009",10323287,33241,0.455955535301663,250.984567251286,8342978,0.184562763579982,251,246
"mgm4533710",7822880,30332,0.413794381022637,199.325464855598,6045940,21.1470274721008,291,151
"mgm4552999",38309919,103784,0.498154013842299,331.995664071533,34455838,437.175193157969,59848,109
"mgm4525804",746897353,5527774,0.45187918961226,70.6395201757525,390479303,21.3281402535308,100,50
"mgm4477823",117880229,999999,0.42319836,100.0001000001,1e+08,0.000100000100005786,100,100
"mgm4548727",51116456,271146,0.429942327014628,139.467194795424,37815972,25.1455287558325,294,50
"mgm4533010",8543828,27513,0.441836679866649,250.96525278959,6904807,0.241022555593222,251,244
"mgm4533711",3670211,14183,0.413103094044615,200.003031798632,2836643,21.2132700422541,280,152
"mgm4533025",8113580,26126,0.476286139859413,250.983656127995,6557199,0.196888648465876,251,244
"mgm4533712",6892117,26535,0.418061683921938,200.967401545129,5332670,21.1412486133416,284,152
"mgm4548728",56436805,305439,0.434664206709376,136.050710616522,41555193,24.5069815943763,294,50
"mgm4533714",28641727,106726,0.426486807226916,209.749292581002,22385703,28.0476788855456,294,52
"mgm4477824",117880229,999999,0.41864256,100.0001000001,1e+08,0.000100000100005786,100,100
"mgm4533026",6661881,21452,0.460874308880964,250.971517807197,5383841,0.224194943116079,251,243
"mgm4550584",2327721,10694,0.503626374311675,194.930708808678,2084589,60.0988508107025,280,50
"mgm4580328",248107567,894855,0.42093109360459,227.559431416263,203632695,61.8716601135801,301,50
"mgm4618722",359871683,1110884,0.521210442275162,272.689288890649,302926168,116.394414544855,494,50
"mgm4533715",28293073,105427,0.423178706373197,209.83274682956,22122037,28.0296216205268,294,64
"mgm4533027",7625871,24555,0.476346592663518,250.986805131338,6162981,0.179375263398576,251,244
"mgm4548729",3342085,17371,0.429579598173965,142.711012607219,2479033,25.6395107305154,294,50
"mgm4550585",1511153,7212,0.517591056531765,186.889073765946,1347844,70.6051291510026,305,50
"mgm4553002",19574154,64994,0.475901809206103,265.44308705419,17252208,160.001055270553,4173,109
"mgm4486524",2826612,19277,0.490513880699064,88.2377444623126,1700959,12.1679026285078,96,50
"mgm4533716",9665617,36334,0.418544258274789,207.396378048109,7535540,27.303261310482,294,94
