"samples","total_number_of_reads","file_size","GC_content","total_number_of_bases","complete_sequence_size","average_read_size","read_size_mode","read_size_median","lowest_read_size","highest_read_size","seq_meth"
"mgm4529903",9808433,24306,"0.39429248317552457",9090328,9090328,3739952275158397,457,4060,50,604,"454"
"mgm4529908",12219890,35741,"0.41201715853579085",11158761,11158761,3122117735933522,359,329,50,572,"454"
"mgm4529911",12363223,38079,"0.4863772181464014",11231957,11231957,29496459991071200,276,298,50,602,"454"
"mgm4529913",9282393,27214,"0.3978270109314777",8477079,8477079,31149698684500624,306,3260,50,580,"454"
"mgm4529914",7905703,19484,"0.41273356495767005",7332275,7332275,3763228803120509,478,4080,50,668,"454"
"mgm4529915",15650507,51890,"0.41481002581804405",14104864,14104864,2718223935247639,265,2700,50,573,"454"
"mgm4529916",5272371,15745,"0.4297888455564325",4811123,4811123,3055651317878692,344,323,50,579,"454"
"mgm4529917",4688712,13573,"0.45342084149849465",4292628,4292628,316262285419583,349,334,50,568,"454"
"mgm4529918",7465317,23975,"0.4325939431520265",6757145,6757145,2818412930135558,336,292,50,582,"454"
"mgm4529919",8076320,24211,"0.38238368308197584",7361096,7361096,30403932096980716,300,322,50,555,"454"
"mgm4529920",5552048,15000,"0.3971203286895581",5113153,5113153,3408768666666667,423,3670,50,577,"454"
"mgm4529923",6469972,19011,"0.4035083949768024",5910737,5910737,3109114197043817,345,329,50,578,"454"
"mgm4529924",9373184,26501,"0.43084247071342585",8589260,8589260,32411078827214068,341,342,50,555,"454"
"mgm4529925",19712605,58287,"0.3835700839733807",17975101,17975101,308389537975878,334,322,50,561,"454"
"mgm4529927",32993699,94676,"0.38328606202153026",30164525,30164525,3186079365414677,360,3410,50,582,"454"
"mgm4529928",20278967,57880,"0.38691412582030266",18553365,18553365,320548807878369,318,3190,50,675,"454"
"mgm4529929",12910847,33281,"0.45470528378320463",11923521,11923521,35826811093416664,489,376,50,659,"454"
"mgm4530050",95876711,83248,"0.6308697094134228",93390377,93390377,11218332812800308,502,8270,440,20028,"illumina"
"mgm4530144",97210291,157356,"0.43262542599057413",92443360,92443360,587479091995221,201,3690,200,39081,"illumina"
"mgm4530252",262458294,670669,"0.5079748720111898",241778363,241778363,3605032631596212,489,397,50,1462,"454"
"mgm4530253",512486518,1161744,"0.5136450571733648",476420796,476420796,41009103210345832,508,4660,50,1134,"454"
"mgm4530254",559658291,1311661,"0.4937349122341292",518794089,518794089,3955245211986939,502,450,50,993,"454"
"mgm4530290",237541117,579817,"0.590483175424198",219677812,219677812,37887438967812256,503,418,50,975,"454"
"mgm4530291",223852372,514489,"0.5981103297621367",208013754,208013754,40431137303227088,509,466,50,916,"454"
"mgm4530370",223764235,429703,"0.4695752670552141",210554305,210554305,48999961601385136,502,501,64,2044,"454"
"mgm4530372",186456103,440698,"0.4599033936789132",172905456,172905456,3923445443364844,493,4110,64,1196,"454"
"mgm4530373",261462445,510703,"0.5524992185386339",245741515,245741515,4811828303338731,492,505,50,1196,"454"
"mgm4530393",69660804,344048,"0.6363950078437379",56559768,56559768,16439499139654932,150,1500,51,292,"illumina"
"mgm4530394",46891840,223324,"0.62070386937348",38337085,38337085,17166576364385378,150,1500,150,292,"illumina"
"mgm4530395",443213116,2028141,"0.6254026402035033",366769758,366769758,1808403646492034,150,150,149,292,"illumina"
"mgm4530396",589776418,2726012,"0.6282495440467476",486854187,486854187,17859576076701056,150,1500,149,292,"illumina"
"mgm4530427",374109157,888866,"0.5220778073671619",346665245,346665245,39000844334241608,490,4360,50,1521,"454"
"mgm4530428",348033640,892683,"0.5405241801803518",320471369,320471369,358997952240605,494,403,50,907,"454"
"mgm4530429",270952439,859046,"0.4709431213564386",244432552,244432552,28453953804569252,56,2860,50,916,"454"
"mgm4530430",280618928,540493,"0.48724321795088776",263974644,263974644,4883960458322309,519,501,64,2044,"454"
"mgm4530431",268779030,523633,"0.48583800800486593",252657324,252657324,482508405696356,511,505,64,1196,"454"
"mgm4530432",285739130,532862,"0.4638471711345977",269331372,269331372,5054430077581062,511,5070,64,1196,"454"
"mgm4530477",249991612,677562,"0.3839272454221119",229098216,229098216,3381214058639652,449,3650,50,2039,"454"
"mgm4530478",422850416,1047017,"0.4859972233241743",390456095,390456095,3729224024060736,485,403,50,966,"454"
"mgm4530680",158265670,414352,"0.6151729797449949",139405050,139405050,33644111769703056,253,3240,51,494,"illumina"
"mgm4530682",322456246,821065,"0.6080177935357337",285074764,285074764,34720121305864944,253,338,65,494,"illumina"
"mgm4530683",26718643,65632,"0.598156508481885",23728452,23728452,3615378473915163,345,3580,56,494,"illumina"
"mgm4530711",17233874,15230,"0.5587697079576526",16788079,16788079,11023032829940904,1112,11080,222,1461,"sanger"
"mgm4530717",35179479,31877,"0.4675877318856614",34234275,34234275,10739490855475736,1096,1089,128,1939,"sanger"
"mgm4531566",562649574,3925646,"0.62775464517511",388028106,388028106,9884439554661832,101,1010,50,101,"illumina"
"mgm4531567",7046221,48832,"0.6276146005079141",4869721,4869721,9972397198558322,101,1010,50,101,"illumina"
"mgm4531568",570207438,3955123,"0.6281656573029569",394269343,394269343,9968573493163172,101,101,50,101,"illumina"
"mgm4531569",7134410,49261,"0.6280288962201934",4938639,4938639,10025454213272162,101,101,50,101,"illumina"
"mgm4531570",569025867,3945839,"0.6280756994889775",393501626,393501626,997257176483886,101,101,50,101,"illumina"
"mgm4531573",561630948,3912650,"0.6275865295973381",387590819,387590819,9906094820645852,101,1010,50,101,"illumina"
"mgm4531574",13359871,69712,"0.4299491986161938",11279614,11279614,16180304682120726,163,1620,144,178,"illumina"
"mgm4531583",569384233,3952503,"0.6248920050630835",393557802,393557802,995717908373504,101,101,50,101,"illumina"
"mgm4531584",177724860,1231148,"0.6252256686501036",122961807,122961807,9987573143115206,101,1010,50,101,"illumina"
"mgm4531585",553680154,3863542,"0.6250205701365074",381815648,381815648,9882528726231008,101,1010,50,101,"illumina"
"mgm4531586",176867126,1230969,"0.6243246412625018",122114360,122114360,992018158052721,101,101,50,101,"illumina"
"mgm4531600",570827915,3957684,"0.6190519783173175",394769051,394769051,9974749146217840,101,1010,50,101,"illumina"
"mgm4531601",563802451,3928041,"0.6186245143705372",389068754,389068754,9904905625985064,101,101,50,101,"illumina"
"mgm4531602",75428336,522329,"0.6188633348563283",52197589,52197589,9993239701414242,101,101,50,101,"illumina"
"mgm4531603",74505624,517645,"0.6184792213350072",51484323,51484323,9945874682456124,101,101,50,101,"illumina"
"mgm4531604",214208250,1484532,"0.5625859558228787",148169863,148169863,9980914052374756,101,1010,50,101,"illumina"
"mgm4531605",212858161,1480350,"0.5608260195200574",147008584,147008584,9930663964602964,101,1010,50,101,"illumina"
"mgm4531895",570897736,3954046,"0.5952065563930894",394998159,394998159,998972088336858,101,1010,50,101,"illumina"
"mgm4531896",106137029,734593,"0.5951391003999779",73466072,73466072,10000921871022456,101,101,50,101,"illumina"
"mgm4531897",564628346,3926695,"0.5947102164521352",389951986,389951986,9930793860995060,101,101,50,101,"illumina"
"mgm4531898",104933320,728105,"0.5945875212367159",72552414,72552414,9964553738815144,101,101,50,101,"illumina"
"mgm4531922",565079570,3916201,"0.6262772705968943",390860990,390860990,998061616347067,101,101,50,101,"illumina"
"mgm4531923",128025861,886821,"0.625570493469464",88583617,88583617,9988894827704802,101,101,50,101,"illumina"
"mgm4531924",557242328,3878270,"0.6258454612519307",384716330,384716330,9919792330085322,101,1010,50,101,"illumina"
"mgm4531925",126560063,879392,"0.6250542608704045",87450219,87450219,9944395559659400,101,1010,50,101,"illumina"
"mgm4532156",662032628,3822686,"0.49473389673386253",585578908,585578908,15318519700545636,126,1450,50,365,"ion torrent"
"mgm4532159",850379078,3844853,"0.5011795171556913",668632920,668632920,17390337680010134,250,158,50,494,"illumina"
"mgm4532160",787202211,3596241,"0.6209967490104172",617107791,617107791,17159800775309552,250,156,50,494,"illumina"
"mgm4532161",525412190,1875078,"0.6380151069246052",437065397,437065397,23309184844577128,250,2490,50,494,"illumina"
"mgm4532162",933320538,3254390,"0.6231289552019817",780276681,780276681,23976127046850560,250,2480,50,494,"illumina"
"mgm4532163",670623363,2259351,"0.6177520633377188",564319156,564319156,24977046771395856,250,250,50,494,"illumina"
"mgm4532453",558682569,3875356,"0.5522910302872025",386194829,386194829,9965402636557776,101,1010,50,101,"illumina"
"mgm4532454",556902393,3868397,"0.552205124809343",384730332,384730332,9945471780688488,101,101,50,101,"illumina"
"mgm4532455",558346106,3873736,"0.5521666983712029",385985775,385985775,9964173474908976,101,1010,50,101,"illumina"
"mgm4532456",551601104,3836445,"0.5522317930816454",380848882,380848882,9927129986224226,101,101,50,101,"illumina"
"mgm4532457",6851863,47414,"0.5531227198127051",4717266,4717266,9949099422111612,101,1010,50,101,"illumina"
"mgm4532458",548707966,3817212,"0.5520670887290685",378870674,378870674,9925324399064028,101,1010,50,101,"illumina"
"mgm4532702",404454487,1473871,"0.6182019842123073",337349485,337349485,2288867105737205,250,250,50,251,"illumina"
"mgm4532935",3901533,13184,"0.49562937435173665",3287630,3287630,2493651395631068,251,2510,161,251,"illumina"
"mgm4532936",3805391,12881,"0.49851107568776576",3205670,3205670,24886810030277152,251,250,196,251,"illumina"
"mgm4532937",12832206,46254,"0.5439350280237301",10678450,10678450,23086543866476412,251,2510,50,251,"illumina"
"mgm4532938",12502842,45163,"0.5448087225196467",10399839,10399839,23027343179151076,251,250,50,251,"illumina"
"mgm4532939",3811116,12915,"0.47453521886797506",3209629,3209629,24851947348044908,251,250,166,251,"illumina"
"mgm4532940",3799407,12906,"0.47658358707849097",3198419,3198419,2478241902990857,251,2500,141,251,"illumina"
"mgm4532941",892112,3034,"0.4697389451251998",750800,750800,24746209624258404,251,2510,57,251,"illumina"
"mgm4532942",909907,3101,"0.46934699230833543",765504,765504,24685714285714288,251,250,57,251,"illumina"
"mgm4532943",32091637,110948,"0.5286948127750564",26924030,26924030,2426725132494502,251,2510,50,251,"illumina"
"mgm4532944",31666830,109581,"0.5293602116945575",26563177,26563177,242406776722242,251,251,50,251,"illumina"
"mgm4532969",43110306,150165,"0.4120006813097693",36118666,36118666,2405265274864316,251,251,50,251,"illumina"
"mgm4532970",42264591,147446,"0.4110937784564698",35399463,35399463,2400842545745561,251,2510,50,251,"illumina"
"mgm4532971",18847766,64810,"0.5049122739633813",15829736,15829736,24424835673507172,251,2510,50,251,"illumina"
"mgm4532972",17712864,61060,"0.5022654667570361",14869342,14869342,24352017687520476,251,2510,50,251,"illumina"
"mgm4532973",2742674,9282,"0.47740722738461233",2310407,2310407,2489126265890972,251,2510,170,251,"illumina"
"mgm4532974",2725993,9244,"0.4889172041113703",2295585,2295585,24833243184768496,251,2500,187,251,"illumina"
"mgm4532975",8696202,30514,"0.578501620067475",7274697,7274697,23840522383168384,251,2500,51,251,"illumina"
"mgm4532976",8838698,31024,"0.5802915216091712",7393620,7393620,23831936565239812,251,2500,50,251,"illumina"
"mgm4532977",3274761,11225,"0.45670896802633504",2751921,2751921,24516,251,251,51,251,"illumina"
"mgm4532978",7455057,25318,"0.4706212177703846",6276060,6276060,2478892487558259,251,2500,126,251,"illumina"
"mgm4532979",19188243,65614,"0.5130134278152889",16133451,16133451,24588427774560308,251,2510,50,251,"illumina"
"mgm4532980",18755998,64226,"0.5127631085708777",15765830,15765830,24547426275963004,251,2510,50,251,"illumina"
"mgm4532981",9120972,31297,"0.5216109804294113",7663234,7663234,2448552257404863,251,251,50,251,"illumina"
"mgm4532982",8804503,30276,"0.5173457417732147",7394322,7394322,2442304795877923,251,2500,50,251,"illumina"
"mgm4532999",1728400,6485,"0.5418008335699438",1426395,1426395,21995296838858904,251,250,50,251,"illumina"
"mgm4533000",1656198,6240,"0.544227650015927",1365605,1365605,21884695512820516,251,2500,50,251,"illumina"
"mgm4533001",3737399,13492,"0.5335615294975492",3109021,3109021,23043440557367328,251,2510,50,251,"illumina"
"mgm4533002",3560818,12875,"0.5329063366323928",2961147,2961147,229992,251,250,50,251,"illumina"
"mgm4533003",3289720,11247,"0.482886466295348",2765998,2765998,24593207077442872,251,251,52,251,"illumina"
"mgm4533004",3321356,11361,"0.4815479185430428",2792395,2792395,24578778276560164,251,251,52,251,"illumina"
"mgm4533005",10903336,38570,"0.5720005736493764",9106608,9106608,2361059891107078,251,2500,50,251,"illumina"
"mgm4533006",10928540,38690,"0.5736853068336005",9126331,9126331,23588345825794776,251,2500,50,251,"illumina"
"mgm4533007",2280643,7817,"0.4664196041643406",1916654,1916654,24519048228220544,251,251,50,251,"illumina"
"mgm4533008",2260507,7754,"0.46506854363207545",1899520,1899520,24497291720402372,251,2500,50,251,"illumina"
"mgm4533009",4829013,16440,"0.5021556969635669",4063419,4063419,24716660583941608,251,2510,52,251,"illumina"
"mgm4533010",4749020,16198,"0.49970198183954184",3994723,3994723,24661828620817384,251,2510,52,251,"illumina"
"mgm4533025",3567440,12157,"0.5638270613985547",3001227,3001227,24687233692522828,251,251,52,251,"illumina"
"mgm4533026",3369914,11506,"0.5637547944093746",2834030,2834030,24630888232226664,251,2500,51,251,"illumina"
"mgm4533027",2420831,8903,"0.5828106183256637",2006192,2006192,22533887453667304,251,250,51,251,"illumina"
"mgm4533028",2268241,8378,"0.5828423649333285",1878091,1878091,22416937216519452,251,2500,50,251,"illumina"
"mgm4533029",2142969,7244,"0.4650622601517859",1805569,1805569,2492502760905577,251,2510,208,251,"illumina"
"mgm4533030",2117298,7177,"0.46708355299316906",1783060,1783060,2484408527239794,251,250,190,251,"illumina"
"mgm4533031",8885665,30843,"0.53206241448092",7449361,7449361,2415251758908018,251,251,50,251,"illumina"
"mgm4533032",8457863,29427,"0.5327114196740477",7087479,7087479,2408495259455602,251,251,50,251,"illumina"
"mgm4533033",1258321,4332,"0.48531108471480155",1056545,1056545,24389312096029548,251,2510,50,251,"illumina"
"mgm4533034",1170398,4037,"0.48345334872462015",982374,982374,24334258112459748,251,250,50,251,"illumina"
"mgm4533635",3072405077,10832107,"0.5821671538410595",2726054269,2726054269,25166426707195564,229,250,100,490,"illumina"
"mgm4533663",26174841,96106,"0.5290210946528257",21798747,21798747,22681983434957236,251,2500,50,251,"illumina"
"mgm4533664",3859848,15391,"0.5204546743425753",3156369,3156369,20507887726593464,251,234,50,251,"illumina"
"mgm4533665",142496444,554905,"0.5255753410039923",117225827,117225827,21125386687811428,251,245,50,251,"illumina"
"mgm4533666",162740010,616792,"0.511710704552354",134653982,134653982,21831343791748276,251,2500,50,251,"illumina"
"mgm4533667",83174814,298388,"0.5030855982027038",69587641,69587641,2332119287638913,251,2500,50,251,"illumina"
"mgm4533668",40028014,149576,"0.5204783660274006",33216322,33216322,22206986414932880,251,2500,50,251,"illumina"
"mgm4533669",14309014,53491,"0.5452177318493626",11873550,11873550,221972855246677,251,250,50,251,"illumina"
"mgm4533670",138414916,516902,"0.5103739692209857",114873919,114873919,22223539278238428,251,2500,50,251,"illumina"
"mgm4533671",44693530,171075,"0.49722923508851874",36902806,36902806,21571127283355252,251,250,50,251,"illumina"
"mgm4533672",13493559,49931,"0.5224622482997162",11219892,11219892,22470793695299516,251,250,50,251,"illumina"
"mgm4533673",52225867,192433,"0.5229744714137234",43463198,43463198,2258614582737888,251,250,50,251,"illumina"
"mgm4533674",68260485,244513,"0.5669690976033851",57125990,57125990,2336317087435024,251,250,50,251,"illumina"
"mgm4533675",21931271,79145,"0.4892950859771085",18327611,18327611,2315700423273738,251,250,50,251,"illumina"
"mgm4533676",4214293,15123,"0.5025924589772142",3523103,3523103,2329632348079085,251,250,50,251,"illumina"
"mgm4533677",126286991,453340,"0.4875998910366514",105642862,105642862,2330322980544404,251,2500,50,251,"illumina"
"mgm4533678",42558998,156002,"0.47425834795898353",35454834,35454834,22727166318380532,251,2500,50,251,"illumina"
"mgm4533679",6880921,24828,"0.5102004839291259",5746296,5746296,23144417593040120,251,2500,50,251,"illumina"
"mgm4533680",23167497,86124,"0.5085332858544646",19247861,19247861,22349009567600208,251,2500,50,251,"illumina"
"mgm4533700",6504338,27015,"0.4568408134268914",5351827,5351827,19810575606144732,185,196,89,294,"illumina"
"mgm4533701",6872714,28478,"0.4539757649560649",5651403,5651403,1984480300582906,183,1960,152,294,"illumina"
"mgm4533702",23360338,97016,"0.4525767520617226",19224337,19224337,19815635565267584,177,1960,111,294,"illumina"
"mgm4533703",24983456,103713,"0.45290060486095046",20559436,20559436,19823393402948524,174,196,68,294,"illumina"
"mgm4533704",11156167,46286,"0.45472957802781744",9170723,9170723,19813168128591800,178,1960,149,294,"illumina"
"mgm4533705",2239442,9307,"0.4556405043009718",1839933,1839933,1976934565380896,174,195,152,293,"illumina"
"mgm4533706",13695316,56020,"0.42036085648923316",11308817,11308817,20187106390574796,184,1990,80,294,"illumina"
"mgm4533707",10371699,42413,"0.42071357623688077",8560627,8560627,2018396953764176,185,200,89,294,"illumina"
"mgm4533708",16132366,66057,"0.4202049105363554",13317812,13317812,20161091178830404,183,199,137,294,"illumina"
"mgm4533709",4483385,18325,"0.4187867477949633",3698011,3698011,20180141882673944,185,199,147,294,"illumina"
"mgm4533710",16300302,66670,"0.42024897031744485",13452447,13452447,20177661616919156,183,1990,89,293,"illumina"
"mgm4533711",6485305,26503,"0.41994341783505146",5347268,5347268,2017608572614421,186,199,84,292,"illumina"
"mgm4533712",7620599,31136,"0.42372990853062803",6284508,6284508,2018405704008222,186,2000,152,294,"illumina"
"mgm4533714",35482153,139192,"0.435208614274668",29550950,29550950,21230350882234608,187,2100,52,294,"illumina"
"mgm4533715",35528778,139305,"0.4331427243023373",29603704,29603704,2125099888733355,197,210,64,294,"illumina"
"mgm4533716",15506170,60875,"0.4293659464995236",12910614,12910614,21208400821355236,186,209,62,294,"illumina"
"mgm4533717",15173676,59552,"0.43004262616961614",12636838,12636838,2121983812466416,186,2090,66,294,"illumina"
"mgm4533718",5613026,21962,"0.4357073978252622",4670724,4670724,2126729806028595,195,2100,145,294,"illumina"
"mgm4533719",11950691,46837,"0.4326895774095598",9955999,9955999,21256696628733688,187,210,108,294,"illumina"
"mgm4533720",17273773,67060,"0.43044456053047164",14412683,14412683,2149222039964211,202,2130,83,294,"illumina"
"mgm4533721",18652346,72445,"0.4317150426875973",15560843,15560843,2147952653737318,201,213,67,294,"illumina"
"mgm4533722",7976038,30956,"0.43238640059354355",6656967,6656967,21504609768703968,199,2140,130,294,"illumina"
"mgm4533723",37509805,145462,"0.4327242796912892",31299323,31299323,21517181806932396,199,2140,58,294,"illumina"
"mgm4533724",8708739,33737,"0.4380593733297214",7261139,7261139,21522776180454692,203,214,87,294,"illumina"
"mgm4533725",27444874,106447,"0.43241218391557257",22907250,22907250,21519864345636800,199,214,111,294,"illumina"
"mgm4533726",8313198,32212,"0.43327284661491827",6936509,6936509,21533928349683348,199,2140,152,294,"illumina"
"mgm4533727",13319460,51607,"0.4358178757574216",11105935,11105935,21520210436568684,199,214,132,294,"illumina"
"mgm4533728",13533263,53852,"0.46108073514339953",11239331,11239331,20870777315605732,190,2070,121,294,"illumina"
"mgm4533729",17194494,68398,"0.46030110705201843",14274126,14274126,2086921547413667,196,2070,131,294,"illumina"
"mgm4533730",14050221,55780,"0.4613882629313562",11669677,11669677,20920898171387596,192,2080,143,294,"illumina"
"mgm4533731",18966002,75248,"0.46114392010602195",15744666,15744666,2092370029768233,195,2070,84,294,"illumina"
"mgm4533732",20705699,82379,"0.46173739170313904",17195443,17195443,20873575789946464,191,207,81,293,"illumina"
"mgm4533733",4246449,16880,"0.46047328115929514",3521036,3521036,20859218009478676,206,2070,152,294,"illumina"
"mgm4533734",7779122,30900,"0.46456775399690564",6452992,6452992,2088346925566343,189,2070,152,294,"illumina"
"mgm4533735",2812575,11175,"0.4649859895949649",2332909,2332909,2087614317673378,193,207,140,289,"illumina"
"mgm4533736",37873142,147693,"0.44738704861970047",31571770,31571770,21376619067931448,192,211,82,294,"illumina"
"mgm4533737",40654352,158654,"0.44732862359876735",33905237,33905237,21370552901282040,192,2110,70,294,"illumina"
"mgm4533738",21481192,83651,"0.44790268960127544",17919236,17919236,21421424728933304,195,211,64,294,"illumina"
"mgm4533739",32014547,124628,"0.44796808938914434",26697828,26697828,2142201431460025,195,2110,75,294,"illumina"
"mgm4533741",3608694,14046,"0.44844746044275363",3005012,3005012,2139407660543927,196,2110,146,294,"illumina"
"mgm4533742",17305681,67340,"0.44979936464025405",14427417,14427417,2142473566973567,192,2110,103,294,"illumina"
"mgm4533743",2463322,10156,"0.4760868696663985",2027359,2027359,19962179992122884,189,1990,152,293,"illumina"
"mgm4533744",5122620,21155,"0.47343181470831974",4213724,4213724,19918336090758688,190,198,152,294,"illumina"
"mgm4533745",14319981,59187,"0.4722121476477635",11795370,11795370,199289877844797,181,198,61,294,"illumina"
"mgm4533746",2167751,8949,"0.4712503011862536",1784610,1784610,19942004693261816,193,198,152,294,"illumina"
"mgm4533747",42572962,175699,"0.4725327033170224",35075494,35075494,19963399905520240,187,199,71,294,"illumina"
"mgm4533748",9512704,39273,"0.47299338760136284",7825602,7825602,19926163012756856,187,198,111,294,"illumina"
"mgm4533749",45508175,188216,"0.47375437911741497",37478157,37478157,1991231191822162,183,1980,58,294,"illumina"
"mgm4533750",1816707,7503,"0.479100304488241",1494639,1494639,19920551779288288,188,198,152,293,"illumina"
"mgm4533751",9377856,38073,"0.4494300334772995",7742560,7742560,2033609119323405,186,202,64,294,"illumina"
"mgm4533752",9211396,37398,"0.4492908786920228",7606738,7606738,203399593561153,193,2020,152,294,"illumina"
"mgm4533753",7827872,31766,"0.45224585180707483",6466611,6466611,20357020084366932,189,2020,151,294,"illumina"
"mgm4533754",23546915,95657,"0.4504514517731436",19469743,19469743,20353704381278944,186,202,103,294,"illumina"
"mgm4533755",9305150,37774,"0.4550772758073712",7684229,7684229,2034264044051464,195,2020,149,294,"illumina"
"mgm4533756",7937136,32206,"0.4536200396210947",6555094,6555094,2035364217847606,188,2020,127,293,"illumina"
"mgm4533757",3717904,15107,"0.4479663284410935",3068465,3068465,20311544317203944,181,202,121,293,"illumina"
"mgm4533758",15493502,63013,"0.44876089228404087",12807805,12807805,20325655023566568,187,202,50,294,"illumina"
"mgm4533759",5025083,20897,"0.4384358923224511",4126877,4126877,19748657702062496,181,196,150,294,"illumina"
"mgm4533760",21164850,88120,"0.43748826441150374",17409651,17409651,19756753290966864,184,1960,90,294,"illumina"
"mgm4533761",5162578,21452,"0.44495111349580585",4241866,4241866,19773755360805520,184,1960,151,293,"illumina"
"mgm4533762",7895920,32822,"0.4430991608908159",6487356,6487356,19765267198830052,183,1960,150,294,"illumina"
"mgm4533763",22081887,91854,"0.44086288481916186",18168404,18168404,19779654669366604,185,1960,69,294,"illumina"
"mgm4533764",29376213,122120,"0.43803239040400416",24169998,24169998,19792006223386832,185,1960,121,294,"illumina"
"mgm4533766",7689984,31951,"0.43738325508525455",6317727,6317727,19773174548527436,189,196,151,294,"illumina"
"mgm4533767",9771420,37270,"0.4600633159120333",8170458,8170458,21922345049637776,204,2180,55,294,"illumina"
"mgm4533768",23027846,88033,"0.4607039847218296",19265134,19265134,21883991230561268,202,217,78,294,"illumina"
"mgm4533769",8618904,32819,"0.46390906599624554",7210592,7210592,21970785215881044,198,218,151,294,"illumina"
"mgm4533771",11043412,42173,"0.4615517808973455",9240454,9240454,21910829203518840,206,217,77,294,"illumina"
"mgm4533772",12095630,46198,"0.4624263542800341",10128389,10128389,21923868998657952,200,2170,67,294,"illumina"
"mgm4533773",17447218,66523,"0.46222174242612096",14598794,14598794,2194548351697909,198,218,126,294,"illumina"
"mgm4533774",20817281,79296,"0.46220331570878065",17422097,17422097,2197096574858757,206,2180,51,294,"illumina"
"mgm4533775",12687760,52404,"0.47655451553114303",10437255,10437255,19916905198076484,185,1970,58,294,"illumina"
"mgm4533776",4641424,19167,"0.47676853456495455",3817624,3817624,19917691866228408,184,197,92,294,"illumina"
"mgm4533777",6292279,25914,"0.4801015272144726",5178513,5178513,19983456818708036,187,1980,151,294,"illumina"
"mgm4533778",20719768,85529,"0.4765722355898521",17077323,17077323,1996670486033977,184,197,73,294,"illumina"
"mgm4533779",12287774,50678,"0.4794649711456355",10113548,10113548,1995648604917321,186,1970,50,294,"illumina"
"mgm4533780",19712944,81428,"0.4772883145783584",16238447,16238447,19942092400648424,188,1970,67,294,"illumina"
"mgm4533781",13977965,57756,"0.4762938628294988",11508349,11508349,19925806842579128,186,1970,54,294,"illumina"
"mgm4533782",14439260,59658,"0.4758380911145807",11889996,11889996,19930262496228504,184,1970,50,294,"illumina"
"mgm4533783",17296083,68094,"0.4651565400304549",14395040,14395040,21139953593561840,193,2100,84,294,"illumina"
"mgm4533784",21433936,84357,"0.463592893765742",17834087,17834087,21141205827613596,195,210,87,294,"illumina"
"mgm4533785",21728303,85310,"0.4655217901489628",18076127,18076127,2118875512835541,195,2100,77,294,"illumina"
"mgm4533786",20631841,81087,"0.4655850228777164",17174354,17174354,21180157115197256,190,210,127,294,"illumina"
"mgm4533787",7849257,30842,"0.466601529667242",6525733,6525733,21158592179495492,191,2100,115,294,"illumina"
"mgm4533788",11371794,44664,"0.466185524249195",9455551,9455551,21170407934802080,194,2100,140,294,"illumina"
"mgm4533789",9067897,35535,"0.4652753597514842",7541734,7541734,2122339665118897,191,211,151,294,"illumina"
"mgm4533790",5584130,21888,"0.4655605444508851",4644092,4644092,21217525584795320,191,2110,152,294,"illumina"
"mgm4533791",30524156,117260,"0.4384695563091611",25512314,25512314,2175704758655978,201,2160,50,294,"illumina"
"mgm4533792",16458442,63215,"0.43786391638332045",13766727,13766727,21777627145455984,209,216,65,294,"illumina"
"mgm4533793",6800907,26161,"0.43670304015010425",5677121,5677121,217007033370284,199,215,142,294,"illumina"
"mgm4533794",2223581,8535,"0.4431866211876065",1857265,1857265,21760574106619800,203,216,152,293,"illumina"
"mgm4533795",8952240,34391,"0.44122120660091435",7476540,7476540,21739815649443168,203,216,146,294,"illumina"
"mgm4533796",4123303,15830,"0.43929596011168637",3443214,3443214,21751193935565384,206,2160,152,294,"illumina"
"mgm4533797",25367848,97463,"0.4386551094074209",21214603,21214603,21766827411427928,206,216,98,294,"illumina"
"mgm4533798",26515538,112539,"0.3739420047443",21708155,21708155,19289450768178144,184,191,57,294,"illumina"
"mgm4533799",9068816,38479,"0.376136258349352",7414797,7414797,1926972374541958,184,190,148,294,"illumina"
"mgm4533800",6878630,29190,"0.3731872482406514",5624667,5624667,19269157245632068,181,1900,85,294,"illumina"
"mgm4533801",3116277,13223,"0.3741511871115066",2547823,2547823,19268116161234208,180,190,150,294,"illumina"
"mgm4533803",19770524,84118,"0.3797883785622967",16188152,16188152,1924457547730569,183,1900,143,294,"illumina"
"mgm4533804",12769377,54189,"0.37567303273698943",10456215,10456215,19295825721087304,180,191,68,294,"illumina"
"mgm4533805",17717076,75185,"0.37306550993722587",14507570,14507570,1929583028529627,180,191,62,294,"illumina"
"mgm4533806",21755527,83818,"0.4762108873167616",18181027,18181027,21691077095611920,202,2160,136,294,"illumina"
"mgm4533809",7523153,28963,"0.4771055165448257",6280181,6280181,2168346165797742,201,215,101,294,"illumina"
"mgm4533810",10087819,38846,"0.4740639395263465",8424429,8424429,21686734798949696,199,2160,70,294,"illumina"
"mgm4533812",29469671,113700,"0.4720558536697961",24608016,24608016,21642934036939316,203,2150,59,294,"illumina"
"mgm4533813",6696561,25840,"0.47216070068286375",5588377,5588377,21626845975232200,210,2150,91,294,"illumina"
"mgm4533948",136296984,577470,"0.5735139127023093",124747584,124747584,2160243545119227,252,2330,50,352,"ion torrent"
"mgm4533949",144005221,611891,"0.5635976230570109",131767401,131767401,21534456463651204,254,236,50,356,"ion torrent"
"mgm4533950",127718645,536993,"0.5859076412872641",116978785,116978785,21784042808751696,253,234,50,358,"ion torrent"
