"samples","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_meth","project_id"
"mgm4716128","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool4",53.49191,1.314801,"cheng","illumina","mgp19789"
"mgm4716130","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool7",53.49191,1.314801,"cheng","illumina","mgp19774"
"mgm4716311","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool5",53.49191,1.314801,"cheng","illumina","mgp19606"
"mgm4716318","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool5",53.49191,1.314801,"cheng","illumina","mgp19606"
"mgm4716320","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool5",53.49191,1.314801,"cheng","illumina","mgp19606"
"mgm4716322","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool5",53.49191,1.314801,"cheng","illumina","mgp19606"
"mgm4716324","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool5",53.49191,1.314801,"cheng","illumina","mgp19606"
"mgm4716338","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool6",53.49191,1.314801,"cheng","illumina","mgp19372"
"mgm4716399","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool6",53.49191,1.314801,"cheng","illumina","mgp19372"
"mgm4716510","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool4",53.49191,1.314801,"cheng","illumina","mgp19789"
"mgm4716511","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool4",53.49191,1.314801,"cheng","illumina","mgp19789"
"mgm4726935","free-living","terrestrial","soil","grassland","USA","Loma Experiment",33.7399,-117.7285,"nelson","illumina","mgp20922"
"mgm4726936","free-living","terrestrial","soil","grassland","USA","Loma Experiment",33.7399,-117.7285,"nelson","illumina","mgp20922"
"mgm4726937","free-living","terrestrial","soil","grassland","USA","Loma Experiment",33.7399,-117.7285,"nelson","illumina","mgp20922"
"mgm4726938","free-living","terrestrial","soil","grassland","USA","Loma Experiment",33.7399,-117.7285,"nelson","illumina","mgp20922"
"mgm4726939","free-living","terrestrial","soil","grassland","USA","Loma Experiment",33.7399,-117.7285,"nelson","illumina","mgp20922"
"mgm4726940","free-living","terrestrial","soil","grassland","USA","Loma Experiment",33.7399,-117.7285,"nelson","illumina","mgp20922"
"mgm4726942","free-living","terrestrial","soil","grassland","USA","Loma Experiment",33.7399,-117.7285,"nelson","illumina","mgp20922"
"mgm4734705","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina","mgp21828"
"mgm4734747","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina","mgp21828"
"mgm4734751","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina","mgp21828"
"mgm4734753","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina","mgp21828"
"mgm4735638","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina","mgp21828"
"mgm4735641","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina","mgp21828"
"mgm4735733","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina","mgp21828"
"mgm4743979","free-living","terrestrial","soil","compost","USA","reference_metagenome",38.5382364,-121.7639012,"lu","illumina","mgp80207"
"mgm4743980","free-living","terrestrial","soil","compost","USA","reference_metagenome",38.546,-121.7533,"lu","illumina","mgp80207"
"mgm4749373","free-living","terrestrial","soil","compost","USA","reference_metagenome",38.5402727,-121.7500776,"lu","illumina","mgp80207"
"mgm4749377","free-living","terrestrial","soil","compost","USA","reference_metagenome",38.546,-121.7533,"lu","illumina","mgp80207"
"mgm4755172","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina","mgp81184"
"mgm4520107","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520108","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520109","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520110","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520111","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520113","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520114","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520115","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520116","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520117","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520118","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520119","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520120","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520121","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520122","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520123","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520124","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520125","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520126","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520127","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520128","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520129","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520130","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4441102","host-associated","marine","animal_host-associated","animal_skin",NA,"Alvinella Pompejana Epibiont Metagenome",9.84,-104.28,"cary","sanger","mgp4"
"mgm4441663","host-associated","marine","animal_host-associated","animal_skin",NA,"Alvinella Pompejana Epibiont Metagenome",9.84,-104.28,"cary","sanger","mgp4"
"mgm4466741","free-living","marine","saline_water","coral_reef_seawater","USA","Pacific Reef Microbiomes",-20.504,-162.386,"rohwer","454","mgp9220"
"mgm4466740","free-living","marine","saline_water","coral_reef_seawater","USA","Global Microbialization on Reefs",1.99095,-162.3486,"rohwer","454","mgp16895"
"mgm4466309","free-living","marine","saline_water","coral_reef_seawater","USA","Pacific Reef Microbiomes",-17.4821083,-162.11346,"rohwer","454","mgp9220"
"mgm4466813","free-living","marine","saline_water","coral_reef_seawater","USA","Global Microbialization on Reefs",0.80418,-162.0755,"rohwer","454","mgp16895"
"mgm4466846","free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-20.57671667,-160.42023,"rohwer","454","mgp9220"
"mgm4466739","free-living","marine","saline_water","coral_reef_seawater","USA","Pacific Reef Microbiomes",-17.9836444,-160.00819,"rohwer","454","mgp9220"
"mgm4466737","free-living","marine","saline_water","coral_reef_seawater","USA","Pacific Reef Microbiomes",-0.36537,-160.006,"rohwer","454","mgp9220"
"mgm4466736","free-living","marine","saline_water","coral_reef_seawater","USA","Pacific Reef Microbiomes",-160.006,-159.998,"rohwer","454","mgp9220"
"mgm4466835","free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-20.53,-159.36047,"rohwer","454","mgp9220"
"mgm4466745","free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-20.504,-157.48251,"rohwer","454","mgp9220"
"mgm4466844","free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-20.53,-152.30954,"rohwer","454","mgp9220"
"mgm4466597","free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-17.9139694,-151.81964,"rohwer","454","mgp9220"
"mgm4453371","free-living","marine","saline_water","coral_reef_seawater","Brazil","Abrolhos reef Bank",-17.4784166666667,-39.0280833333333,"thompson","454","mgp4558"
"mgm4525341","host-associated","marine","animal_host-associated","sea_worm","Italy","Oalg_sanger_metagenome",42.807838,10.143549,"dubilier","sanger","mgp4836"
"mgm4481541","free-living","marine","saline_water","hydrothermal_vent","Pacific Ocean","HulkHydrothermalVent",47.95,-129.0968333,"baross","454","mgp7207"
"mgm4653307","host-associated","marine","animal_host-associated","coral","India","Metagenomic analysis of the microbial community associated with the coral Fungia echinata from Andaman Sea, India",11.998,92.96,"das","454","mgp14567"
"mgm4573350","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina","mgp5542"
"mgm4573351","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina","mgp5542"
"mgm4573352","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina","mgp5542"
"mgm4573353","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina","mgp5542"
"mgm4573354","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina","mgp5542"
"mgm4573355","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina","mgp5542"
"mgm4573356","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina","mgp5542"
"mgm4573495","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina","mgp5542"
"mgm4573496","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina","mgp5542"
"mgm4573497","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina","mgp5542"
"mgm4573676","free-living","marine","saline_water","marine_biofilm","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina","mgp5542"
"mgm4573677","free-living","marine","saline_water","marine_biofilm","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina","mgp5542"
"mgm4573950","free-living","marine","saline_water","coastal_seawater","United States of America","kelp fall 2012",32.731993,-117.211432,"dinsdale","illumina","mgp5542"
"mgm4441570","free-living","marine","saline_water","oceanic_seawater","Bermuda","Global Ocean Sampling Expedition",31.175,-64.324,"venter","sanger","mgp27"
"mgm4441571","free-living","marine","saline_water","oceanic_seawater","Bermuda","Global Ocean Sampling Expedition",31.175,-64.324,"venter","sanger","mgp27"
"mgm4441573","free-living","marine","saline_water","oceanic_seawater","Bermuda","Global Ocean Sampling Expedition",31.175,-64.324,"venter","sanger","mgp27"
"mgm4441574","free-living","marine","saline_water","oceanic_seawater","Bermuda","Global Ocean Sampling Expedition",32.1748,-64.01017,"venter","sanger","mgp27"
"mgm4530252","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-33.983333,151.233333,"Thompson","454","mgp5369"
"mgm4530253","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-33.983333,151.233333,"Thompson","454","mgp5369"
"mgm4530254","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-33.983333,151.233333,"Thompson","454","mgp5369"
"mgm4530290","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-18.816667,147.633333,"Thompson","454","mgp5369"
"mgm4530291","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-18.816667,147.633333,"Thompson","454","mgp5369"
"mgm4530370","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-18.816667,147.633333,"Thompson","454","mgp5369"
"mgm4530372","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-18.816667,147.633333,"Thompson","454","mgp5369"
"mgm4530373","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-33.983333,151.233333,"Thompson","454","mgp5369"
"mgm4530427","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-18.816667,147.633333,"Thompson","454","mgp5369"
"mgm4530428","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-18.816667,147.633333,"Thompson","454","mgp5369"
"mgm4530429","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-18.816667,147.633333,"Thompson","454","mgp5369"
"mgm4530430","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-33.983333,151.233333,"Thompson","454","mgp5369"
"mgm4530431","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-33.983333,151.233333,"Thompson","454","mgp5369"
"mgm4530432","host-associated","marine","animal_host-associated","sponge","Australia","Bbay metagenome",-33.983333,151.233333,"Thompson","454","mgp5369"
"mgm4496841","free-living","terrestrial","soil","meadow_soil","French Republic","Alpine early/late snowmelt meadows",45.05,6.38,"geremia","454","mgp1402"
"mgm4448044","host-associated","terrestrial","human_host-associated","human-gut",NA,"Human Gut Microbial Metagenome",NA,NA,"Wang","illumina","mgp60"
"mgm4569430","free-living","freshwater","freshwater","freshwater_biofilm","USA","International Geobiology Course 2014",37.694518,-118.816545,"stevenson","illumina","mgp9770"
"mgm4569432","free-living","freshwater","freshwater","freshwater_biofilm","USA","International Geobiology Course 2014",37.694518,-118.816545,"stevenson","illumina","mgp9770"
"mgm4569433","free-living","freshwater","freshwater","freshwater_biofilm","USA","International Geobiology Course 2014",37.694518,-118.816545,"stevenson","illumina","mgp9770"
"mgm4564470","free-living","freshwater","wastewater","sludge","China","Activated_sludge_virome",39.9,116.33,"liu","illumina","mgp9163"
"mgm4564471","free-living","freshwater","wastewater","sludge","China","Activated_sludge_virome",39.9,116.33,"liu","illumina","mgp9163"
"mgm4559834","free-living","freshwater","wastewater","sludge","USA","NemergutPOME2",8.43914,-82.939603,"nemergut","454","mgp8746"
"mgm4559835","free-living","freshwater","wastewater","sludge","USA","NemergutPOME2",8.43914,-82.939603,"nemergut","454","mgp8746"
"mgm4559836","free-living","freshwater","wastewater","sludge","USA","NemergutPOME2",8.43914,-82.939603,"nemergut","454","mgp8746"
"mgm4559837","free-living","freshwater","wastewater","sludge","USA","NemergutPOME2",8.43914,-82.939603,"nemergut","454","mgp8746"
"mgm4779317","free-living","terrestrial","soil","tundra_soil","Russia","cryocarbIE",72.49,101.66,"barta","ion torrent","mgp83927"
"mgm4779318","free-living","terrestrial","soil","tundra_soil","Russia","cryocarbIE",72.49,101.66,"barta","ion torrent","mgp83927"
"mgm4779319","free-living","terrestrial","soil","tundra_soil","Russia","cryocarbIE",72.49,101.66,"barta","ion torrent","mgp83927"
"mgm4779320","free-living","terrestrial","soil","tundra_soil","Russia","cryocarbIE",72.49,101.66,"barta","ion torrent","mgp83927"
"mgm4779321","free-living","terrestrial","soil","tundra_soil","Russia","cryocarbIE",72.49,101.66,"barta","ion torrent","mgp83927"
"mgm4779322","free-living","terrestrial","soil","tundra_soil","Russia","cryocarbIE",72.49,101.66,"barta","ion torrent","mgp83927"
"mgm4779323","free-living","terrestrial","soil","tundra_soil","Russia","cryocarbIE",72.49,101.66,"barta","ion torrent","mgp83927"
"mgm4779324","free-living","terrestrial","soil","tundra_soil","Russia","cryocarbIE",72.49,101.66,"barta","ion torrent","mgp83927"
"mgm4779325","free-living","terrestrial","soil","tundra_soil","Russia","cryocarbIE",72.49,101.66,"barta","ion torrent","mgp83927"
"mgm4777588","free-living","freshwater","sediment","river_sediment","France","river_microcosm_plasmidome_rawreads",50.310833,3.084833,"cyriaque","illumina","mgp83716"
"mgm4777589","free-living","freshwater","sediment","river_sediment","France","river_microcosm_plasmidome_rawreads",50.310833,3.084833,"cyriaque","illumina","mgp83716"
"mgm4777590","free-living","freshwater","sediment","river_sediment","France","river_microcosm_plasmidome_rawreads",50.310833,3.084833,"cyriaque","illumina","mgp83716"
"mgm4777591","free-living","freshwater","sediment","river_sediment","France","river_microcosm_plasmidome_rawreads",50.310833,3.084833,"cyriaque","illumina","mgp83716"
"mgm4777592","free-living","freshwater","sediment","river_sediment","France","river_microcosm_plasmidome_rawreads",50.429083,3.022333,"cyriaque","illumina","mgp83716"
"mgm4777594","free-living","freshwater","sediment","river_sediment","France","river_microcosm_plasmidome_rawreads",50.429083,3.022333,"cyriaque","illumina","mgp83716"
"mgm4777595","free-living","freshwater","sediment","river_sediment","France","river_microcosm_plasmidome_rawreads",50.310833,3.084833,"cyriaque","illumina","mgp83716"
"mgm4777596","free-living","freshwater","sediment","river_sediment","France","river_microcosm_plasmidome_rawreads",50.310833,3.084833,"cyriaque","illumina","mgp83716"
"mgm4777598","free-living","freshwater","sediment","river_sediment","France","river_microcosm_plasmidome_rawreads",50.310833,3.084833,"cyriaque","illumina","mgp83716"
"mgm4763186","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763187","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763188","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763189","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763199","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763201","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763213","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763229","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763293","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763295","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763298","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763301","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763303","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763304","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763305","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763370","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763371","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763372","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763374","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763375","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763376","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763377","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763378","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763382","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763384","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763385","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763400","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763413","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763414","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763415","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763416","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763418","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763419","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763420","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763421","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763422","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763423","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763424","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763461","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763462","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763463","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763464","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763465","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763466","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763467","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763468","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763469","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763470","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763471","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763479","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763480","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763481","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763482","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763483","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763484","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763485","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763522","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763523","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763524","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763525","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763526","host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
