"samples","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_meth","project_id"
"mgm4688632","host-associated","terrestrial","plant_associated","plant-associated","Italy","Pinova3",41.89193,12.51133,"massart","illumina","mgp17155"
"mgm4477749","host-associated","terrestrial","plant_associated","rhizosphere","Brazil","Soybean Rhizosphere from Amazon Soils",-11.6832502,-55.8357663,"mendes","454","mgp7774"
"mgm4477751","host-associated","terrestrial","plant_associated","rhizosphere","Brazil","Soybean Rhizosphere from Amazon Soils",-11.6832502,-55.8357663,"mendes","454","mgp7774"
"mgm4477755","host-associated","terrestrial","plant_associated","rhizosphere","Brazil","Soybean Rhizosphere from Amazon Soils",-11.6832502,-55.8357663,"mendes","454","mgp7774"
"mgm4477757","free-living","terrestrial","soil","agricultural_soil","Brazil","Soybean Rhizosphere from Amazon Soils",-11.6832502,-55.8357663,"mendes","454","mgp7774"
"mgm4477789","free-living","terrestrial","soil","agricultural_soil","Brazil","Soybean Rhizosphere from Amazon Soils",-11.6832502,-55.8357663,"mendes","454","mgp7774"
"mgm4477790","free-living","terrestrial","soil","agricultural_soil","Brazil","Soybean Rhizosphere from Amazon Soils",-11.6832502,-55.8357663,"mendes","454","mgp7774"
"mgm4478030","host-associated","terrestrial","plant_associated","rhizosphere","Brazil","Soybean Rhizosphere from Amazon Soils",-11.6832502,-55.8357663,"mendes","454","mgp7774"
"mgm4478037","host-associated","terrestrial","plant_associated","rhizosphere","Brazil","Soybean Rhizosphere from Amazon Soils",-11.7412664,-56.2533385,"mendes","454","mgp7774"
"mgm4478038","free-living","terrestrial","soil","agricultural_soil","Brazil","Soybean Rhizosphere from Amazon Soils",-11.7412664,-56.2533385,"mendes","454","mgp7774"
"mgm4478222","free-living","terrestrial","soil","agricultural_soil","Brazil","Soybean Rhizosphere from Amazon Soils",-11.7412664,-56.2533385,"mendes","454","mgp7774"
"mgm4478283","free-living","terrestrial","soil","agricultural_soil","Brazil","Soybean Rhizosphere from Amazon Soils",-11.7412664,-56.2533385,"mendes","454","mgp7774"
"mgm4478290","host-associated","terrestrial","plant_associated","rhizosphere","Brazil","Soybean Rhizosphere from Amazon Soils",-11.6832502,-55.8357663,"mendes","454","mgp7774"
"mgm4478291","host-associated","terrestrial","plant_associated","rhizosphere","Brazil","Soybean Rhizosphere from Amazon Soils",-11.6832502,-55.8357663,"mendes","454","mgp7774"
"mgm4478292","host-associated","terrestrial","plant_associated","rhizosphere","Brazil","Soybean Rhizosphere from Amazon Soils",-11.6832502,-55.8357663,"mendes","454","mgp7774"
"mgm4478294","free-living","terrestrial","soil","agricultural_soil","Brazil","Soybean Rhizosphere from Amazon Soils",-11.6832502,-55.8357663,"mendes","454","mgp7774"
"mgm4478934","host-associated","terrestrial","plant_associated","rhizosphere","Brazil","Soybean Rhizosphere from Amazon Soils",-11.7412664,-56.2533385,"mendes","454","mgp7774"
"mgm4478936","free-living","terrestrial","soil","agricultural_soil","Brazil","Soybean Rhizosphere from Amazon Soils",-11.6832502,-55.8357663,"mendes","454","mgp7774"
"mgm4478937","free-living","terrestrial","soil","agricultural_soil","Brazil","Soybean Rhizosphere from Amazon Soils",-11.6832502,-55.8357663,"mendes","454","mgp7774"
"mgm4478938","host-associated","terrestrial","plant_associated","rhizosphere","Brazil","Soybean Rhizosphere from Amazon Soils",-11.6832502,-55.8357663,"mendes","454","mgp7774"
"mgm4478939","host-associated","terrestrial","plant_associated","rhizosphere","Brazil","Soybean Rhizosphere from Amazon Soils",-11.7412664,-56.2533385,"mendes","454","mgp7774"
"mgm4478940","free-living","terrestrial","soil","agricultural_soil","Brazil","Soybean Rhizosphere from Amazon Soils",-11.7412664,-56.2533385,"mendes","454","mgp7774"
"mgm4478941","free-living","terrestrial","soil","agricultural_soil","Brazil","Soybean Rhizosphere from Amazon Soils",-11.7412664,-56.2533385,"mendes","454","mgp7774"
"mgm4478943","free-living","terrestrial","soil","agricultural_soil","Brazil","Soybean Rhizosphere from Amazon Soils",-11.7412664,-56.2533385,"mendes","454","mgp7774"
"mgm4479311","host-associated","terrestrial","plant_associated","rhizosphere","Brazil","Soybean Rhizosphere from Amazon Soils",-11.7412664,-56.2533385,"mendes","454","mgp7774"
"mgm4530393","free-living","terrestrial","soil","forest_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4530394","free-living","terrestrial","soil","forest_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4535539","free-living","terrestrial","soil","forest_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4535541","free-living","terrestrial","soil","forest_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4535543","free-living","terrestrial","soil","forest_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4535545","free-living","terrestrial","soil","forest_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4535546","free-living","terrestrial","soil","forest_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4535547","free-living","terrestrial","soil","forest_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4535550","free-living","terrestrial","soil","forest_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4535552","free-living","terrestrial","soil","forest_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4535553","free-living","terrestrial","soil","forest_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4535554","free-living","terrestrial","soil","forest_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4535556","free-living","terrestrial","soil","forest_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4535560","free-living","terrestrial","soil","forest_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4535562","free-living","terrestrial","soil","forest_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4535565","free-living","terrestrial","soil","forest_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4536145","free-living","terrestrial","soil","forest_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4536462","free-living","terrestrial","soil","forest_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4536464","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4536467","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4536477","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4536577","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4536825","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4536826","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4537210","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4537211","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4537319","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4537320","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4537325","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4537326","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4537327","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4537328","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4537330","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4537851","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4545666","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4545668","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4545670","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4546390","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4546391","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4546392","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4546395","free-living","terrestrial","soil","forest_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4546397","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4546658","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4546659","free-living","terrestrial","soil","pasture_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4549314","free-living","terrestrial","soil","forest_soil","Brazil","ARMO",10.168056,62.824167,"bohannan","illumina","mgp3731"
"mgm4556490","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5502,120.3149,"li","illumina","mgp8421"
"mgm4556491","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5503,120.315,"li","illumina","mgp8421"
"mgm4556492","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5504,120.3151,"li","illumina","mgp8421"
"mgm4556493","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5505,120.3152,"li","illumina","mgp8421"
"mgm4556494","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5506,120.3153,"li","illumina","mgp8421"
"mgm4556495","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5507,120.3154,"li","illumina","mgp8421"
"mgm4556496","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5508,120.3155,"li","illumina","mgp8421"
"mgm4556497","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5509,120.3156,"li","illumina","mgp8421"
"mgm4556498","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.551,120.3157,"li","illumina","mgp8421"
"mgm4556499","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5511,120.3158,"li","illumina","mgp8421"
"mgm4556500","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5512,120.3159,"li","illumina","mgp8421"
"mgm4556501","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5513,120.316,"li","illumina","mgp8421"
"mgm4556502","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5514,120.3161,"li","illumina","mgp8421"
"mgm4556503","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5515,120.3162,"li","illumina","mgp8421"
"mgm4556504","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5516,120.3163,"li","illumina","mgp8421"
"mgm4556505","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5517,120.3164,"li","illumina","mgp8421"
"mgm4556506","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5518,120.3165,"li","illumina","mgp8421"
"mgm4556507","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5519,120.3166,"li","illumina","mgp8421"
"mgm4556508","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.552,120.3167,"li","illumina","mgp8421"
"mgm4556509","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5521,120.3168,"li","illumina","mgp8421"
"mgm4556510","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5522,120.3169,"li","illumina","mgp8421"
"mgm4556511","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5523,120.317,"li","illumina","mgp8421"
"mgm4556512","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5524,120.3171,"li","illumina","mgp8421"
"mgm4556513","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5525,120.3172,"li","illumina","mgp8421"
"mgm4556514","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5526,120.3173,"li","illumina","mgp8421"
"mgm4556515","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5527,120.3174,"li","illumina","mgp8421"
"mgm4556516","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5528,120.3175,"li","illumina","mgp8421"
"mgm4556517","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5529,120.3176,"li","illumina","mgp8421"
"mgm4556518","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.553,120.3177,"li","illumina","mgp8421"
"mgm4556519","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5531,120.3178,"li","illumina","mgp8421"
"mgm4556520","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5532,120.3179,"li","illumina","mgp8421"
"mgm4556521","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5533,120.318,"li","illumina","mgp8421"
"mgm4556522","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5496,120.3143,"li","illumina","mgp8421"
"mgm4556523","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5497,120.3144,"li","illumina","mgp8421"
"mgm4556524","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5498,120.3145,"li","illumina","mgp8421"
"mgm4556525","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5499,120.3146,"li","illumina","mgp8421"
"mgm4556526","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.55,120.3147,"li","illumina","mgp8421"
"mgm4556527","free-living","freshwater","wastewater","sludge","China","Beijing Huankeyuan",31.5501,120.3148,"li","illumina","mgp8421"
"mgm4532453","host-associated","terrestrial","animal_host-associated","animal_feces","Malaysia","Macroglossus sobrinus metagenome",5.115146,101.8891721,"vijaya kumaran","illumina","mgp5568"
"mgm4532454","host-associated","terrestrial","animal_host-associated","animal_feces","Malaysia","Macroglossus sobrinus metagenome",5.115146,101.8891721,"vijaya kumaran","illumina","mgp5568"
"mgm4532455","host-associated","terrestrial","animal_host-associated","animal_feces","Malaysia","Macroglossus sobrinus metagenome",5.115146,101.8891721,"vijaya kumaran","illumina","mgp5568"
"mgm4532456","host-associated","terrestrial","animal_host-associated","animal_feces","Malaysia","Macroglossus sobrinus metagenome",5.115146,101.8891721,"vijaya kumaran","illumina","mgp5568"
"mgm4532457","host-associated","terrestrial","animal_host-associated","animal_feces","Malaysia","Macroglossus sobrinus metagenome",5.115146,101.8891721,"vijaya kumaran","illumina","mgp5568"
"mgm4532458","host-associated","terrestrial","animal_host-associated","animal_feces","Malaysia","Macroglossus sobrinus metagenome",5.115146,101.8891721,"vijaya kumaran","illumina","mgp5568"
"mgm4575355","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4484441078,-56.1314324793,"fiore","illumina","mgp10309"
"mgm4575356","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4484441078,-56.1314324793,"fiore","illumina","mgp10309"
"mgm4575357","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4484441078,-56.1314324793,"fiore","illumina","mgp10309"
"mgm4575358","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4484441078,-56.1314324793,"fiore","illumina","mgp10309"
"mgm4575359","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4484441078,-56.1314324793,"fiore","illumina","mgp10309"
"mgm4575360","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4484441078,-56.1314324793,"fiore","illumina","mgp10309"
"mgm4575361","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4484441078,-56.1314324793,"fiore","illumina","mgp10309"
"mgm4575362","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4484441078,-56.1314324793,"fiore","illumina","mgp10309"
"mgm4575363","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4484441078,-56.1314324793,"fiore","illumina","mgp10309"
"mgm4575364","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4484441078,-56.1314324793,"fiore","illumina","mgp10309"
"mgm4575365","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4484441078,-56.1314324793,"fiore","illumina","mgp10309"
"mgm4575366","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4698327001,-56.055599593,"fiore","illumina","mgp10309"
"mgm4575367","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4698327001,-56.055599593,"fiore","illumina","mgp10309"
"mgm4575368","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4698327001,-56.055599593,"fiore","illumina","mgp10309"
"mgm4575369","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4698327001,-56.055599593,"fiore","illumina","mgp10309"
"mgm4575370","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4698327001,-56.055599593,"fiore","illumina","mgp10309"
"mgm4575371","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4698327001,-56.055599593,"fiore","illumina","mgp10309"
"mgm4575372","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4698327001,-56.055599593,"fiore","illumina","mgp10309"
"mgm4575373","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4698327001,-56.055599593,"fiore","illumina","mgp10309"
"mgm4575374","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4698327001,-56.055599593,"fiore","illumina","mgp10309"
"mgm4575375","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4698327001,-56.055599593,"fiore","illumina","mgp10309"
"mgm4575376","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4698327001,-56.055599593,"fiore","illumina","mgp10309"
"mgm4575377","free-living","freshwater","freshwater","alkaline_environment","Brazil","Pantanal",-19.4698327001,-56.055599593,"fiore","illumina","mgp10309"
"mgm4511199","free-living","freshwater","wastewater","sludge","China","HKULG209_1",31.01,121.41,"zhang","illumina","mgp3218"
"mgm4511200","free-living","freshwater","wastewater","sludge","China","HKULG209_1",31.01,121.41,"zhang","illumina","mgp3218"
"mgm4511201","free-living","freshwater","wastewater","sludge","China","HKULG209_1",31.01,121.41,"zhang","illumina","mgp3218"
"mgm4539290","free-living","marine","saline_water","coastal_seawater","Brazil","Metagenome of Arraial do Cabo",-22.975369,-42.013012,"cuadrat","454","mgp6331"
"mgm4539291","free-living","marine","saline_water","coastal_seawater","Brazil","Metagenome of Arraial do Cabo",-22.975369,-42.013012,"cuadrat","454","mgp6331"
"mgm4544122","free-living","freshwater","wastewater","sludge","Netherlands","Anammox_granules",52.0115769,4.3570677,"gonzalez-gil","454","mgp6845"
"mgm4547780","free-living","freshwater","wastewater","sludge","Netherlands","Anaerobic_papermill_granules",52.108739,6.080888,"gonzalez-gil","454","mgp7266"
"mgm4550584","free-living","terrestrial","sediment","anaerobic_sediment","Hungary","Scenedesmus fermentation",46.253,20.146,"wirth","ion torrent","mgp7591"
"mgm4550585","free-living","terrestrial","sediment","anaerobic_sediment","Hungary","Scenedesmus fermentation",46.253,20.146,"wirth","ion torrent","mgp7591"
"mgm4550586","free-living","terrestrial","sediment","anaerobic_sediment","Hungary","Scenedesmus fermentation",46.253,20.146,"wirth","ion torrent","mgp7591"
"mgm4550588","free-living","terrestrial","sediment","anaerobic_sediment","Hungary","Scenedesmus fermentation",46.253,20.146,"wirth","ion torrent","mgp7591"
"mgm4550589","free-living","terrestrial","sediment","anaerobic_sediment","Hungary","Scenedesmus fermentation",46.253,20.146,"wirth","ion torrent","mgp7591"
"mgm4550590","free-living","terrestrial","sediment","anaerobic_sediment","Hungary","Scenedesmus fermentation",46.253,20.146,"wirth","ion torrent","mgp7591"
"mgm4550592","free-living","terrestrial","sediment","anaerobic_sediment","Hungary","Scenedesmus fermentation",46.253,20.146,"wirth","ion torrent","mgp7591"
"mgm4550593","free-living","terrestrial","sediment","anaerobic_sediment","Hungary","Scenedesmus fermentation",46.253,20.146,"wirth","ion torrent","mgp7591"
"mgm4550594","free-living","terrestrial","sediment","anaerobic_sediment","Hungary","Scenedesmus fermentation",46.253,20.146,"wirth","ion torrent","mgp7591"
"mgm4550596","free-living","terrestrial","sediment","anaerobic_sediment","Hungary","Scenedesmus fermentation",46.253,20.146,"wirth","ion torrent","mgp7591"
"mgm4563526","free-living","marine","sediment","coastal_marine_sediment","Finland","FishFarmMG",60.1638,21.24347,"virta","illumina","mgp9119"
"mgm4565980","free-living","marine","sediment","coastal_marine_sediment","Finland","FishFarmMG",60.267726,21.407676,"virta","illumina","mgp9119"
"mgm4565982","free-living","marine","sediment","coastal_marine_sediment","Finland","FishFarmMG",60.267726,21.407676,"virta","illumina","mgp9119"
"mgm4565983","free-living","marine","sediment","coastal_marine_sediment","Finland","FishFarmMG",60.267726,21.407676,"virta","illumina","mgp9119"
"mgm4565984","free-living","marine","sediment","coastal_marine_sediment","Finland","FishFarmMG",60.267726,21.407676,"virta","illumina","mgp9119"
"mgm4568626","free-living","freshwater","wastewater","sludge","Switzerland","Initial activated sludge DNA",46.1983922,6.1422961,"lefort","illumina","mgp9679"
"mgm4569569","free-living","freshwater","wastewater","sludge","Switzerland","Initial activated sludge and aerobic granules DNA",46.1983922,6.1422961,"lefort","illumina","mgp9798"
"mgm4569570","free-living","freshwater","wastewater","sludge","Switzerland","Initial activated sludge and aerobic granules DNA",46.1983922,6.1422961,"lefort","illumina","mgp9798"
"mgm4569598","free-living","freshwater","wastewater","sludge","Switzerland","Final activated sludge and aerobic granules DNA",46.1983922,6.1422961,"lefort","illumina","mgp9801"
"mgm4569599","free-living","freshwater","wastewater","sludge","Switzerland","Final activated sludge and aerobic granules DNA",46.1983922,6.1422961,"lefort","illumina","mgp9801"
"mgm4572171","free-living","freshwater","wastewater","sludge","Switzerland","Final activated sludge DNA",46.1983922,6.1422961,"lefort","illumina","mgp10067"
"mgm4572172","free-living","freshwater","wastewater","sludge","Switzerland","Final activated sludge DNA",46.1983922,6.1422961,"lefort","illumina","mgp10067"
"mgm4576679","free-living","freshwater","wastewater","sludge","USA","sewage virome",42.7369792,-84.4838654,"aw","illumina","mgp3889"
"mgm4577905","free-living","marine","saline_water","coastal_seawater","Pacific Ocean","SPOT_890m_092012_metagenome",33.55,-118.4,"fuhrman","illumina","mgp10459"
"mgm4616918","free-living","freshwater","wastewater","wastewater_treatment_plant","South Korea","anaerobic methane oxidation with extracellular electron transfer",36,128,"lee","illumina","mgp11575"
"mgm4644207","free-living","marine","saline_water","coral_reef_seawater","Brazil","Diel Mussismilia",-17.964778,-38.702778,"thompson","ion torrent","mgp14437"
"mgm4644208","free-living","marine","saline_water","coral_reef_seawater","Brazil","Diel Mussismilia",-17.964778,-38.702778,"thompson","ion torrent","mgp14437"
"mgm4644210","free-living","marine","saline_water","coral_reef_seawater","Brazil","Diel Mussismilia",-17.964778,-38.702778,"thompson","ion torrent","mgp14437"
"mgm4647329","free-living","freshwater","wastewater","sewage","Poland","Anammox_Lab_B",54.22,18.4,"ciesielski","illumina","mgp14524"
"mgm4647330","free-living","freshwater","wastewater","sewage","Poland","Anammox_Lab_B",54.22,18.4,"ciesielski","illumina","mgp14524"
"mgm4647331","free-living","freshwater","wastewater","sewage","Poland","Anammox_Lab_B",54.23,18.41,"ciesielski","illumina","mgp14524"
"mgm4654798","free-living","freshwater","sediment","lake_sediment","USA","GL sed",43.05,-75.967,"mccormick","illumina","mgp14655"
"mgm4687975","free-living","freshwater","wastewater","sludge","Australia","AOB",-27.4986,152.98,"laloo","illumina","mgp16980"
"mgm4709382","free-living","freshwater","wastewater","sewage","United Kingdom","H2AD",50.9339,-1.4107,"alessi","illumina","mgp19110"
"mgm4711612","free-living","freshwater","wastewater","sludge","China","Coking Wastewater Sludge metagenome",39.9075,116.3972,"joshi","illumina","mgp19238"
"mgm4726046","free-living","freshwater","freshwater","alkaline_environment","Puerto Rico","Coamo Thermal Springs Metagenome pCCFos1 vector Removed",18.037944,-66.374333,"rios-velazquez","illumina","mgp20869"
"mgm4726047","free-living","freshwater","freshwater","alkaline_environment","Puerto Rico","Coamo Thermal Springs Metagenome pCCFos1 vector Removed",18.037944,-66.374333,"rios-velazquez","illumina","mgp20869"
"mgm4761315","free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina","mgp82056"
"mgm4761316","free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina","mgp82056"
"mgm4761318","free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina","mgp82056"
"mgm4761319","free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina","mgp82056"
"mgm4761322","free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina","mgp82056"
"mgm4761324","free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina","mgp82056"
"mgm4761325","free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina","mgp82056"
"mgm4761327","free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina","mgp82056"
"mgm4761329","free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina","mgp82056"
"mgm4761330","free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina","mgp82056"
"mgm4761333","free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina","mgp82056"
"mgm4761336","free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina","mgp82056"
"mgm4761338","free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina","mgp82056"
"mgm4761339","free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina","mgp82056"
"mgm4761345","free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina","mgp82056"
"mgm4761349","free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina","mgp82056"
