"samples","file_size","total_number_of_reads","GC_content","total_number_of_bases","complete_sequence_length","average_read_size","read_size_mode","read_size_median","lowest_read_size","highest_read_size","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_meth","project_id"
"mgm4624512",809541599,5999401,0.487494244765767,618669433,618669433,10312186716640544,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","protease first trial",44.5075,11.3513888888889,"manfreda","illumina","mgp13064"
"mgm4624513",609265270,4573567,0.51558830256866,464020471,464020471,10145701834038944,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","protease first trial",44.5075,11.3513888888889,"manfreda","illumina","mgp13064"
"mgm4624514",766344784,5577992,0.531791741668582,588958296,588958296,10558607757056662,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","protease first trial",44.5075,11.3513888888889,"manfreda","illumina","mgp13064"
"mgm4624515",738371505,5403716,0.524332992903894,566561851,566561851,10484671122612662,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","protease first trial",44.5075,11.3513888888889,"manfreda","illumina","mgp13064"
"mgm4624516",552005518,4051529,0.511832891412488,423465730,423465730,10451997998780212,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","protease first trial",44.5075,11.3513888888889,"manfreda","illumina","mgp13064"
"mgm4624517",711178120,5263813,0.500264256289128,543799735,543799735,10330909076747216,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","protease first trial",44.5075,11.3513888888889,"manfreda","illumina","mgp13064"
"mgm4624518",684859711,5059168,0.507908769644857,524075259,524075259,10358921842484772,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","protease first trial",44.5075,11.3513888888889,"manfreda","illumina","mgp13064"
"mgm4624578",1392662078,8723369,0.492427592943458,1114623717,1114623717,12777445468602784,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624579",1306422880,8146365,0.467343775574087,1046848238,1046848238,12850495134946692,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624580",1551061269,9423077,0.467707536626892,1250631859,1250631859,1327201145655501,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624581",1386683408,8642158,0.475260365275499,1111242943,1111242943,12858396513926266,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624582",1418646461,8689943,0.497317896341823,1141677724,1141677724,1313791959279825,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624583",1556236593,9712292,0.459455621566458,1246552505,1246552505,12834792292076888,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624584",1337733180,8176137,0.500493998164708,1077205419,1077205419,13174992285476624,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624585",1297039480,8124416,0.495160683025883,1038167685,1038167685,12778366900463984,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624586",1216322104,7912497,0.4724733606886,964230911,964230911,1218617727122045,151,138,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624587",1235497107,7695515,0.498556775463893,990349363,990349363,1286917591610178,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624588",1704279893,10409896,0.462256569063167,1371846947,1371846947,131782963729897,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624589",1526719731,9381462,0.49533021116027,1227622318,1227622318,13085618403613424,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624590",1375879309,8534478,0.46959709173334,1103885020,1103885020,12934417547271198,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624591",1435984053,8883956,0.465670862625772,1152806596,1152806596,1297627538902714,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624592",1636359329,10079589,0.452431550912093,1314825482,1314825482,13044435462596738,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624593",1462567001,9126132,0.495336208685196,1171639795,1171639795,12838295512271792,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624594",1411427926,8788526,0.503313110154335,1131303013,1131303013,12872500041531424,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624595",1281445872,8022008,0.478497570641049,1025850667,1025850667,12787953676934752,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624596",1413654852,8630798,0.470629436257151,1138578469,1138578469,1319204167447784,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624597",1459654822,9019242,0.469281495015568,1172148222,1172148222,12996083506795804,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624598",1310845275,8188791,0.496927407171392,1049912787,1049912787,12821340622809888,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624599",1386092079,8604402,0.4988764601901,1111860024,1111860024,12921990674075896,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624600",1296306737,8240367,0.50116660319979,1033722949,1033722949,12544622697023080,151,146,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624601",1364704063,8589461,0.493908065267164,1090950296,1090950296,127010332313052,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624602",1476244306,9406283,0.449134959047986,1176352400,1176352400,12506028151608876,151,147,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624603",1357165016,8488868,0.466941565016321,1086630508,1086630508,12800652666527504,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624604",1298868474,8070487,0.468640346655523,1041722102,1041722102,1290779728658258,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624605",1372372401,8483878,0.480202430555747,1101997271,1101997271,12989310678442098,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624606",1493926297,9181617,0.479807124544911,1201222830,1201222830,13082911539437988,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624607",1401135910,8606147,0.484986687781812,1126848643,1126848643,13093532367039512,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624608",1281778099,8045671,0.482202820821906,1025426098,1025426098,12745066234997678,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624609",1413658453,8752315,0.478435349841119,1134692602,1134692602,12964485419000572,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624610",1433915893,8863545,0.48472959685086,1151392064,1151392064,12990198210761044,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624611",1459287480,9032672,0.478419710906952,1171349855,1171349855,12967921950448328,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624612",1277482550,8055756,0.474548889286465,1020807944,1020807944,1267178330624711,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624613",1338888266,8398063,0.511224165500964,1071259596,1071259596,12756031908786586,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624614",1514128500,9309395,0.486751733297038,1217337510,1217337510,1307644062798925,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624615",1373437505,8552347,0.476888252937511,1100870325,1100870325,1287214287493246,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624616",1431740650,8867231,0.513452207244169,1149098562,1149098562,12958933425778576,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624617",1367442644,8522924,0.477068093832665,1095818521,1095818521,12857307198797034,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624618",1058019831,6504622,0.490935615966166,850980604,850980604,13082706481637212,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624619",1085261165,6833785,0.459699720226555,867689212,867689212,12697051663170556,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624620",1302571546,8147656,0.500489389668425,1042955201,1042955201,12800677900490644,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624621",1566898267,9805264,0.461199500883986,1254239059,1254239059,12791486889083252,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624622",1712582348,10487061,0.46362607971035,1377601757,1377601757,1313620429022011,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624623",1432715985,8757206,0.502769300874148,1153594046,1153594046,1317308335558168,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624624",958099189,6016751,0.48857779242991,766671893,766671893,12742290531883404,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624625",1187261180,7336733,0.462471691607201,953594847,953594847,12997540553813258,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624626",1419721888,8669172,0.491281985351872,1143416294,1143416294,1318945216452044,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624627",1291689837,8034712,0.479014178383485,1035688590,1035688590,12890176897441998,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624628",1495176676,9200123,0.48161197902813,1201881542,1201881542,13063755147621396,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624629",1141022279,7137692,0.458896884921466,913725503,913725503,12801414000492036,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624630",1367591108,8625604,0.458801599109034,1092681464,1092681464,12667883478072956,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624631",1316961457,8490610,0.478062036769183,1046370771,1046370771,12323858603798784,151,1420,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624632",1471570958,9146599,0.461532313178323,1179989434,1179989434,12900854558071256,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624633",1261865258,7756611,0.461624636943073,1014763038,1014763038,13082556776406602,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624634",1361821531,8443923,0.480741992999986,1092725457,1092725457,12940968990361472,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624635",1308051826,8129764,0.489673358907294,1049007359,1049007359,12903294105462348,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624636",1244192301,7863774,0.47085948219216,993660157,993660157,12635919559743198,151,1500,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624637",1584517323,9700958,0.467068129168307,1275195561,1275195561,13145047746830778,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624638",1545661526,9476457,0.48844265805036,1243524295,1243524295,13122249116943178,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624639",1325773986,8175828,0.506529107286954,1065256427,1065256427,13029339988561404,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624640",1451627464,8978137,0.476989750711671,1165437113,1165437113,12980834587398256,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624641",1379175570,8529562,0.481408464496711,1107339009,1107339009,12982366609211588,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624642",1323553458,8334369,0.473225126831688,1057963723,1057963723,12693987067287276,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",55.7047,13.191,"backhed","illumina","mgp13068"
"mgm4624643",1198880133,7524191,0.504520759322681,959214966,959214966,12748413297854880,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",44.566315,13.191,"backhed","illumina","mgp13068"
"mgm4624644",1383989474,8707816,0.485414524746553,1106448828,1106448828,12706387319162462,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",44.566315,13.191,"backhed","illumina","mgp13068"
"mgm4624645",1295243945,8093321,0.479337201566081,1037367086,1037367086,12817570018537506,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",44.566315,13.191,"backhed","illumina","mgp13068"
"mgm4624646",1361084754,8371388,0.473308665258824,1094308894,1094308894,13072012598149794,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",44.566315,13.191,"backhed","illumina","mgp13068"
"mgm4624647",1459035700,9083548,0.465069469956807,1169471146,1169471146,12874607433130754,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",34.2501,13.191,"backhed","illumina","mgp13068"
"mgm4624648",1407466226,8585680,0.448244113986354,1133833338,1133833338,13206098270608734,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",34.2501,13.191,"backhed","illumina","mgp13068"
"mgm4624649",1171905640,7303056,0.465274643969913,939316964,939316964,12861971262441368,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",34.2501,13.191,"backhed","illumina","mgp13068"
"mgm4624650",1227272957,7685372,0.482226194047,982450188,982450188,12783378449345068,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",34.2501,13.191,"backhed","illumina","mgp13068"
"mgm4624651",1159755053,7274293,0.443772774424418,928086847,928086847,12758447412002788,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",34.2501,13.191,"backhed","illumina","mgp13068"
"mgm4624652",1538909610,9514336,0.474461173945905,1235559964,1235559964,12986297351701684,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",34.2501,13.191,"backhed","illumina","mgp13068"
"mgm4624653",1612363321,9926529,0.4760292686757,1295823439,1295823439,13054144495019358,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",34.2501,13.191,"backhed","illumina","mgp13068"
"mgm4624654",1241999339,7693764,0.446175790159325,996907965,996907965,12957350459411024,151,1510,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",34.2501,13.191,"backhed","illumina","mgp13068"
"mgm4624655",1353102921,8299115,0.484520362657654,1088640362,1088640362,13117547618029152,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",34.2501,13.191,"backhed","illumina","mgp13068"
"mgm4624656",1302476197,8079969,0.446123909134019,1045026172,1045026172,12933541848984816,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",34.2501,13.191,"backhed","illumina","mgp13068"
"mgm4624657",1283973579,7839335,0.468075123833745,1034223949,1034223949,1319275103054022,151,151,50,151,"host-associated","terrestrial","human_host-associated","human_feces","Sweden","Metagenome of human fecal microbiota before and after prebiotic dietary intervention_single_read",34.2501,13.191,"backhed","illumina","mgp13068"
"mgm4624873",747130873,5376431,0.508167807047875,576193582,576193582,10717027373735476,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624874",608341089,4468285,0.509440200003386,466457702,466457702,1043930058176683,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624876",451501593,3466388,0.503572018887637,341681284,341681284,9856983234421536,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624877",944894238,6851853,0.516034638935388,726743929,726743929,10606531240527198,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624878",819889083,5962426,0.508860238461086,630189698,630189698,10569350428835512,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624879",710462630,5148861,0.515324995607218,546806160,546806160,1061994410025829,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624880",747042282,5420546,0.549091679660162,574692019,574692019,1060210574728081,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624881",408796862,3166431,0.509694997508554,308575840,308575840,9745225460463216,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624882",593685193,4324620,0.505297577105309,456406382,456406382,10553675976155132,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624883",1039897353,7616879,0.500539755012173,797265408,797265408,10467087740267372,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624884",694162254,5108310,0.506384728725037,531804975,531804975,1041058539908502,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624885",522073174,4018532,0.533618396091054,394585392,394585392,9819142711816156,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624886",409700895,3192937,0.51939173391508,308635784,308635784,9666203373257912,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624888",597602641,4343363,0.535005216150437,459723129,459723129,10584497059076112,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624889",538927481,4148191,0.534836398548794,407294370,407294370,9818602132833324,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624890",599659928,4324628,0.506181225033803,462358915,462358915,10691299112894796,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624892",829873876,6041533,0.49720675609464,637623158,637623158,10553996113238146,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624895",613581977,4687766,0.516576359780695,464682542,464682542,9912665051967184,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
