"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4661604","aquatic biome","marine feature","sandy sediment","sediment",NA,"MF5_A","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.8158,113.825233,"mgp14795"
"mgm4683415","aquatic biome","lake","water","water",NA,"green","Alkaline_lake2","metagenome","WGS",NA,"Iran",34.1865027777778,49.8443055555556,"mgp16685"
"mgm4683416","aquatic biome","lake","water","water",NA,"white","Alkaline_lake2","metagenome","WGS",NA,"Iran",34.1956388888889,49.8343611111111,"mgp16685"
"mgm4683417","aquatic biome","lake","water","water",NA,"red","Alkaline_lake2","metagenome","WGS",NA,"Iran",34.1888972222222,49.8397,"mgp16685"
"mgm4685198","aquatic biome","marine feature","biofilm material","water",NA,"KBF_assembly_megahit","A microbiologists guide to metagenome assembly","metagenome","WGS","north america","USA",36.619,-121.901,"mgp16910"
"mgm4685199","aquatic biome","marine feature","biofilm material","water",NA,"KBF_assembly_omega_ovl101","A microbiologists guide to metagenome assembly","metagenome","WGS","north america","USA",36.619,-121.901,"mgp16910"
"mgm4685201","aquatic biome","marine feature","biofilm material","water",NA,"KBF_assembly_merged_21","A microbiologists guide to metagenome assembly","metagenome","WGS","north america","USA",36.619,-121.901,"mgp16910"
"mgm4685202","aquatic biome","marine feature","biofilm material","water",NA,"KBF_assembly_omega_ovl21","A microbiologists guide to metagenome assembly","metagenome","WGS","north america","USA",36.619,-121.901,"mgp16910"
"mgm4685204","aquatic biome","marine feature","biofilm material","water",NA,"KBF_assembly_merged_101","A microbiologists guide to metagenome assembly","metagenome","WGS","north america","USA",36.619,-121.901,"mgp16910"
"mgm4685207","aquatic biome","marine feature","biofilm material","water",NA,"KBF_assembly_metavelvet_k21","A microbiologists guide to metagenome assembly","metagenome","WGS","north america","USA",36.619,-121.901,"mgp16910"
"mgm4685214","aquatic biome","marine feature","biofilm material","water",NA,"KBF_assembly_metavelvet_k101","A microbiologists guide to metagenome assembly","metagenome","WGS","north america","USA",36.619,-121.901,"mgp16910"
"mgm4685215","aquatic biome","marine feature","biofilm material","water",NA,"KBF_assembly_soap_k101","A microbiologists guide to metagenome assembly","metagenome","WGS","north america","USA",36.619,-121.901,"mgp16910"
"mgm4685218","aquatic biome","marine feature","biofilm material","water",NA,"KBF_assembly_soap_k21","A microbiologists guide to metagenome assembly","metagenome","WGS","north america","USA",36.619,-121.901,"mgp16910"
"mgm4685222","aquatic biome","marine feature","biofilm material","water",NA,"KBF_merged_readpairs","A microbiologists guide to metagenome assembly","metagenome","WGS","north america","USA",36.619,-121.901,"mgp16910"
"mgm4685223","aquatic biome","marine feature","biofilm material","water",NA,"KBF_unmerged_readpairs","A microbiologists guide to metagenome assembly","metagenome","WGS","north america","USA",36.619,-121.901,"mgp16910"
"mgm4685224","aquatic biome","marine feature","biofilm material","water",NA,"KBF_unpaired_reads","A microbiologists guide to metagenome assembly","metagenome","WGS","north america","USA",36.619,-121.901,"mgp16910"
"mgm4687116","aquatic biome","waste treatment plant","activated sludge","wastewater|sludge",NA,"NOB3_merged","NOB","metagenome","WGS",NA,"Australia",-27.4986,152.98,"mgp17089"
"mgm4687117","aquatic biome","waste treatment plant","activated sludge","wastewater|sludge",NA,"NOB1_merged","NOB","metagenome","WGS",NA,"Australia",-27.4986,152.98,"mgp17089"
"mgm4687118","aquatic biome","waste treatment plant","activated sludge","wastewater|sludge",NA,"NOB2_merged","NOB","metagenome","WGS",NA,"Australia",-27.4986,152.98,"mgp17089"
"mgm4687973","aquatic biome","waste treatment plant","activated sludge","wastewater|sludge",NA,"AOB6_merged","AOB","metagenome","WGS",NA,"Australia",-27.4986,152.98,"mgp16980"
"mgm4687974","aquatic biome","waste treatment plant","activated sludge","wastewater|sludge",NA,"AOB4_merged","AOB","metagenome","WGS",NA,"Australia",-27.4986,152.98,"mgp16980"
"mgm4687975","aquatic biome","waste treatment plant","activated sludge","wastewater|sludge",NA,"AOB2_merged","AOB","metagenome","WGS",NA,"Australia",-27.4986,152.98,"mgp16980"
"mgm4687976","aquatic biome","waste treatment plant","activated sludge","wastewater|sludge",NA,"AOB1_merged","AOB","metagenome","WGS",NA,"Australia",-27.4986,152.98,"mgp16980"
"mgm4687977","aquatic biome","waste treatment plant","activated sludge","wastewater|sludge",NA,"AOB3_merged","AOB","metagenome","WGS",NA,"Australia",-27.4986,152.98,"mgp16980"
"mgm4687978","aquatic biome","waste treatment plant","activated sludge","wastewater|sludge",NA,"AOB5_merged","AOB","metagenome","WGS",NA,"Australia",-27.4986,152.98,"mgp16980"
"mgm4688234","aquatic biome","waste treatment plant","activated sludge","wastewater|sludge",NA,"AOBNOB1_merged","AOBNOB_Andrew_Combined","metagenome","WGS",NA,"Australia",-27.4986,152.98,"mgp17107"
"mgm4688237","aquatic biome","waste treatment plant","activated sludge","wastewater|sludge",NA,"AOBNOB3_merged","AOBNOB_Andrew_Combined","metagenome","WGS",NA,"Australia",-27.4986,152.98,"mgp17107"
"mgm4688240","aquatic biome","waste treatment plant","activated sludge","wastewater|sludge",NA,"AOBNOB2_merged","AOBNOB_Andrew_Combined","metagenome","WGS",NA,"Australia",-27.4986,152.98,"mgp17107"
"mgm4692823","aquatic biome","biofilm","biofilm material","human-oral",NA,"283D","RAP_pool2","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"mgp17175"
"mgm4692828","aquatic biome","biofilm","biofilm material","human-oral",NA,"238H","RAP_pool2","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"mgp17175"
"mgm4698363","aquatic biome","marine feature","coastal water","water",NA,"SCDE","MSAmol","metagenome","WGS","europe","Portugal",41.226579,-8.71988,"mgp18000"
"mgm4698364","aquatic biome","marine feature","coastal water","water",NA,"SCD0","MSAmol","metagenome","WGS","europe","Portugal",41.226579,-8.71988,"mgp18000"
"mgm4700815","aquatic biome","marine feature","sediment","sediment",NA,"2014Z2.raw..fastq","Hangzhou Bay sediment metagenome 20122014","metagenome","WGS","asia","China",30.624,121.364,"mgp18266"
"mgm4700817","aquatic biome","marine feature","sediment","sediment",NA,"2014Z4.raw..fastq","Hangzhou Bay sediment metagenome 20122014","metagenome","WGS","asia","China",30.747,122.749,"mgp18266"
"mgm4700818","aquatic biome","marine feature","sediment","sediment",NA,"2012Z3.raw..fastq","Hangzhou Bay sediment metagenome 20122014","metagenome","WGS","asia","China",30.8496,122.066,"mgp18266"
"mgm4700819","aquatic biome","marine feature","sediment","sediment",NA,"2012S2.raw..fastq","Hangzhou Bay sediment metagenome 20122014","metagenome","WGS","asia","China",30.2131,120.8504,"mgp18266"
"mgm4700820","aquatic biome","marine feature","sediment","sediment",NA,"2012Z4.raw..fastq","Hangzhou Bay sediment metagenome 20122014","metagenome","WGS","asia","China",30.747,122.749,"mgp18266"
"mgm4700821","aquatic biome","marine feature","sediment","sediment",NA,"2014Z3.raw..fastq","Hangzhou Bay sediment metagenome 20122014","metagenome","WGS","asia","China",30.8496,122.066,"mgp18266"
"mgm4700822","aquatic biome","marine feature","sediment","sediment",NA,"2012Z2.raw..fastq","Hangzhou Bay sediment metagenome 20122014","metagenome","WGS","asia","China",30.624,121.364,"mgp18266"
"mgm4700823","aquatic biome","marine feature","sediment","sediment",NA,"2012Z1.raw..fastq","Hangzhou Bay sediment metagenome 20122014","metagenome","WGS","asia","China",30.425,121.042,"mgp18266"
"mgm4700824","aquatic biome","marine feature","sediment","sediment",NA,"2014Z1.raw..fastq","Hangzhou Bay sediment metagenome 20122014","metagenome","WGS","asia","China",30.425,121.042,"mgp18266"
"mgm4705090","aquatic biome","freshwater habitat","fresh water","water",NA,"mockrare2Dpass","Experimental Metagenome on MinION","metagenome","WGS",NA,"USA",37.544717,-77.454775,"mgp12307"
"mgm4709382","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"SO_MO","H2AD","metagenome","WGS","europe","United Kingdom",50.9339,-1.4107,"mgph2ad"
"mgm4709383","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"NAB_FT","H2AD","metagenome","WGS","europe","United Kingdom",53.96,-1.0873,"mgph2ad"
"mgm4709384","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"NAB_GR","H2AD","metagenome","WGS","europe","United Kingdom",53.96,-1.0873,"mgph2ad"
"mgm4709385","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"BMS_MO","H2AD","metagenome","WGS","europe","United Kingdom",53.3811,-1.4701,"mgph2ad"
"mgm4709386","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"SO_GR","H2AD","metagenome","WGS","europe","United Kingdom",50.9339,-1.4107,"mgph2ad"
"mgm4709387","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"SO_FT","H2AD","metagenome","WGS","europe","United Kingdom",50.9339,-1.4107,"mgph2ad"
"mgm4709388","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"BMS_GR","H2AD","metagenome","WGS","europe","United Kingdom",53.3811,-1.4701,"mgph2ad"
"mgm4709390","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"NAB_BB","H2AD","metagenome","WGS","europe","United Kingdom",53.96,-1.0873,"mgph2ad"
"mgm4709391","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"BMS_BB","H2AD","metagenome","WGS","europe","United Kingdom",53.3811,-1.4701,"mgph2ad"
"mgm4709392","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"BMS_FT","H2AD","metagenome","WGS","europe","United Kingdom",53.3811,-1.4701,"mgph2ad"
"mgm4709393","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"NAB_MO","H2AD","metagenome","WGS","europe","United Kingdom",53.96,-1.0873,"mgph2ad"
"mgm4709394","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"SO_BB","H2AD","metagenome","WGS","europe","United Kingdom",50.9339,-1.4107,"mgph2ad"
"mgm4711610","aquatic biome","aerobic bioreactor","sludge","wastewater|sludge",NA,"OS120150102","Coking Wastewater Sludge metagenome","metagenome","WGS",NA,"China",39.9075,116.3972,"mgp19238"
"mgm4711611","aquatic biome","aerobic bioreactor","sludge","wastewater|sludge",NA,"OS220150102","Coking Wastewater Sludge metagenome","metagenome","WGS",NA,"China",39.9075,116.3972,"mgp19238"
"mgm4711612","aquatic biome","anaerobic bioreactor","anaerobic sludge","wastewater|sludge",NA,"AnS220150102","Coking Wastewater Sludge metagenome","metagenome","WGS",NA,"China",39.9075,116.3972,"mgp19238"
"mgm4715759","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715759.3","AD.INF.READ1","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715760","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715760.3","ZR.INF.READ1","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715761","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715761.3","BE.INF.READ2","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715762","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715762.3","TU.INF.READ2","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715763","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715763.3","MN.INF.READ1","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715764","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715764.3","EM.INF.READ2","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715765","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715765.3","FD.INF.READ1","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715766","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715766.3","MN.INF.READ2","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715767","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715767.3","TG.INF.READ2","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715768","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715768.3","FR.INF.READ1","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715769","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715769.3","FR.INF.READ2","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715770","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715770.3","TE.INF.READ1","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715771","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715771.3","WT.INF.READ2","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715772","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715772.3","AH.INF.READ2","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715773","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715773.3","TG.INF.READ1","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715774","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715774.3","AD.INF.READ2","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715775","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715775.3","FD.INF.READ2","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715776","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715776.3","TE.INF.READ2","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715777","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715777.3","AH.INF.READ1","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715778","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715778.3","WT.INF.READ1","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715779","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715779.3","BE.INF.READ1","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715780","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715780.3","TU.INF.READ1","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715781","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715781.3","ZR.INF.READ2","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715782","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715782.3","EM.INF.READ1","Resistflow-influent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19765"
"mgm4715843","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715843.3","TE.EFF.READ1","Resistflow-effluent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19773"
"mgm4715845","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715845.3","AD.EFF.READ2","Resistflow-effluent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19773"
"mgm4715847","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715847.3","TG.EFF.READ2","Resistflow-effluent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19773"
"mgm4715849","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715849.3","EM.EFF.READ1","Resistflow-effluent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19773"
"mgm4715852","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715852.3","TU.EFF.READ2","Resistflow-effluent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19773"
"mgm4715854","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715854.3","FR.EFF.READ2","Resistflow-effluent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19773"
"mgm4715856","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715856.3","ZR.EFF.READ1","Resistflow-effluent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19773"
"mgm4715858","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715858.3","AH.EFF.READ1","Resistflow-effluent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19773"
"mgm4715868","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715868.3","EM.EFF.READ2","Resistflow-effluent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19773"
"mgm4715870","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715870.3","FD.EFF.READ2","Resistflow-effluent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19773"
"mgm4715872","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715872.3","TE.EFF.READ2","Resistflow-effluent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19773"
"mgm4715961","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715961.3","WT.NFC.READ2","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715962","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715962.3","AD.NFC.READ2","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715963","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715963.3","BE.NFC.READ1","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715964","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715964.3","WT.NFC.READ1","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715965","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715965.3","BE.NFC.READ2","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715966","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715966.3","EM.NFC.READ2","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715967","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715967.3","AH.NFC.READ1","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715968","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715968.3","TU.NFC.READ1","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715969","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715969.3","FR.NFC.READ2","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715970","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715970.3","FD.NFC.READ1","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715971","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715971.3","MN.NFC.READ1","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715972","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715972.3","TE.NFC.READ1","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715973","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715973.3","AD.NFC.READ1","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715974","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715974.3","TU.NFC.READ2","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715975","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715975.3","EM.NFC.READ1","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715976","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715976.3","MN.NFC.READ2","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715977","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715977.3","ZR.NFC.READ1","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715978","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715978.3","FD.NFC.READ2","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715979","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715979.3","FR.NFC.READ1","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715980","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715980.3","TE.NFC.READ2","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715981","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715981.3","AH.NFC.READ2","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4715982","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4715982.3","ZR.NFC.READ2","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4716114","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4716114.3","TG.NFC.READ2","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4716115","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4716115.3","TG.NFC.READ1","Resistflow-nitrification","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19780"
"mgm4717073","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717073.3","TG.DNF.READ1","Resistflow-Denitrification Sludge","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19899"
"mgm4717074","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717074.3","TU.DNF.READ1","Resistflow-Denitrification Sludge","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19899"
"mgm4717076","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717076.3","MN.DNF.READ1","Resistflow-Denitrification Sludge","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19899"
"mgm4717081","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717081.3","TU.DNF.READ2","Resistflow-Denitrification Sludge","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19899"
"mgm4717083","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717083.3","AH.DNF.READ1","Resistflow-Denitrification Sludge","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19899"
"mgm4717085","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717085.3","FD.DNF.READ2","Resistflow-Denitrification Sludge","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19899"
"mgm4717087","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717087.3","TE.DNF.READ2","Resistflow-Denitrification Sludge","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19899"
"mgm4717089","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717089.3","TE.DNF.READ1","Resistflow-Denitrification Sludge","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19899"
"mgm4717090","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717090.3","WT.DNF.READ1","Resistflow-Denitrification Sludge","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19899"
"mgm4717092","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717092.3","AH.DNF.READ2","Resistflow-Denitrification Sludge","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19899"
"mgm4717093","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717093.3","FR.DNF.READ1","Resistflow-Denitrification Sludge","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19899"
"mgm4717094","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717094.3","TG.DNF.READ2","Resistflow-Denitrification Sludge","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19899"
"mgm4717096","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717096.3","ZR.DNF.READ1","Resistflow-Denitrification Sludge","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19899"
"mgm4717098","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717098.3","MN.DNF.READ2","Resistflow-Denitrification Sludge","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19899"
"mgm4717101","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717101.3","EM.DNF.READ1","Resistflow-Denitrification Sludge","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19899"
"mgm4717103","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717103.3","AD.DNF.READ2","Resistflow-Denitrification Sludge","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19899"
"mgm4717105","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717105.3","WT.DNF.READ2","Resistflow-Denitrification Sludge","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19899"
"mgm4717107","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717107.3","ZR.DNF.READ2","Resistflow-Denitrification Sludge","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19899"
"mgm4717109","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717109.3","FR.DNF.READ2","Resistflow-Denitrification Sludge","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19899"
"mgm4717156","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717156.3","MN.EFF.READ2","Resistflow-effluent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19773"
"mgm4717157","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717157.3","FR.EFF.READ1","Resistflow-effluent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19773"
"mgm4717158","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717158.3","BE.EFF.READ1","Resistflow-effluent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19773"
"mgm4717159","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717159.3","MN.EFF.READ1","Resistflow-effluent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19773"
"mgm4717160","aquatic biome","wastewater treatment plant","water","wastewater|sludge","mgm4717160.3","BE.EFF.READ2","Resistflow-effluent","metagenome","WGS","europe","Switzerland",46.8182,8.2275,"mgp19773"
