"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4754631","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.29","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
"mgm4754632","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.19","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
"mgm4754633","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.26","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
"mgm4754634","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.28","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
"mgm4754635","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.25","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
"mgm4755556","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.30","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
"mgm4766430","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.36","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
"mgm4766431","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.33","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
"mgm4766432","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.40","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
"mgm4766433","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.32","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
"mgm4766434","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.39","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
"mgm4766435","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.35","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
"mgm4766436","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.34","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
"mgm4766437","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.38","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
"mgm4766438","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.37","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
"mgm4766439","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.31","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
