samples,feature,material,env.package,metagenome_taxonomy,sample_name,project_name,investigation_type,sequence_type,continent,country,latitude,longitude,raw_biome,project_id,life_style,habitat,biosphere,ecosystem
mgm4533800,estuary,fresh water,water,NA,PK14_lane5_index18_GTCCGC_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.224333,-123.74,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533801,estuary,fresh water,water,NA,PK14_lane4_index18_GTCCGC_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.224333,-123.74,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533803,estuary,fresh water,water,NA,PK14_lane4_index18_GTCCGC_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.224333,-123.74,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533804,estuary,fresh water,water,NA,PK14_lane4_index18_GTCCGC_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.224333,-123.74,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533805,estuary,fresh water,water,NA,PK14_lane5_index18_GTCCGC_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.224333,-123.74,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533806,estuary,fresh water,water,NA,PK1_lane4_index01_ATCACG_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.25,-123.66,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533809,estuary,fresh water,water,NA,PK1_lane4_index01_ATCACG_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.25,-123.66,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533810,estuary,fresh water,water,NA,PK1_lane5_index01_ATCACG_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.25,-123.66,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533812,estuary,fresh water,water,NA,PK1_lane5_index01_ATCACG_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.25,-123.66,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533813,estuary,fresh water,water,NA,PK1_lane4_index01_ATCACG_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.25,-123.66,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
