"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","PI_lastname","seq_method","biosphere","ecosystem"
"mgm4535416","organic feature","feces","host-associated",NA,"IND.DR46_CTTGTA_L007.combined.trimmed.fa.renamed","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535417","organic feature","feces","host-associated",NA,"IND.DR47_AGTCAA_L007.combined.trimmed.fa.renamed","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535418","organic feature","feces","host-associated",NA,"IND.DR48_AGTTCC_L007.combined.trimmed.fa.renamed","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535419","organic feature","feces","host-associated",NA,"IND.DR52_GTGAAA_L007.combined.trimmed.fa.renamed","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535420","organic feature","feces","host-associated",NA,"IND.DR53_ATCACG_L007.combined.trimmed.fa.renamed","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535421","organic feature","feces","host-associated",NA,"IND.DR54_TTAGGC_L007.combined.trimmed.fa.renamed","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535422","organic feature","feces","host-associated",NA,"IND.DR58_GGCTAC_L008.combined.trimmed.fa.renamed","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535423","organic feature","feces","host-associated",NA,"IND.DR59_GTGGCC_L008.combined.trimmed.fa.renamed","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535424","organic feature","feces","host-associated",NA,"IND.DR60_GTTTCG_L008.combined.trimmed.fa.renamed","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535425","organic feature","feces","host-associated",NA,"IND.DR64_ATTCCT_L008.combined.trimmed.fa.renamed","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535426","organic feature","feces","host-associated",NA,"IND.DR65_CGATGT_L008.combined.trimmed.fa.renamed","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535427","organic feature","feces","host-associated",NA,"IND.DR66_TGACCA_L008.combined.trimmed.fa.renamed","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535523","organic feature","feces","host-associated",NA,"total-final-contigs.1.renamed","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535747","organic feature","feces","host-associated",NA,"tot.DR10_ACTTGA_L003.combined","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535748","organic feature","feces","host-associated",NA,"tot.DR11_CGATGT_L003.combined","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535749","organic feature","feces","host-associated",NA,"tot.DR12_GATCAG_L003.combined","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535750","organic feature","feces","host-associated",NA,"tot.DR13_GCCAAT_L004.combined","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535751","organic feature","feces","host-associated",NA,"tot.DR14_ACTTGA_L004.combined","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535752","organic feature","feces","host-associated",NA,"tot.DR16_CGTACG_L004.combined","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535753","organic feature","feces","host-associated",NA,"tot.DR17_CGATGT_L005.combined","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535754","organic feature","feces","host-associated",NA,"tot.DR18_TGACCA_L005.combined","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535755","organic feature","feces","host-associated",NA,"tot.DR1_ACAGTG_L001.combined","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535915","organic feature","feces","host-associated",NA,"tot.DR15_TTAGGC_L004.combined","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535927","organic feature","feces","host-associated",NA,"tot.DR2_GTGAAA_L001.combined","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535928","organic feature","feces","host-associated",NA,"tot.DR3_GCCAAT_L001.combined","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535929","organic feature","feces","host-associated",NA,"tot.DR4_CTTGTA_L001.combined","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535930","organic feature","feces","host-associated",NA,"tot.DR5_CAGATC_L002.combined","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535931","organic feature","feces","host-associated",NA,"tot.DR6_GGCTAC_L002.combined","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535932","organic feature","feces","host-associated",NA,"tot.DR7_ATCACG_L002.combined","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535933","organic feature","feces","host-associated",NA,"tot.DR8_GAGTGG_L002.combined","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4535934","organic feature","feces","host-associated",NA,"tot.DR9_TGACCA_L003.combined","Diet Virome - Part II","metagenome","WGS",NA,"USA",14.7897,-87.5997,"terrestrial biome","mgp5882","host-associated","animal_feces","chang","illumina","terrestrial","animal_host-associated"
"mgm4536596","livestock-associated habitat","bodily fluid","host-associated",NA,"2DJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536597","livestock-associated habitat","bodily fluid","host-associated",NA,"2IL","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536598","livestock-associated habitat","bodily fluid","host-associated",NA,"2MJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536599","livestock-associated habitat","bodily fluid","host-associated",NA,"2RU","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536600","livestock-associated habitat","bodily fluid","host-associated",NA,"3DJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536601","livestock-associated habitat","bodily fluid","host-associated",NA,"3MJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536602","livestock-associated habitat","bodily fluid","host-associated",NA,"3RU","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536603","livestock-associated habitat","bodily fluid","host-associated",NA,"4DJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536604","livestock-associated habitat","bodily fluid","host-associated",NA,"4IL","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536605","livestock-associated habitat","bodily fluid","host-associated",NA,"4MJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536606","livestock-associated habitat","bodily fluid","host-associated",NA,"4RU","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536607","livestock-associated habitat","bodily fluid","host-associated",NA,"5DJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536608","livestock-associated habitat","bodily fluid","host-associated",NA,"5IL","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536609","livestock-associated habitat","bodily fluid","host-associated",NA,"5MJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536610","livestock-associated habitat","bodily fluid","host-associated",NA,"5RU","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536611","livestock-associated habitat","bodily fluid","host-associated",NA,"7DJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536612","livestock-associated habitat","bodily fluid","host-associated",NA,"7IL","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536613","livestock-associated habitat","bodily fluid","host-associated",NA,"7MJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536614","livestock-associated habitat","bodily fluid","host-associated",NA,"7RU","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536840","livestock-associated habitat","bodily fluid","host-associated",NA,"10DJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536841","livestock-associated habitat","bodily fluid","host-associated",NA,"10IL","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536842","livestock-associated habitat","bodily fluid","host-associated",NA,"10MJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536843","livestock-associated habitat","bodily fluid","host-associated",NA,"10RU","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536844","livestock-associated habitat","bodily fluid","host-associated",NA,"12DJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536845","livestock-associated habitat","bodily fluid","host-associated",NA,"12IL","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536846","livestock-associated habitat","bodily fluid","host-associated",NA,"12MJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536847","livestock-associated habitat","bodily fluid","host-associated",NA,"12RU","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536848","livestock-associated habitat","bodily fluid","host-associated",NA,"13DJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536849","livestock-associated habitat","bodily fluid","host-associated",NA,"13IL","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536850","livestock-associated habitat","bodily fluid","host-associated",NA,"8DJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536851","livestock-associated habitat","bodily fluid","host-associated",NA,"8IL","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536852","livestock-associated habitat","bodily fluid","host-associated",NA,"8MJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536853","livestock-associated habitat","bodily fluid","host-associated",NA,"8RU","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536854","livestock-associated habitat","bodily fluid","host-associated",NA,"9DJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536855","livestock-associated habitat","bodily fluid","host-associated",NA,"9IL","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536856","livestock-associated habitat","bodily fluid","host-associated",NA,"9MJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4536857","livestock-associated habitat","bodily fluid","host-associated",NA,"9RU","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537106","livestock-associated habitat","bodily fluid","host-associated",NA,"13MJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537107","livestock-associated habitat","bodily fluid","host-associated",NA,"13RU","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537108","livestock-associated habitat","bodily fluid","host-associated",NA,"14DJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537109","livestock-associated habitat","bodily fluid","host-associated",NA,"14IL","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537110","livestock-associated habitat","bodily fluid","host-associated",NA,"14MJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537111","livestock-associated habitat","bodily fluid","host-associated",NA,"14RU","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537119","livestock-associated habitat","bodily fluid","host-associated",NA,"17RU","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537120","livestock-associated habitat","bodily fluid","host-associated",NA,"18DJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537121","livestock-associated habitat","bodily fluid","host-associated",NA,"18IL","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537122","livestock-associated habitat","bodily fluid","host-associated",NA,"18MJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537123","livestock-associated habitat","bodily fluid","host-associated",NA,"18RU","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537124","livestock-associated habitat","bodily fluid","host-associated",NA,"21DJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537125","livestock-associated habitat","bodily fluid","host-associated",NA,"21IL","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537126","livestock-associated habitat","bodily fluid","host-associated",NA,"21MJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537127","livestock-associated habitat","bodily fluid","host-associated",NA,"21RU","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537128","livestock-associated habitat","bodily fluid","host-associated",NA,"22DJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537129","livestock-associated habitat","bodily fluid","host-associated",NA,"22IL","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537130","livestock-associated habitat","bodily fluid","host-associated",NA,"22MJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537131","livestock-associated habitat","bodily fluid","host-associated",NA,"22RU","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537132","livestock-associated habitat","bodily fluid","host-associated",NA,"23DJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537133","livestock-associated habitat","bodily fluid","host-associated",NA,"23IL","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537134","livestock-associated habitat","bodily fluid","host-associated",NA,"23MJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537135","livestock-associated habitat","bodily fluid","host-associated",NA,"23RU","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537136","livestock-associated habitat","bodily fluid","host-associated",NA,"24DJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537137","livestock-associated habitat","bodily fluid","host-associated",NA,"24IL","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537138","livestock-associated habitat","bodily fluid","host-associated",NA,"24MJ","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537139","livestock-associated habitat","bodily fluid","host-associated",NA,"24RU","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4537190","grassland","Soil","soil",NA,"Roth-Chitin-Control-0x20A","METASOIL","metagenome","WGS",NA,"United Kingdom",51.481481,0.222231,"terrestrial biome","mgp6111","free-living","grassland","simonet","454","terrestrial","soil"
"mgm4537191","grassland","Soil","soil",NA,"Roth-Chitin-Control-0x20B","METASOIL","metagenome","WGS",NA,"United Kingdom",51.481481,0.222231,"terrestrial biome","mgp6111","free-living","grassland","simonet","454","terrestrial","soil"
"mgm4537192","grassland","Soil","soil",NA,"Roth-Chitin-High-10x20A","METASOIL","metagenome","WGS",NA,"United Kingdom",51.481481,0.222231,"terrestrial biome","mgp6111","free-living","grassland","simonet","454","terrestrial","soil"
"mgm4537193","grassland","Soil","soil",NA,"Roth-Chitin-High-10x20B","METASOIL","metagenome","WGS",NA,"United Kingdom",51.481481,0.222231,"terrestrial biome","mgp6111","free-living","grassland","simonet","454","terrestrial","soil"
"mgm4537194","grassland","Soil","soil",NA,"Roth-Chitin-Low-1x20A","METASOIL","metagenome","WGS",NA,"United Kingdom",51.481481,0.222231,"terrestrial biome","mgp6111","free-living","grassland","simonet","454","terrestrial","soil"
"mgm4537195","grassland","Soil","soil",NA,"Roth-Chitin-Low-1x20B","METASOIL","metagenome","WGS",NA,"United Kingdom",51.481481,0.222231,"terrestrial biome","mgp6111","free-living","grassland","simonet","454","terrestrial","soil"
"mgm4537983","anaerobic bioreactor","anaerobic sediment","wastewater|sludge",NA,"Alkaline reactor (R2-060613-1-2-MGRDefaultOpt)","Anaerobic Alkaline Reactor","metagenome","WGS",NA,"Germany",52.0395566,8.4931645,"terrestrial biome","mgp6226","free-living","anaerobic_sediment","nolla","ion torrent","terrestrial","sediment"
"mgm4540098","biofilm","waste water","wastewater|sludge",NA,"UK MFC anode singletons","Oki_anode","metagenome","WGS",NA,"United Kingdom",55.9531,-3.1889,"terrestrial biome","mgp6479","free-living","sludge","goryanin","454","freshwater","wastewater"
"mgm4540099","biofilm","waste water","wastewater|sludge",NA,"Okinawa MFC anode singletons","Oki_anode","metagenome","WGS",NA,"Japan",26.2124013055556,127.680931694444,"terrestrial biome","mgp6480","free-living","sludge","goryanin","454","freshwater","wastewater"
"mgm4540100","sewage plant","waste water","wastewater|sludge",NA,"Okinawa AD sludge contigs","Oki_anode","metagenome","WGS",NA,"Japan",26.2124013055556,127.680931694444,"terrestrial biome","mgp6481","free-living","sewage","goryanin","454","freshwater","wastewater"
"mgm4540109","sewage plant","waste water","wastewater|sludge",NA,"Okinawa AD sludge singletons","Oki_anode","metagenome","WGS",NA,"Japan",26.2124013055556,127.680931694444,"terrestrial biome","mgp6485","free-living","sewage","goryanin","454","freshwater","wastewater"
"mgm4540190","biofilm","waste water","wastewater|sludge",NA,"Okinawa MFC anode felt singletons","Oki_anode","metagenome","WGS",NA,"Japan",26.2124013055556,127.680931694444,"terrestrial biome","mgp6509","free-living","sludge","goryanin","454","freshwater","wastewater"
"mgm4540191","biofilm","waste water","wastewater|sludge",NA,"Okinawa MFC anode granules singletons","Oki_anode","metagenome","WGS",NA,"Japan",26.2124013055556,127.680931694444,"terrestrial biome","mgp6509","free-living","sludge","goryanin","454","freshwater","wastewater"
