"samples","file_size","total_number_of_reads","GC_content","total_number_of_bases","complete_sequence_length","average_read_size","read_size_mode","read_size_median","lowest_read_size","highest_read_size","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_method"
"mgm4454153",101346673,252763,0.533756126350327,93622013,93622013,370.39445251085,477,401,50,611,"free-living","freshwater","freshwater","freshwater_biofilm","United States of America","Project for: pink berry consortia metagenome - Roche 454 data",41.575836,-70.639233,"wilbanks","454"
"mgm4454183",108554270,271497,0.48519303678685,100248949,100248949,369.245144513567,480,398,50,646,"free-living","marine","saline_water","saline_water_biofilm","USA","Green_berry_reads",41.575836,-70.639233,"wilbanks","454"
"mgm4454501",20518550,43726,0.475783640189998,19217876,19217876,439.506838036866,481,458,151,637,"free-living","marine","saline_water","coastal_seawater","Brazil","Guanabara Bay Metagenome",-22.923242,-43.145186,"thompson","454"
"mgm4454502",7516388,15960,0.456466687304059,7048694,7048694,441.647493734336,484,462,78,638,"free-living","marine","saline_water","estuarine_seawater","Brazil","Guanabara Bay Metagenome",-22.864633,-43.160464,"thompson","454"
"mgm4454503",1664388,3664,0.511969621077975,1559239,1559239,425.556495633188,482,449.5,79,603,"free-living","marine","saline_water","estuarine_seawater","Brazil","Guanabara Bay Metagenome",-22.830467,-43.246569,"thompson","454"
"mgm4454504",10300394,21793,0.494383036972533,9657710,9657710,443.156518148029,484,462,148,606,"free-living","marine","saline_water","coastal_seawater","Brazil","Guanabara Bay Metagenome",-22.923242,-43.145186,"thompson","454"
"mgm4454505",4146963,8823,0.456867743023681,3892203,3892203,441.142808568514,473,461,81,588,"free-living","marine","saline_water","estuarine_seawater","Brazil","Guanabara Bay Metagenome",-22.864633,-43.160464,"thompson","454"
"mgm4454506",1975727,4321,0.522465535166957,1851525,1851525,428.49456144411,496,455,87,565,"free-living","marine","saline_water","estuarine_seawater","Brazil","Guanabara Bay Metagenome",-22.830467,-43.246569,"thompson","454"
"mgm4454686",4404143,9104,0.5735486089412,4141234,4141234,454.880711775044,489,476,150,610,"free-living","marine","saline_water","coastal_seawater","Brazil","Guanabara Bay Metagenome",-22.923242,-43.145186,"thompson","454"
"mgm4454687",2334534,4836,0.549690557106528,2195397,2195397,453.969602977668,492,475,92,613,"free-living","marine","saline_water","estuarine_seawater","Brazil","Guanabara Bay Metagenome",-22.864633,-43.160464,"thompson","454"
"mgm4454689",1695074,3550,0.443297299638282,1593231,1593231,448.797464788732,502,466,152,615,"free-living","marine","saline_water","coastal_seawater","Brazil","Guanabara Bay Metagenome",-22.923242,-43.145186,"thompson","454"
"mgm4454693",6914675,14430,0.427968086268048,6492879,6492879,449.956964656965,492,468,150,618,"free-living","marine","saline_water","coastal_seawater","Brazil","Guanabara Bay Metagenome",-22.923242,-43.145186,"thompson","454"
"mgm4454695",2649068,5490,0.424588462704213,2490965,2490965,453.727686703097,508,474,81,599,"free-living","marine","saline_water","estuarine_seawater","Brazil","Guanabara Bay Metagenome",-22.864633,-43.160464,"thompson","454"
"mgm4454699",3077837,6531,0.491972957680188,2889545,2889545,442.435308528556,474,462,155,586,"free-living","marine","saline_water","coastal_seawater","Brazil","Guanabara Bay Metagenome",-22.923242,-43.145186,"thompson","454"
"mgm4454700",1295237,2734,0.469244686777458,1217058,1217058,445.156547183614,497,465,107,580,"free-living","marine","saline_water","estuarine_seawater","Brazil","Guanabara Bay Metagenome",-22.864633,-43.160464,"thompson","454"
"mgm4454703",1803202,3816,0.463509176952667,1693645,1693645,443.827306079665,493,463,171,597,"free-living","marine","saline_water","coastal_seawater","Brazil","Guanabara Bay Metagenome",-22.923242,-43.145186,"thompson","454"
"mgm4460178",75413526,195902,0.438445867679354,69451641,69451641,354.522368327021,408,376,50,632,"free-living","marine","saline_water","estuarine_seawater","United States of America","Puget Sound",48.016667,-122.300556,"faustman","454"
"mgm4460179",58656334,152490,0.434695139196736,54040204,54040204,354.38523181848,461,376,50,639,"free-living","marine","saline_water","estuarine_seawater","United States of America","Puget Sound",48.368056,-122.716667,"faustman","454"
"mgm4460180",66290769,171302,0.443686091743071,61091480,61091480,356.630278689099,428,378,50,684,"free-living","marine","saline_water","estuarine_seawater","United States of America","Puget Sound",47.700556,-122.450556,"faustman","454"
"mgm4460182",63917001,166022,0.436296614399772,58881376,58881376,354.660081194059,467,376,50,642,"free-living","marine","saline_water","estuarine_seawater","United States of America","Puget Sound",47.333333,-122.434722,"faustman","454"
"mgm4460188",166859095,428293,0.433681188454623,153693104,153693104,358.850375794141,408,381,50,698,"free-living","marine","saline_water","estuarine_seawater","United States of America","Puget Sound",47.883333,-122.366667,"faustman","454"
"mgm4460189",94795512,239579,0.469644123294456,87479651,87479651,365.13906060214,456,388,50,628,"free-living","marine","saline_water","estuarine_seawater","United States of America","Puget Sound",47.683889,-122.406944,"faustman","454"
"mgm4460676",164321121,347477,0.422834716979207,153659982,153659982,442.216267551521,504,482,50,664,"free-living","marine","saline_water","coastal_seawater","Pacific Ocean","Peru OMZ - Meteor Cruise M77/3",-12.37444,-77,"laroche","454"
"mgm4461341",28150899,140735,0.520271146419343,23899117,23899117,169.816442249618,238,174,60,322,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",32.736585,-117.151475,"Gordon","454"
"mgm4461342",7312744,28617,0.468257789638728,6465287,6465287,225.924695111297,241,239,60,327,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461343",13136072,51692,0.538600694325273,11596294,11596294,224.334403776213,236,233,60,323,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461344",7281822,31365,0.500386574140764,6351951,6351951,202.517168818747,240,228,60,332,"host-associated","terrestrial","animal_host-associated","animal_feces","Namibia","muegge_mammals_paper_mammal_samples_MG",22.9576,18.4904,"Gordon","454"
"mgm4461345",19532035,45513,0.533153857054774,18177704,18177704,399.395864917716,482,451,60,615,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",32.736585,-117.151475,"Gordon","454"
"mgm4461346",22591623,51663,0.507119244398701,21052796,21052796,407.502390492228,483,456,60,610,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",39.55005,-105.782067,"Gordon","454"
"mgm4461347",30242793,68712,0.435194622959472,28192460,28192460,410.298928862499,493,455,60,610,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461348",8826409,36887,0.509735808405634,7730791,7730791,209.580367066988,231,227,60,327,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461349",21934003,94132,0.527950000342554,19121091,19121091,203.130614456295,236,229,60,355,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461350",16270348,64279,0.474031358706345,14352888,14352888,223.290468115559,241,238,60,334,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461351",12685091,51390,0.522903439868508,11154438,11154438,217.054640980736,236,229,60,313,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461352",26826860,107380,0.533079504546766,23609090,23609090,219.86487241572,235,233,60,370,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461353",16591020,65844,0.472448217709354,14626767,14626767,222.142746491708,233,233,60,361,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461354",6754613,19274,0.557008987209223,6187349,6187349,321.020493929646,480,382,60,591,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461355",16625483,67089,0.510678635719451,14623825,14623825,217.976493911073,239,233,60,331,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461356",16986834,65146,0.479848248141092,15043506,15043506,230.919872286863,247,242,60,340,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461357",17074511,68066,0.498609508547222,15043602,15043602,221.014926688802,236,233,60,356,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461358",11332588,53510,0.531956116951772,9738339,9738339,181.991011025976,228,210,60,314,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461360",4555039,24880,0.546045213344563,3819713,3819713,153.525442122187,231,142,60,307,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461361",24008520,98730,0.533968549482627,21057714,21057714,213.285870556062,236,230,60,333,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.646991,-90.224967,"Gordon","454"
"mgm4461362",17559864,68117,0.462907537546757,15527373,15527373,227.95150990208,239,238,60,334,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461363",10347065,41947,0.531056988977777,9099707,9099707,216.933439816912,234,231,60,332,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",32.736585,-117.151475,"Gordon","454"
"mgm4461364",16731714,64888,0.514199005528588,14796001,14796001,228.023686968315,239,237,60,332,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461365",5498573,22018,0.511229139277705,4849125,4849125,220.234580797529,235,235,60,333,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461366",3532042,14105,0.494538430990057,3119891,3119891,221.190428925913,236,237,60,320,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461367",32481485,73243,0.505760174375952,30295003,30295003,413.623185833459,486,462,60,636,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461368",7782044,32713,0.50736311502978,6811723,6811723,208.226790572555,235,228,60,315,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461369",5704935,22584,0.479169370847718,5038494,5038494,223.100159404888,234,234,60,336,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461370",6793689,29162,0.532402738663384,5929900,5929900,203.343392085591,239,228,60,335,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461371",24929941,56315,0.496886577438043,23251582,23251582,412.884346976827,479,462,60,611,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461372",18080988,69022,0.533336845299015,16021417,16021417,232.120439859755,246,242,60,354,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461374",22071512,50296,0.534516675360611,20573708,20573708,409.052568792747,478,456,60,601,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461376",16026904,38529,0.413735542717853,14882033,14882033,386.255366087882,491,430,60,612,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461377",12766551,48818,0.487656010827116,11313077,11313077,231.739870539555,241,240,60,349,"host-associated","terrestrial","animal_host-associated","animal_feces","Namibia","muegge_mammals_paper_mammal_samples_MG",22.9576,18.4904,"Gordon","454"
"mgm4461378",11359408,43610,0.475990112269057,10062167,10062167,230.730726897501,245,241,60,353,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461379",7290321,31929,0.492927683719666,6343537,6343537,198.676344389113,234,224,60,355,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461380",24920962,59083,0.528850118814876,23159558,23159558,391.983447015216,475,445,60,621,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",32.736585,-117.151475,"Gordon","454"
"mgm4461383",6498450,25679,0.498622451771002,5739182,5739182,223.497098796682,242,236,60,345,"host-associated","terrestrial","animal_host-associated","animal_feces","United States of America","muegge_mammals_paper_mammal_samples_MG",38.633556,-90.29137,"Gordon","454"
"mgm4461444",13548297,44068,0.414317886391526,12237309,12237309,277.691499500772,301,285,50,634,"free-living","marine","saline_water","coastal_seawater","Brazil","Arenosclera_brasiliensis_metagenome",-22.738705,-41.874604,"thompson","454"
"mgm4461451",20627533,69880,0.450364426357131,18542155,18542155,265.342801946193,281,272,50,563,"host-associated","marine","animal_host-associated","sponge","Brazil","Arenosclera_brasiliensis_metagenome",-22.738705,-41.874604,"thompson","454"
"mgm4461452",35678544,116151,0.435629647919984,32188592,32188592,277.127119008876,305,286,50,612,"host-associated","marine","animal_host-associated","sponge","Brazil","Arenosclera_brasiliensis_metagenome",-22.738705,-41.874604,"thompson","454"
"mgm4461453",40318776,129824,0.453708150850141,36404951,36404951,280.417727076658,322,290,50,557,"host-associated","marine","animal_host-associated","sponge","Brazil","Arenosclera_brasiliensis_metagenome",-22.738705,-41.874604,"thompson","454"
"mgm4461454",24576298,83235,0.436590569667525,22090271,22090271,265.396419775335,295,272,50,569,"host-associated","marine","animal_host-associated","sponge","Brazil","Arenosclera_brasiliensis_metagenome",-22.738705,-41.874604,"thompson","454"
"mgm4461455",50173479,163235,0.442690066458032,45223879,45223879,277.047685851686,300,286,50,575,"host-associated","marine","animal_host-associated","sponge","Brazil","Arenosclera_brasiliensis_metagenome",-22.738705,-41.874604,"thompson","454"
"mgm4461456",18381102,63030,0.436570502234679,16501250,16501250,261.799936538156,299,268,50,580,"host-associated","marine","animal_host-associated","sponge","Brazil","Arenosclera_brasiliensis_metagenome",-22.738705,-41.874604,"thompson","454"
"mgm4461588",148668416,341457,0.420321912197316,138193521,138193521,404.717200115974,490,443,50,648,"free-living","marine","saline_water","coastal_seawater","Pacific Ocean","Peru OMZ - Meteor Cruise M77/3",-12.37444,-77,"laroche","454"
"mgm4461593",12591168,31178,0.413900850080287,11666898,11666898,374.202899480403,479,414,50,656,"free-living","marine","saline_water","oceanic_seawater","Brazil","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago",0.933333333333333,-29.3666666666667,"b. moreira","454"
"mgm4461594",8273632,21525,0.407527794417658,7638944,7638944,354.88706155633,474,387,50,642,"free-living","marine","saline_water","oceanic_seawater","Brazil","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago",0.933333333333333,-29.3666666666667,"b. moreira","454"
"mgm4463925",10047893,22720,0.415473029621764,9377362,9377362,412.736003521127,493,464,50,672,"free-living","marine","saline_water","oceanic_seawater","Brazil","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago",0.933333333333333,-29.3666666666667,"b. moreira","454"
"mgm4463926",9014137,20821,0.403470002630774,8400570,8400570,403.466211997503,495,458,50,680,"free-living","marine","saline_water","oceanic_seawater","Brazil","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago",0.933333333333333,-29.3666666666667,"b. moreira","454"
"mgm4463927",5333975,13157,0.470253250473299,4950356,4950356,376.2526411796,472,416,50,637,"free-living","marine","saline_water","oceanic_seawater","Brazil","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago",0.933333333333333,-29.3666666666667,"b. moreira","454"
"mgm4463928",10355168,23036,0.464190474241453,9675177,9675177,420.002474387915,492,469,50,644,"free-living","marine","saline_water","oceanic_seawater","Brazil","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago",0.933333333333333,-29.3666666666667,"b. moreira","454"
"mgm4463929",6700343,16922,0.408364647716414,6203752,6203752,366.608675097506,460,403,50,641,"free-living","marine","saline_water","oceanic_seawater","Brazil","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago",0.933333333333333,-29.3666666666667,"b. moreira","454"
"mgm4463930",3232897,8200,0.413474343150887,2996198,2996198,365.39,483,400,50,638,"free-living","marine","saline_water","oceanic_seawater","Brazil","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago",0.933333333333333,-29.3666666666667,"b. moreira","454"
"mgm4463931",7117051,16217,0.407516020926201,6641626,6641626,409.547141888142,495,465,50,638,"free-living","marine","saline_water","oceanic_seawater","Brazil","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago",0.933333333333333,-29.3666666666667,"b. moreira","454"
"mgm4463932",5730319,14807,0.393014052579327,5297177,5297177,357.748159654218,471,394,50,638,"free-living","marine","saline_water","oceanic_seawater","Brazil","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago",0.933333333333333,-29.3666666666667,"b. moreira","454"
"mgm4463933",4366629,10239,0.396444396839431,4070533,4070533,397.551811700361,475,450,50,641,"free-living","marine","saline_water","oceanic_seawater","Brazil","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago",0.933333333333333,-29.3666666666667,"b. moreira","454"
"mgm4465558",87889954,257270,0.527846665676314,80025344,80025344,311.055871263653,409,315,100,631,"host-associated","terrestrial","plant_associated","rhizosphere","Spain","Fire at Holm-Oak Rhizosphere",36.95744,-3.46336,"fernandez-lopez","454"
"mgm4466148",4875208035,36738973,0.468683459259786,3673897269,3673897269,99.9999991562094,100,100,69,100,"host-associated","terrestrial","human_host-associated","human_feces","Finland","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy",60.44925,22.2592,"ley","illumina"
"mgm4466149",7122857687,53636066,0.460456910094786,5363606600,5363606600,100,100,100,100,100,"host-associated","terrestrial","human_host-associated","human_feces","Finland","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy",60.44925,22.2592,"ley","illumina"
"mgm4466163",13638967205,102609675,0.48006840855894,10260967500,10260967500,100,100,100,100,100,"host-associated","terrestrial","human_host-associated","human_feces","Finland","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy",60.44925,22.2592,"ley","illumina"
"mgm4466188",14712788167,110611805,0.46756380731695,11061180500,11061180500,100,100,100,100,100,"host-associated","terrestrial","human_host-associated","human_feces","Finland","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy",60.44925,22.2592,"ley","illumina"
"mgm4466194",10995155167,82753673,0.441699196239906,8275367300,8275367300,100,100,100,100,100,"host-associated","terrestrial","human_host-associated","human_feces","Finland","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy",60.44925,22.2592,"ley","illumina"
"mgm4466257",11492062540,86489755,0.467458215484597,8648975500,8648975500,100,100,100,100,100,"host-associated","terrestrial","human_host-associated","human_feces","Finland","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy",60.44925,22.2592,"ley","illumina"
"mgm4466582",10336818,26676,0.533441228310156,9547556,9547556,357.90808217124,408,379,60,585,"free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-17.7836944444444,-150.19974,"rohwer","454"
"mgm4466592",16034012,39726,0.543266344852659,14853300,14853300,373.893671650808,408,396,60,624,"free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-17.9118027777778,-150.21072,"rohwer","454"
"mgm4466596",8994328,23971,0.51615458175562,8286256,8286256,345.678361353302,408,364,60,582,"free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-17.9118027777778,-151.82739,"rohwer","454"
"mgm4466599",17932365,39006,0.476211941724015,16773290,16773290,430.018202327847,490,467,60,658,"free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-17.96,-151.81709,"rohwer","454"
"mgm4466602",15544564437,116829637,0.435965143502072,11682963700,11682963700,100,100,100,100,100,"host-associated","terrestrial","human_host-associated","human_feces","Finland","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy",60.44925,22.2592,"ley","illumina"
"mgm4466738",27590971,66557,0.523223439280816,25605359,25605359,384.713238276966,478,429,60,622,"free-living","marine","saline_water","coral_reef_seawater","USA","Pacific Reef Microbiomes",-17.983644,-160.00819,"rohwer","454"
"mgm4466742",17105714,38244,0.44245434339304,15969485,15969485,417.568376738835,487,462,60,641,"free-living","marine","saline_water","coral_reef_seawater","Kiribati","Global Microbialization on Reefs",0.81467,-157.4981,"rohwer","454"
"mgm4466809",12501010,29988,0.503733529237662,11612471,11612471,387.237261571295,469,427,60,629,"free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-20.514,-157.48945,"rohwer","454"
"mgm4466810",67320931,163434,0.519885734415977,62365235,62365235,381.592783631313,475,423,60,689,"free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-20.514,-154.95094,"rohwer","454"
"mgm4466812",18236426,48117,0.574194994278449,16804011,16804011,349.232308747428,408,372,60,622,"free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-20.514,-154.94452,"rohwer","454"
"mgm4466814",12602137,29216,0.466442435799529,11736713,11736713,401.722104326397,477,444,60,632,"free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-20.53,-155.87346,"rohwer","454"
"mgm4466820",38000926,82288,0.422741840878649,35543288,35543288,431.937682286603,500,467.5,60,672,"free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-20.53,-155.88002,"rohwer","454"
"mgm4466825",44478744,104414,0.567784096979337,41352974,41352974,396.048173616565,463,437,60,650,"free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-20.53,-159.34957,"rohwer","454"
"mgm4466841",60062090,131002,0.447364577701176,56111937,56111937,428.328857574694,493,469,60,691,"free-living","marine","saline_water","coral_reef_seawater","Kiribati","Global Microbialization on Reefs",0.79518,-159.3386,"rohwer","454"
"mgm4466845",17481787,42118,0.537997805826421,16229345,16229345,385.330381309654,480,428,60,653,"free-living","marine","saline_water","coral_reef_seawater","Kiribati","Pacific Reef Microbiomes",-20.57671667,-160.39212,"rohwer","454"
"mgm4467109",11307858310,85104755,0.443928061951415,8510475500,8510475500,100,100,100,100,100,"host-associated","terrestrial","human_host-associated","human_feces","Finland","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy",60.44925,22.2592,"ley","illumina"
"mgm4467420",2203997599,16654908,0.547148031078887,1665490800,1665490800,100,100,100,100,100,"free-living","freshwater","wastewater","sludge","Hong Kong","Stanley WWTP activated sludge sample",22.21,114.22,"zhang","illumina"
"mgm4469340",10818904822,73673568,0.580288031701653,8398786752,8398786752,114,114,114,114,114,"free-living","terrestrial","soil","permafrost","USA","Permafrost_thaw",64.677812,-157.833252,"hultman","illumina"
"mgm4469452",83459893,226406,0.387064259023164,76550868,76550868,338.113247882123,370,352,50,664,"free-living","marine","saline_water","hydrothermal_vent","Pacific Ocean","HulkHydrothermalVent",47.95,-129.0968333,"baross","454"
"mgm4469538",4464988496,30449642,0.621529081855469,3471259188,3471259188,114,114,114,114,114,"free-living","terrestrial","soil","permafrost","USA","Permafrost_thaw",64.677812,-157.833252,"hultman","illumina"
"mgm4469540",4542555653,30977308,0.621495777863556,3531413112,3531413112,114,114,114,114,114,"free-living","terrestrial","soil","permafrost","USA","Permafrost_thaw",64.677812,-157.833252,"hultman","illumina"
"mgm4469858",8140710458,61291799,0.400970009870325,6129179900,6129179900,100,100,100,100,100,"host-associated","terrestrial","human_host-associated","human_feces","Finland","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy",60.44925,22.2592,"ley","illumina"
"mgm4470009",5992048518,40837802,0.615537785997155,4655509428,4655509428,114,114,114,114,114,"free-living","terrestrial","soil","permafrost","USA","Permafrost_thaw",64.677812,-157.833252,"hultman","illumina"
"mgm4470010",5988252912,40811981,0.615899720119898,4652565834,4652565834,114,114,114,114,114,"free-living","terrestrial","soil","permafrost","USA","Permafrost_thaw",64.677812,-157.833252,"hultman","illumina"
"mgm4470253",2186717128,14951158,0.625449436231312,1704432012,1704432012,114,114,114,114,114,"free-living","terrestrial","soil","permafrost","USA","Permafrost_thaw",64.677812,-157.833252,"hultman","illumina"
"mgm4470254",2762355772,18867093,0.569761342504757,2150848602,2150848602,114,114,114,114,114,"free-living","terrestrial","soil","permafrost","USA","Permafrost_thaw",64.677812,-157.833252,"hultman","illumina"
"mgm4470255",2743394186,18738079,0.625086086194443,2136141006,2136141006,114,114,114,114,114,"free-living","terrestrial","soil","permafrost","USA","Permafrost_thaw",64.677812,-157.833252,"hultman","illumina"
"mgm4470315",3220468856,21983526,0.586755365909239,2506121964,2506121964,114,114,114,114,114,"free-living","terrestrial","soil","permafrost","USA","Permafrost_thaw",64.677812,-157.833252,"hultman","illumina"
"mgm4470378",5311547263,36208547,0.622594459171259,4127774358,4127774358,114,114,114,114,114,"free-living","terrestrial","soil","permafrost","USA","Permafrost_thaw",64.677812,-157.833252,"hultman","illumina"
"mgm4470381",5688657919,38773931,0.56596414170509,4420228134,4420228134,114,114,114,114,114,"free-living","terrestrial","soil","permafrost","USA","Permafrost_thaw",64.677812,-157.833252,"hultman","illumina"
"mgm4470382",5610917411,38245082,0.630538975561914,4359939348,4359939348,114,114,114,114,114,"free-living","terrestrial","soil","permafrost","USA","Permafrost_thaw",64.677812,-157.833252,"hultman","illumina"
"mgm4470906",135992427,378442,0.478065631022139,124371825,124371825,328.641707315784,350,338,100,606,"free-living","freshwater","freshwater","contaminated_water","Trinidad and Tobago","Hydrocarbon Metagenomics Project",10.239333,-61.604991,"caffrey","454"
"mgm4474351",3066580015,23141808,0.444706913596664,2313980288,2313980288,99.9913355084443,101,101,75,101,"host-associated","terrestrial","human_host-associated","human_feces","Finland","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy",60.44925,22.2592,"ley","illumina"
"mgm4474352",2071120708,15698082,0.498941701874826,1564146681,1564146681,99.6393496351975,101,101,75,101,"host-associated","terrestrial","human_host-associated","human_feces","Finland","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy",60.44925,22.2592,"ley","illumina"
