"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem","Realm.","Biome","Functional.group","file_size_in_bytes","total_reads","GC_content","read_mean_lenght","total_base_pairs","read_size_std","maximum_read_size","minimum_read_size"
"mgm4520388","plant-associated habitat","bulk soil","plant-associated",NA,"soil_S46_L001_R1_001","Merlot microbiome","metagenome","WGS","north america","United States of America","41.00945",-72.4943,"Udvardy biome","mgp4184","host-associated","agricultural_soil","terrestrial","soil","Terrestrial","Intensive land-use ","Annual croplands",13863201,44637,0.568056875660573,250.88164527186,11198604,0.433987012006901,251,241
"mgm4520389","plant-associated habitat","bulk soil","plant-associated",NA,"soil_S46_L001_R2_001","Merlot microbiome","metagenome","WGS","north america","United States of America","41.00945",-72.4943,"Udvardy biome","mgp4184","host-associated","agricultural_soil","terrestrial","soil","Terrestrial","Intensive land-use ","Annual croplands",1308512,4213,0.457841424946402,250.875385710895,1056938,0.674302299652788,251,242
"mgm4520390","plant-associated habitat","bulk soil","plant-associated",NA,"soil_S47_L001_R1_001","Merlot microbiome","metagenome","WGS","north america","United States of America","41.01444",-72.5284,"Udvardy biome","mgp4184","host-associated","agricultural_soil","terrestrial","soil","Terrestrial","Intensive land-use ","Annual croplands",16159459,52029,0.57073843966924,250.895116185204,13053822,0.406723437258837,251,242
"mgm4520391","plant-associated habitat","bulk soil","plant-associated",NA,"soil_S47_L001_R2_001","Merlot microbiome","metagenome","WGS","north america","United States of America","41.01444",-72.5284,"Udvardy biome","mgp4184","host-associated","agricultural_soil","terrestrial","soil","Terrestrial","Intensive land-use ","Annual croplands",1503293,4840,0.468509627857904,250.853925619835,1214133,0.666335328887491,251,243
"mgm4520392","plant-associated habitat","bulk soil","plant-associated",NA,"soil_S48_L001_R1_001","Merlot microbiome","metagenome","WGS","north america","United States of America","41.01534",-72.52817,"Udvardy biome","mgp4184","host-associated","agricultural_soil","terrestrial","soil","Terrestrial","Intensive land-use ","Annual croplands",16060889,51711,0.567513713564096,250.894703254627,12974016,0.417455683645929,251,240
"mgm4520393","plant-associated habitat","bulk soil","plant-associated",NA,"soil_S48_L001_R2_001","Merlot microbiome","metagenome","WGS","north america","United States of America","41.01534",-72.52817,"Udvardy biome","mgp4184","host-associated","agricultural_soil","terrestrial","soil","Terrestrial","Intensive land-use ","Annual croplands",1562162,5030,0.464185372665663,250.847117296223,1261761,0.674036405436455,251,244
"mgm4440026","animal-associated habitat","animal-associated habitat","human-associated","human lung","CFLungPat001Rep1SDVir20060505","Human Lung Healthy vs Cystic Fibrosis Metagenome","metagenome","WGS","north_america","United States of America","32.8781",-117.1072,"animal-associated habitat","mgp31","host-associated","lung","terrestrial","human_host-associated","Terrestrial","Intensive land use","Urban and industrial ecosystems",3798222,27832,0.397527128774288,84.3356927277953,2347231,16.565927742943,116,50
"mgm4440051","animal-associated habitat","animal-associated habitat","human-associated","human lung","CFLungPat001Rep2SDVir20060505","Human Lung Healthy vs Cystic Fibrosis Metagenome","metagenome","WGS","north_america","United States of America","32.8781",-117.1072,"animal-associated habitat","mgp31","host-associated","lung","terrestrial","human_host-associated","Terrestrial","Intensive land use","Urban and industrial ecosystems",48610585,260957,0.390843785039595,107.388014117268,28023654,10.4023014597022,130,78
"mgm4440370","animal-associated habitat","animal-associated habitat","host-associated",NA,"DOCPorCompVirHaw200602","Stressed Coral Holobionts","metagenome","WGS","north_america","USA","21.4340",-157.7878,"animal-associated habitat","mgp16","host-associated","coral","marine","animal_host-associated","Marine","Marine shelf","Photic coral reefs",3707898,32118,0.432967843741907,103.389376673516,3320660,10.6937153103186,130,73
"mgm4440371","animal-associated habitat","animal-associated habitat","host-associated",NA,"pHPorCompHawVir200602","Stressed Coral Holobionts","metagenome","WGS","north_america","USA","21.4340",-157.7878,"animal-associated habitat","mgp16","host-associated","coral","marine","animal_host-associated","Marine","Marine shelf","Photic coral reefs",5099834,43448,0,105.265052476524,4573556,12.7151623038042,137,71
"mgm4440374","animal-associated habitat","animal-associated habitat","host-associated",NA,"ConPorCompHawVir200602","Stressed Coral Holobionts","metagenome","WGS","north_america","USA","21.4340",-157.7878,"animal-associated habitat","mgp16","host-associated","coral","marine","animal_host-associated","Marine","Marine shelf","Photic coral reefs",4229518,36159,0,104.905141182002,3793265,10.1057567638686,130,76
"mgm4440375","animal-associated habitat","animal-associated habitat","host-associated",NA,"TempPorCompHawVir200602","Stressed Coral Holobionts","metagenome","WGS","north_america","USA","21.4340",-157.7878,"animal-associated habitat","mgp16","host-associated","coral","marine","animal_host-associated","Marine","Marine shelf","Photic coral reefs",3889449,31050,0,112.977487922705,3507951,16.6211832644728,153,73
"mgm4440376","animal-associated habitat","animal-associated habitat","host-associated",NA,"T0PortComHawVir20060223","Stressed Coral Holobionts","metagenome","WGS","north_america","USA","21.4340",-157.7878,"animal-associated habitat","mgp16","host-associated","coral","marine","animal_host-associated","Marine","Marine shelf","Photic coral reefs",4067879,35592,0.429327902240326,102.222690492245,3638310,12.3788705088389,132,70
"mgm4440377","animal-associated habitat","animal-associated habitat","host-associated",NA,"NutPorCompHawVir200602","Stressed Coral Holobionts","metagenome","WGS","north_america","USA","21.4340",-157.7878,"animal-associated habitat","mgp16","host-associated","coral","marine","animal_host-associated","Marine","Marine shelf","Photic coral reefs",3586405,29962,0,107.534777384687,3221957,13.8270048270577,143,70
"mgm4440380","animal-associated habitat","animal-associated habitat","host-associated",NA,"T0PortComHawMic20060223","Stressed Coral Holobionts","metagenome","WGS","north_america","USA","21.4340",-157.7878,"animal-associated habitat","mgp16","host-associated","coral","marine","animal_host-associated","Marine","Marine shelf","Photic coral reefs",5464465,42905,0.460246412555281,115.000186458455,4934083,18.4572567515681,158,72
"mgm4440441","animal-associated habitat","animal-associated habitat","human-associated","human lung","CFLungPat001Rep3SDVir20060505","Human Lung Healthy vs Cystic Fibrosis Metagenome","metagenome","WGS","north_america","United States of America","32.8781",-117.1072,"animal-associated habitat","mgp31","host-associated","lung","terrestrial","human_host-associated","Terrestrial","Intensive land use","Urban and industrial ecosystems",5413582,56531,0.400448794989462,83.8522049848756,4740249,16.4001071292026,116,50
"mgm4444195","animal-associated habitat","animal-associated habitat","human-oral",NA,"FXPY","Human Oropharyngeal Metagenome","metagenome","WGS","north_america","United States of America","32.7729",-117.0717,"animal-associated habitat","mgp32","host-associated","human-gut","terrestrial","human_host-associated","Terrestrial","Intensive land use","Urban and industrial ecosystems",41708540,180707,0.452616098284096,210.807456268988,38094383,68.4821317465763,346,61
"mgm4444196","animal-associated habitat","animal-associated habitat","human-oral",NA,"FYGT","Human Oropharyngeal Metagenome","metagenome","WGS","north_america","United States of America","32.7729",-117.0717,"animal-associated habitat","mgp32","host-associated","human-gut","terrestrial","human_host-associated","Terrestrial","Intensive land use","Urban and industrial ecosystems",51998489,206742,0.548054400506226,231.182909133122,47795217,59.212782081293,357,79
"mgm4440026","animal-associated habitat","animal-associated habitat","human-associated","human lung","CFLungPat001Rep1SDVir20060505","Human Lung Healthy vs Cystic Fibrosis Metagenome","metagenome","WGS","north_america","United States of America","32.8781",-117.1072,"animal-associated habitat","mgp31","host-associated","lung","terrestrial","human_host-associated","Terrestrial ","Intensive land use","Urban and industrial ecosystems",3798222,27832,0.397527128774288,84.3356927277953,2347231,16.565927742943,116,50
"mgm4772356","microbial feature","pig manure","miscellaneous",NA,"X001","LI_CBNU","metagenome","WGS",NA,"South Korea","35",126,"biome","mgp83048","host-associated","animal_manure","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Urban and industrial ecosystems",179468472,709567,0.424515885063944,229.484279849542,162834472,43.1245586666977,436,50
"mgm4749366","microbial feature","aqueous humour","host-associated",NA,"A1_S1_L001_R2_001","IBK Shotgun Metagenomics Analysis Sample A1","metagenome","WGS",NA,"United States of America","34.3992",-118.9182,"Bos taurus x Bison bison","mgp80732","host-associated","aqueous_humour","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",209227016,1090375,0.544894384810176,144.608948297604,157677982,67.5614461242475,301,50
"mgm4749367","microbial feature","aqueous humour","host-associated",NA,"A1_S1_L001_R1_001","IBK Shotgun Metagenomics Analysis Sample A1","metagenome","WGS",NA,"United States of America","34.3992",-118.9182,"Bos taurus x Bison bison","mgp80732","host-associated","aqueous_humour","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",222395065,1101127,0.549691302256139,154.521380367569,170147664,79.3004384151505,301,50
"mgm4749858","microbial feature","aqueous humour","host-associated",NA,"B8_S16_L001_R2_001","IBK Shotgun Metagenomics Analysis Sample B8","metagenome","WGS",NA,"United States of America","34.3992",-118.9182,"Bos taurus x Bison bison","mgp80801","host-associated","aqueous_humour","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",10604932,51920,0.556908922553524,156.773863636364,8139699,69.1983395730996,301,50
"mgm4749859","microbial feature","aqueous humour","host-associated",NA,"B8_S16_L001_R1_001","IBK Shotgun Metagenomics Analysis Sample B8","metagenome","WGS",NA,"United States of America","34.3992",-118.9182,"Bos taurus x Bison bison","mgp80801","host-associated","aqueous_humour","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",12093807,53914,0.563260555038671,176.491022739919,9515337,85.7070650336558,301,50
"mgm4749860","microbial feature","aqueous humour","host-associated",NA,"C1_S17_L001_R1_001","IBK Shotgun Metagenomics Analysis Sample C1","metagenome","WGS",NA,"United States of America","34.3992",-118.9182,"Bos taurus x Bison bison","mgp80802","host-associated","aqueous_humour","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",167694491,715085,0.588197912705341,186.527995972507,133383372,71.7741287347832,301,50
"mgm4749861","microbial feature","aqueous humour","host-associated",NA,"C1_S17_L001_R2_001","IBK Shotgun Metagenomics Analysis Sample C1","metagenome","WGS",NA,"United States of America","34.3992",-118.9182,"Bos taurus x Bison bison","mgp80802","host-associated","aqueous_humour","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",159965902,712888,0.586204076965449,176.578280178654,125880537,60.6436132384035,301,50
"mgm4749862","microbial feature","aqueous humour","host-associated",NA,"C2_S18_L001_R1_001","IBK Shotgun Metagenomics Analysis Sample C2","metagenome","WGS",NA,"United States of America","34.3992",-118.9182,"Bos taurus x Bison bison","mgp80803","host-associated","aqueous_humour","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",198466078,858808,0.575381145957789,183.164178722136,157302862,74.0929949186057,301,50
"mgm4749863","microbial feature","aqueous humour","host-associated",NA,"C2_S18_L001_R2_001","IBK Shotgun Metagenomics Analysis Sample C2","metagenome","WGS",NA,"United States of America","34.3992",-118.9182,"Bos taurus x Bison bison","mgp80803","host-associated","aqueous_humour","terrestrial","animal_host-associated","Terrestrial","Intensive land use","Sown pastures and fields",186934229,853877,0.571861357337691,171.200445731645,146184123,62.2381632317807,301,50
"mgm4776004","environmental zone","water","water",NA,"DR3P_S2_L001_R1_001","DVIVIAN","metagenome","WGS",NA,"USA","38.314908",-121.828077,"host organism","mgp83517","free-living","coastal_seawater","marine","saline_water","Marine","Marine shelf","",140045520,463843,0.425596545545649,250.545009841692,116213549,5.6313169297958,251,50
"mgm4776009","environmental zone","water","water",NA,"DR4P_S16_L001_R1_001","DVIVIAN","metagenome","WGS",NA,"USA","38.314908",-121.828077,"host organism","mgp83517","free-living","coastal_seawater","marine","saline_water","Marine","Marine shelf","",142626816,472181,0.426359972920161,250.681467488103,118367026,2.86183489708267,251,51
"mgm4776014","environmental zone","water","water",NA,"DR3P_S2_L001_R2_001","DVIVIAN","metagenome","WGS",NA,"USA","38.314908",-121.828077,"host organism","mgp83517","free-living","coastal_seawater","marine","saline_water","Marine","Marine shelf","",140230329,466319,0.42656849918276,249.369832668195,116285891,6.90745970642041,251,50
"mgm4776017","environmental zone","water","water",NA,"DR4P_S16_L001_R2_001","DVIVIAN","metagenome","WGS",NA,"USA","38.314908",-121.828077,"host organism","mgp83517","free-living","coastal_seawater","marine","saline_water","Marine","Marine shelf","",143009452,476593,0.427665789053207,248.743758301108,118549534,8.16232365645999,251,50
"mgm4775061","coral reef","environmental material","host-associated",NA,"CFRL_R","Cinachyrella sp metagenome","metagenome","WGS",NA,"United States of America","26.0112",-80.1495,"Porifera","mgp83374","host-associated","sponge","marine","animal_host-associated","Marine","Marine shelf","Subtidal rocky reef",8583302595,38619118,0.554082319878229,176.616191053353,6820761523,49.1258786726739,294,50
"mgm4775062","coral reef","environmental material","host-associated",NA,"CRL_R","Cinachyrella sp metagenome","metagenome","WGS",NA,"United States of America","26.0112",-80.1495,"Porifera","mgp83374","host-associated","sponge","marine","animal_host-associated","Marine","Marine shelf","Subtidal rocky reef",6627469087,31034027,0.566844002498199,168.056620785952,5215473707,47.8779908921669,294,50
"mgm4539732","desert","soil","soil",NA,"EssexKAU1","Environmental metagenomics of Rhazya stricta and its associated microflora","metagenome","WGS","asia","Saudi Arabia","21.439467",39.526314,"desert biome","mgp6409","free-living","desert_soil","terrestrial","soil","Terrestrial","Deserts and semi-deserts ","",11478259,42852,0.593697429780091,210.202440959582,9007595,38.4157835894081,294,151
"mgm4477803","slope","bulk soil","soil",NA,"EB026_read1","cross-site soil metagen","metagenome","WGS",NA,"Antarctica","-77.7250",162.311,"Deserts and xeric shrubland biome","mgp2997","free-living","desert_soil","terrestrial","soil","Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts",844483057,5816632,0.542861547221563,100.00001719208,581663300,1.71920795389559e-05,100,100
"mgm4477805","slope","bulk soil","soil",NA,"MD3_r1","cross-site soil metagen","metagenome","WGS",NA,"USA","34.9",-115.65,"Deserts and xeric shrubland biome","mgp2997","free-living","desert_soil","terrestrial","soil","Terrestrial","Deserts and semi-deserts ","Succulent or Thorny deserts and semi-deserts",849845038,5854266,0.640873176778579,100.000017081561,585426700,1.70815606985458e-05,100,100
"mgm4477872","slope","bulk soil","soil",NA,"SF2_r1","cross-site soil metagen","metagenome","WGS",NA,"USA","35.3830",-105.933,"Deserts and xeric shrubland biome","mgp2997","free-living","desert_soil","terrestrial","soil","Terrestrial","Deserts and semi-deserts ","Cool deserts and semi-deserts",980482753,6753398,0.631823841594433,100.000014807361,675339900,1.48073606846485e-05,100,100
"mgm4477873","slope","bulk soil","soil",NA,"SV1_r1","cross-site soil metagen","metagenome","WGS",NA,"USA","34.3330",-106.733,"Deserts and xeric shrubland biome","mgp2997","free-living","desert_soil","terrestrial","soil","Terrestrial","Deserts and semi-deserts ","Succulent or Thorny deserts and semi-deserts",1599377429,11016269,0.638866188827979,100.000009077483,1101627000,9.07748349606404e-06,100,100
"mgm4477900","slope","bulk soil","soil",NA,"EB017_r1","cross-site soil metagen","metagenome","WGS",NA,"Antarctica","-78.03",163.8732833,"Deserts and xeric shrubland biome","mgp2997","free-living","desert_soil","terrestrial","soil","Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts",267573107,1847923,0.553339212002225,100.000054114809,184792400,5.411480888928e-05,100,100
"mgm4477901","slope","bulk soil","soil",NA,"EB019_r1","cross-site soil metagen","metagenome","WGS",NA,"Antarctica","-77.7250",162.313,"Deserts and xeric shrubland biome","mgp2997","free-living","desert_soil","terrestrial","soil","Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts",690498850,4756628,0.623189933459179,100.000021023296,475662900,2.10232963402565e-05,100,100
"mgm4477902","slope","bulk soil","soil",NA,"EB020_r1","cross-site soil metagen","metagenome","WGS",NA,"Antarctica","-77.6080",163.249,"Deserts and xeric shrubland biome","mgp2997","free-living","desert_soil","terrestrial","soil","Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts",1165818728,8038335,0.639591189022206,100.000012440387,803833600,1.24403872237624e-05,100,100
"mgm4477903","slope","bulk soil","soil",NA,"EB021_r1","cross-site soil metagen","metagenome","WGS",NA,"Antarctica","-77.6375",162.887,"Deserts and xeric shrubland biome","mgp2997","free-living","desert_soil","terrestrial","soil","Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts",51867145,359837,0.650236356360362,100.000277903606,35983800,0.000277903606360508,100,100
"mgm4477904","slope","bulk soil","soil",NA,"EB024_r1","cross-site soil metagen","metagenome","WGS",NA,"Antarctica","-77.5270",161.702,"Deserts and xeric shrubland biome","mgp2997","free-living","desert_soil","terrestrial","soil","Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts",1550425153,10680268,0.642645787292436,100.000009363061,1068026900,9.36306092508449e-06,100,100
"mgm4482714","organic feature","chyme","host-associated",NA,"lepida_foregut_563_creosote_ALL","Woodrat_foregut_metagenome_creosote","metagenome","WGS",NA,"USA","40.76078",-111.89105,"Deserts and xeric shrubland biome","mgp9847","host-associated","chyme","terrestrial","animal_host-associated","Terrestrial","Deserts and semi-deserts","Cool deserts and semi-deserts",5454954382,37608568,0.452269362725645,101.000002685558,3798465469,2.68555824365018e-06,101,101
"mgm4483800","organic feature","chyme","host-associated",NA,"lepida_foregut_546_control_ALL","Woodrat_foregut_metagenome_creosote","metagenome","WGS",NA,"USA","40.76078",-111.89105,"Deserts and xeric shrubland biome","mgp9847","host-associated","chyme","terrestrial","animal_host-associated","Terrestrial","Deserts and semi-deserts","Cool deserts and semi-deserts",5817529089,40108135,0.476889018326865,101.000002518192,4050921736,2.51819237430782e-06,101,101
"mgm4483883","organic feature","chyme","host-associated",NA,"lepida_foregut_543_creosote_ALL","Woodrat_foregut_metagenome_creosote","metagenome","WGS",NA,"USA","40.76078",-111.89105,"Deserts and xeric shrubland biome","mgp9847","host-associated","chyme","terrestrial","animal_host-associated","Terrestrial","Deserts and semi-deserts","Cool deserts and semi-deserts",1058028297,7294691,0.465059129146356,101.000013845686,736763892,1.3845685855684e-05,101,101
"mgm4483943","organic feature","chyme","host-associated",NA,"lepida_foregut_548_control_ALL","Woodrat_foregut_metagenome_creosote","metagenome","WGS",NA,"USA","40.76078",-111.89105,"Deserts and xeric shrubland biome","mgp9847","host-associated","chyme","terrestrial","animal_host-associated","Terrestrial","Deserts and semi-deserts","Cool deserts and semi-deserts",3159635769,21783862,0.447362241590402,101.00000463646,2200170163,4.63645977845478e-06,101,101
"mgm4484670","organic feature","chyme","host-associated",NA,"lepida_foregut_539_creosote_ALL","Woodrat_foregut_metagenome_creosote","metagenome","WGS",NA,"USA","40.76078",-111.89105,"Deserts and xeric shrubland biome","mgp9847","host-associated","chyme","terrestrial","animal_host-associated","Terrestrial","Deserts and semi-deserts","Cool deserts and semi-deserts",5097514734,35144577,0.444210444463478,101.000002873843,3549602378,2.87384310200131e-06,101,101
"mgm4484859","organic feature","chyme","host-associated",NA,"lepida_foregut_568_control_ALL","Woodrat_foregut_metagenome_creosote","metagenome","WGS",NA,"USA","40.76078",-111.89105,"Deserts and xeric shrubland biome","mgp9847","host-associated","chyme","terrestrial","animal_host-associated","Terrestrial","Deserts and semi-deserts","Cool deserts and semi-deserts",5373816396,37049117,0.4691990163645,101.000002726111,3741960918,2.72611085130228e-06,101,101
"mgm4484865","organic feature","chyme","host-associated",NA,"lepida_foregut_566_control_ALL","Woodrat_foregut_metagenome_creosote","metagenome","WGS",NA,"USA","40.76078",-111.89105,"Deserts and xeric shrubland biome","mgp9847","host-associated","chyme","terrestrial","animal_host-associated","Terrestrial","Deserts and semi-deserts","Cool deserts and semi-deserts",4356384857,30034900,0.482432755463551,101.000003362755,3033525001,3.36275466786926e-06,101,101
"mgm4486239","organic feature","chyme","host-associated",NA,"lepida_foregut_549_creosote_ALL","Woodrat_foregut_metagenome_creosote","metagenome","WGS",NA,"USA","40.76078",-111.89105,"Deserts and xeric shrubland biome","mgp9847","host-associated","chyme","terrestrial","animal_host-associated","Terrestrial","Deserts and semi-deserts","Cool deserts and semi-deserts",46305014,318457,0.445677092877442,101.000317154278,32164258,0.000317154278291915,101,101
"mgm4514245","desert","soil","soil",NA,"Saline desert metagenome S1","Project-151","metagenome","WGS",NA,"India","23.8109",70.98319983,"Deserts and xeric shrubland biome","mgp3513","free-living","desert_soil","terrestrial","soil","Terrestrial","Deserts and semi-deserts ","Semi-desert steppe",22743084,149869,0.580586150388784,130.08047694987,19495031,38.9512138378009,247,50
"mgm4514299","desert","soil","soil",NA,"Saline desert metagenome S2","Project-151","metagenome","WGS",NA,"India","23.7925",71.008,"Deserts and xeric shrubland biome","mgp3513","free-living","desert_soil","terrestrial","soil","Terrestrial","Deserts and semi-deserts ","Semi-desert steppe",7313145,55437,0.586955064421217,110.593592726879,6130977,38.6874785452856,244,50
"mgm4543019","desert","soil","soil",NA,"Saline desert metagenome S3","Project-151","metagenome","WGS",NA,"India","23.908056",70.537806,"Deserts and xeric shrubland biome","mgp3513","free-living","desert_soil","terrestrial","soil","Terrestrial","Deserts and semi-deserts ","Semi-desert steppe",20446832,128987,0.541678307818046,136.746927984991,17638576,44.884930360414,289,50
"mgm4543020","desert","soil","soil",NA,"Saline desert metagenome S4","Project-151","metagenome","WGS",NA,"India","23.941333",70.188389,"Deserts and xeric shrubland biome","mgp3513","free-living","desert_soil","terrestrial","soil","Terrestrial","Deserts and semi-deserts ","Semi-desert steppe",6662685,40035,0.611584382147965,144.516997627076,5785738,46.4455109962244,303,50
"mgm4543021","desert","soil","soil",NA,"Saline desert metagenome S5","Project-151","metagenome","WGS",NA,"India","23.834889",69.518917,"Deserts and xeric shrubland biome","mgp3513","free-living","desert_soil","terrestrial","soil","Terrestrial","Deserts and semi-deserts ","Semi-desert steppe",29456401,235849,0.580365430743141,103.670094000823,24450488,31.4278606781775,284,50
"mgm4543022","desert","soil","soil",NA,"Saline desert metagenome S6","Project-151","metagenome","WGS",NA,"India","23.940972",70.188444,"Deserts and xeric shrubland biome","mgp3513","free-living","desert_soil","terrestrial","soil","Terrestrial","Deserts and semi-deserts ","Semi-desert steppe",52855169,360536,0.60632243729392,124.987066478798,45062337,31.2437785443358,277,50
"mgm4543023","desert","soil","soil",NA,"Saline desert metagenome S7","Project-151","metagenome","WGS",NA,"India","23.940444",70.187889,"Deserts and xeric shrubland biome","mgp3513","free-living","desert_soil","terrestrial","soil","Terrestrial","Deserts and semi-deserts ","Semi-desert steppe",79755504,489115,0.614749579327161,141.21120595361,69068519,42.437329967332,282,50
"mgm4578704","organic feature","chyme","host-associated",NA,"out_Grouse2cecum.join","Sagegrouse_cecal_metagenome","metagenome","WGS",NA,"USA","42.183333",-114.766667,"Deserts and xeric shrubland biome","mgp10520","host-associated","chyme","terrestrial","animal_host-associated","Terrestrial","Deserts and semi-deserts","Cool deserts and semi-deserts",149858254,675458,0.463983724128614,165.220204661134,111599309,15.0985911843479,196,54
"mgm4578705","organic feature","chyme","host-associated",NA,"out_Grouse3cecum.join","Sagegrouse_cecal_metagenome","metagenome","WGS",NA,"USA","42.183333",-114.766667,"Deserts and xeric shrubland biome","mgp10520","host-associated","chyme","terrestrial","animal_host-associated","Terrestrial","Deserts and semi-deserts","Cool deserts and semi-deserts",160756860,734180,0.418869021866727,162.349919638236,119194064,15.4995163502527,196,51
"mgm4578706","organic feature","chyme","host-associated",NA,"out_Grouse4cecum.join","Sagegrouse_cecal_metagenome","metagenome","WGS",NA,"USA","42.183333",-114.766667,"Deserts and xeric shrubland biome","mgp10520","host-associated","chyme","terrestrial","animal_host-associated","Terrestrial","Deserts and semi-deserts","Cool deserts and semi-deserts",166965100,795917,0.488102564031196,166.11598696849,132214538,18.5677041495443,196,50
"mgm4600829","geographic feature","rock","sediment",NA,"Ignimbrite_pe","Atacama Metagenomes","metagenome","WGS",NA,"Chile","-23.95738333",-68.16931667,"Deserts and xeric shrubland biome","mgp11367","free-living","desert_sediment","terrestrial","sediment","Terrestrial","Deserts and semi-deserts","Hyper-arid deserts",7068780967,48237913,0.57309240217184,99.0530477966574,4778112302,6.75512781152616,101,50
"mgm4600830","geographic feature","rock","sediment",NA,"Luna_pe","Atacama Metagenomes","metagenome","WGS",NA,"Chile","-22.91758333",-68.2521,"Deserts and xeric shrubland biome","mgp11367","free-living","desert_sediment","terrestrial","sediment","Terrestrial","Deserts and semi-deserts","Hyper-arid deserts",8348179636,57052423,0.598435171599274,98.8372157305221,5638902640,7.09678834761264,101,50
"mgm4600831","geographic feature","rock","sediment",NA,"Salar_Grande_pe","Atacama Metagenomes","metagenome","WGS",NA,"Chile","-20.93005",-70.0137,"Deserts and xeric shrubland biome","mgp11367","free-living","desert_sediment","terrestrial","sediment","Terrestrial","Deserts and semi-deserts","Hyper-arid deserts",7095503179,48523742,0.625239445958841,98.7384884496336,4791160939,7.15248272163388,101,50
"mgm4534778","Stony desert","hypersaline water","plant-associated",NA,"Metagenome_Phyllosphere_OF37_PERFECT","Tamarix aphylla phyllosphere metagenome","metagenome","WGS",NA,"Israel","30.871124",34.78456,"montane desert biome","mgp5802","host-associated","plant-associated_hypersaline_water","marine","plant-associated","Terrestrial","Deserts and semi-deserts","Hyper-arid deserts",15867488,56470,0,167.050575526828,9433346,15.2252386411606,201,109
"mgm4534779","Stony desert","hypersaline water","plant-associated",NA,"Metagenome_Phyllosphere_OF38_PERFECT","Tamarix aphylla phyllosphere metagenome","metagenome","WGS",NA,"Israel","30.871124",34.78456,"montane desert biome","mgp5802","host-associated","plant-associated_hypersaline_water","marine","plant-associated","Terrestrial","Deserts and semi-deserts","Hyper-arid deserts",7492518,26777,0,165.801620793965,4439670,16.8307891809251,201,109
"mgm4534775","rift valley","hypersaline water","plant-associated",NA,"Metagenome_Phyllosphere_OF34_PERFECT","Tamarix aphylla phyllosphere metagenome","metagenome","WGS",NA,"Israel","31.843883",35.513255,"subtropical desert biome","mgp5802","host-associated","plant-associated_hypersaline_water","marine","plant-associated","Terrestrial","Deserts and semi-deserts","Hyper-arid deserts",12461632,44464,0,166.249820079165,7392132,16.9130823865219,201,109
"mgm4534780","rift valley","hypersaline water","plant-associated",NA,"Metagenome_Phyllosphere_OF39_PERFECT","Tamarix aphylla phyllosphere metagenome","metagenome","WGS",NA,"Israel","29.581368",34.965274,"subtropical desert biome","mgp5802","host-associated","plant-associated_hypersaline_water","marine","plant-associated","Terrestrial","Deserts and semi-deserts","Hyper-arid deserts",1814809,6538,0,163.536861425512,1069204,17.6107507302144,201,109
"mgm4534781","rift valley","hypersaline water","plant-associated",NA,"Metagenome_Phyllosphere_OF40_PERFECT","Tamarix aphylla phyllosphere metagenome","metagenome","WGS",NA,"Israel","29.581368",34.965274,"subtropical desert biome","mgp5802","host-associated","plant-associated_hypersaline_water","marine","plant-associated","Terrestrial","Deserts and semi-deserts","Hyper-arid deserts",4675062,16715,0,165.687765480108,2769471,16.7405562690315,201,109
"mgm4441363","alkaline salt lake","surface water","microbial mat|biofilm",NA,"Green Mat Pozas Azules Cuatro Cienegas Coahuila, Mexico (reads)","Comparative metagenomics of two microbial mats at Cuatro Cienegas basin","metagenome","WGS","north america","Mexico","26.8234444",-102.0147778,"Tropical_slash_Subtropical Desert Division (320)","mgp2321","free-living","alkaline_salt_lake","marine","saline_water","Freshwater","Lake","Permanenent salt and Soda Lakes",98551347,374003,0.425267187749242,208.618577925846,78023974,68.2149162065839,346,58
"mgm4442466","alkaline salt lake","surface water","microbial mat|biofilm",NA,"Red Mat Cuatro Cienegas Coahuila, Mexico (reads)","Comparative metagenomics of two microbial mats at Cuatro Cienegas basin","metagenome","WGS","north america","Mexico","26.8713889",-102.0198056,"Tropical_slash_Subtropical Desert Division (320)","mgp2321","free-living","alkaline_salt_lake","marine","saline_water","Freshwater","Lake","Permanenent salt and Soda Lakes",62411627,208412,0.551199829846788,243.84431318734,50820081,29.6869000836517,336,121
